lakename,year4,daynum,sampledate,depth,depth_id,totp,tot_kjdl_n,nh34,no23,po4,tn
"Paul Lake",1991,245,1991-09-02,3.10,5,8.000,403.000,,,,
"Paul Lake",1991,245,1991-09-02,5.25,6,17.000,343.000,,,,
"Paul Lake",1991,245,1991-09-02,8.00,7,42.000,1638.000,,,,
"Paul Lake",1992,141,1992-05-20,0.00,1,9.660,279.620,,,,
"Paul Lake",1992,141,1992-05-20,0.95,2,12.680,277.690,,,,
"Paul Lake",1992,141,1992-05-20,1.35,3,14.470,435.230,,,,
"Paul Lake",1992,141,1992-05-20,3.10,4,18.610,365.390,,,,
"Paul Lake",1992,141,1992-05-20,3.90,5,18.220,471.110,,,,
"Paul Lake",1992,141,1992-05-20,5.50,6,43.890,761.220,,,,
"Paul Lake",1992,141,1992-05-20,8.00,7,65.040,1067.630,,,,
"Paul Lake",1992,148,1992-05-27,0.00,1,22.620,301.320,6.220,0.000,0.000,
"Paul Lake",1992,148,1992-05-27,0.95,2,5.700,309.080,19.720,0.030,5.000,
"Paul Lake",1992,148,1992-05-27,1.90,3,4.300,407.590,13.860,0.000,3.000,
"Paul Lake",1992,148,1992-05-27,3.15,4,12.170,349.190,22.140,0.000,5.000,
"Paul Lake",1992,148,1992-05-27,4.10,5,15.850,317.210,33.270,0.000,6.000,
"Paul Lake",1992,148,1992-05-27,5.70,6,17.290,238.370,22.520,0.000,3.000,
"Paul Lake",1992,148,1992-05-27,8.00,7,58.250,1286.700,701.870,0.000,15.000,
"Paul Lake",1992,155,1992-06-03,0.00,1,13.740,267.190,,,,
"Paul Lake",1992,155,1992-06-03,0.95,2,9.040,460.150,,,,
"Paul Lake",1992,155,1992-06-03,1.75,3,7.640,441.740,,,,
"Paul Lake",1992,155,1992-06-03,3.15,4,12.400,265.600,,,,
"Paul Lake",1992,155,1992-06-03,4.30,5,9.950,201.190,,,,
"Paul Lake",1992,155,1992-06-03,5.90,6,27.370,250.680,,,,
"Paul Lake",1992,155,1992-06-03,8.00,7,47.420,930.950,,,,
"Paul Lake",1992,162,1992-06-10,0.00,1,7.390,299.610,9.940,4.920,3.000,
"Paul Lake",1992,162,1992-06-10,0.88,2,4.750,293.800,4.610,3.850,1.000,
"Paul Lake",1992,162,1992-06-10,1.70,3,8.040,317.930,8.050,4.770,1.000,
"Paul Lake",1992,162,1992-06-10,2.95,4,5.760,294.980,6.000,2.980,0.000,
"Paul Lake",1992,162,1992-06-10,4.10,5,6.790,301.890,5.100,1.980,5.000,
"Paul Lake",1992,162,1992-06-10,5.80,6,29.430,421.410,4.500,1.130,6.000,
"Paul Lake",1992,162,1992-06-10,8.00,7,34.340,763.690,219.280,1.870,8.000,
"Paul Lake",1992,169,1992-06-17,0.00,1,0.110,595.990,,,,
"Paul Lake",1992,169,1992-06-17,0.60,2,1.210,419.280,,,,
"Paul Lake",1992,169,1992-06-17,1.25,3,1.780,539.700,,,,
"Paul Lake",1992,169,1992-06-17,2.80,4,0.000,481.130,,,,
"Paul Lake",1992,169,1992-06-17,4.40,5,7.930,493.330,,,,
"Paul Lake",1992,169,1992-06-17,5.95,6,9.580,648.670,,,,
"Paul Lake",1992,169,1992-06-17,8.00,7,34.190,1777.290,,,,
"Paul Lake",1992,176,1992-06-24,0.00,1,8.780,182.910,8.130,2.470,6.000,
"Paul Lake",1992,176,1992-06-24,0.70,2,7.370,297.900,8.150,1.720,5.000,
"Paul Lake",1992,176,1992-06-24,1.45,3,13.480,417.670,7.690,1.540,5.000,
"Paul Lake",1992,176,1992-06-24,2.70,4,13.430,319.570,8.080,1.630,6.000,
"Paul Lake",1992,176,1992-06-24,3.60,5,13.460,197.890,8.420,1.720,7.000,
"Paul Lake",1992,176,1992-06-24,5.55,6,29.780,280.590,7.310,1.670,7.000,
"Paul Lake",1992,176,1992-06-24,8.00,7,66.880,1228.780,498.620,2.750,13.000,
"Paul Lake",1992,183,1992-07-01,0.00,1,7.670,495.680,,,,
"Paul Lake",1992,183,1992-07-01,0.70,2,15.490,427.690,,,,
"Paul Lake",1992,183,1992-07-01,1.48,3,9.150,442.540,,,,
"Paul Lake",1992,183,1992-07-01,2.60,4,11.680,417.400,,,,
"Paul Lake",1992,183,1992-07-01,3.45,5,14.370,335.960,,,,
"Paul Lake",1992,183,1992-07-01,5.35,6,26.840,515.860,,,,
"Paul Lake",1992,183,1992-07-01,8.00,7,56.930,1263.670,,,,
"Paul Lake",1992,190,1992-07-08,0.00,1,36.070,191.370,17.270,18.060,3.000,
"Paul Lake",1992,190,1992-07-08,0.78,2,8.970,295.630,5.220,17.470,2.000,
"Paul Lake",1992,190,1992-07-08,1.54,3,10.360,356.550,6.480,20.160,3.000,
"Paul Lake",1992,190,1992-07-08,2.41,4,9.530,424.410,9.510,20.920,2.000,
"Paul Lake",1992,190,1992-07-08,3.30,5,9.100,397.500,10.820,23.170,3.000,
"Paul Lake",1992,190,1992-07-08,5.45,6,12.080,296.140,16.470,5.000,2.000,
"Paul Lake",1992,190,1992-07-08,8.00,7,73.360,1324.000,770.840,3.140,16.000,
"Paul Lake",1992,197,1992-07-15,0.00,1,8.740,335.590,,,,
"Paul Lake",1992,197,1992-07-15,0.85,2,17.000,568.780,,,,
"Paul Lake",1992,197,1992-07-15,1.60,3,16.160,482.720,,,,
"Paul Lake",1992,197,1992-07-15,2.60,4,9.930,431.180,,,,
"Paul Lake",1992,197,1992-07-15,3.40,5,9.110,355.410,,,,
"Paul Lake",1992,197,1992-07-15,5.40,6,10.670,638.820,,,,
"Paul Lake",1992,197,1992-07-15,8.00,7,59.430,1455.620,,,,
"Paul Lake",1992,204,1992-07-22,0.00,1,19.650,442.310,12.590,1.900,6.000,
"Paul Lake",1992,204,1992-07-22,0.75,2,18.150,397.020,12.400,2.450,22.000,
"Paul Lake",1992,204,1992-07-22,1.55,3,12.860,392.090,6.140,1.510,5.000,
"Paul Lake",1992,204,1992-07-22,2.60,4,11.950,380.310,5.750,1.360,5.000,
"Paul Lake",1992,204,1992-07-22,3.55,5,12.230,369.770,4.300,1.370,7.000,
"Paul Lake",1992,204,1992-07-22,5.25,6,13.070,499.300,6.050,1.460,7.000,
"Paul Lake",1992,204,1992-07-22,8.00,7,58.100,1331.240,546.170,4.080,11.000,
"Paul Lake",1992,211,1992-07-29,0.00,1,8.860,329.920,,,,
"Paul Lake",1992,211,1992-07-29,0.83,2,7.850,523.480,,,,
"Paul Lake",1992,211,1992-07-29,1.65,3,9.450,318.870,,,,
"Paul Lake",1992,211,1992-07-29,2.75,4,14.410,287.000,,,,
"Paul Lake",1992,211,1992-07-29,3.90,5,10.130,296.140,,,,
"Paul Lake",1992,211,1992-07-29,5.70,6,12.210,258.170,,,,
"Paul Lake",1992,211,1992-07-29,8.00,7,32.310,1003.400,,,,
"Paul Lake",1992,218,1992-08-05,0.00,1,11.210,495.360,10.530,2.320,10.000,
"Paul Lake",1992,218,1992-08-05,0.80,2,12.630,368.460,11.320,0.950,6.000,
"Paul Lake",1992,218,1992-08-05,1.75,3,9.750,402.120,12.770,3.110,4.000,
"Paul Lake",1992,218,1992-08-05,2.90,4,10.590,324.380,9.960,0.990,3.000,
"Paul Lake",1992,218,1992-08-05,3.80,5,13.170,333.480,15.690,1.660,7.000,
"Paul Lake",1992,218,1992-08-05,5.70,6,14.810,491.210,13.420,1.460,7.000,
"Paul Lake",1992,218,1992-08-05,8.00,7,45.450,765.250,250.630,1.390,0.000,
"Paul Lake",1992,225,1992-08-12,0.00,1,10.050,312.890,,,,
"Paul Lake",1992,225,1992-08-12,0.90,2,7.800,398.920,,,,
"Paul Lake",1992,225,1992-08-12,1.80,3,9.680,352.030,,,,
"Paul Lake",1992,225,1992-08-12,3.20,4,13.060,251.740,,,,
"Paul Lake",1992,225,1992-08-12,4.10,5,13.250,151.360,,,,
"Paul Lake",1992,225,1992-08-12,5.60,6,16.630,199.930,,,,
"Paul Lake",1992,225,1992-08-12,8.00,7,57.430,811.070,,,,
"Paul Lake",1992,232,1992-08-19,0.00,1,9.610,490.260,16.770,0.500,1.000,
"Paul Lake",1992,232,1992-08-19,0.70,2,10.950,437.330,13.380,0.200,1.000,
"Paul Lake",1992,232,1992-08-19,1.60,3,10.350,438.330,14.320,0.560,2.000,
"Paul Lake",1992,232,1992-08-19,3.00,4,9.260,357.270,13.790,0.400,1.000,
"Paul Lake",1992,232,1992-08-19,3.90,5,12.750,314.240,11.940,1.470,2.000,
"Paul Lake",1992,232,1992-08-19,5.70,6,18.950,383.450,14.350,0.680,1.000,
"Paul Lake",1992,232,1992-08-19,8.00,7,105.240,2099.000,1180.970,5.540,9.000,
"Paul Lake",1992,239,1992-08-26,0.00,1,10.890,448.990,,,,
"Paul Lake",1992,239,1992-08-26,0.80,2,8.960,403.400,,,,
"Paul Lake",1992,239,1992-08-26,1.60,3,32.450,414.870,,,,
"Paul Lake",1992,239,1992-08-26,3.00,4,8.370,387.960,,,,
"Paul Lake",1992,239,1992-08-26,4.00,5,17.250,447.130,,,,
"Paul Lake",1992,239,1992-08-26,5.50,6,9.240,447.430,,,,
"Paul Lake",1992,239,1992-08-26,12.00,7,77.640,,,,,
"Paul Lake",1992,247,1992-09-03,0.00,1,10.080,164.080,,,,
"Paul Lake",1992,247,1992-09-03,0.80,2,22.020,230.000,,,,
"Paul Lake",1992,247,1992-09-03,1.70,3,11.810,315.240,,,,
"Paul Lake",1992,247,1992-09-03,2.75,4,12.860,425.210,,,,
"Paul Lake",1992,247,1992-09-03,3.55,5,11.400,443.800,,,,
"Paul Lake",1992,247,1992-09-03,5.45,6,12.830,397.230,,,,
"Paul Lake",1992,247,1992-09-03,8.00,7,56.020,1046.090,,,,
"Paul Lake",1992,254,1992-09-10,0.00,1,19.370,204.310,,,,
"Paul Lake",1992,254,1992-09-10,0.85,2,10.170,344.250,,,,
"Paul Lake",1992,254,1992-09-10,1.65,3,9.980,303.180,,,,
"Paul Lake",1992,254,1992-09-10,2.70,4,10.390,416.610,,,,
"Paul Lake",1992,254,1992-09-10,3.80,5,15.670,369.110,,,,
"Paul Lake",1992,254,1992-09-10,5.60,6,30.170,422.120,,,,
"Paul Lake",1992,254,1992-09-10,8.00,7,49.170,793.990,,,,
"Paul Lake",1993,140,1993-05-20,0.00,1,10.697,248.665,0.000,1.147,2.000,
"Paul Lake",1993,140,1993-05-20,0.80,2,9.311,306.631,3.634,0.749,1.000,
"Paul Lake",1993,140,1993-05-20,1.80,3,16.579,407.207,0.000,1.011,2.000,
"Paul Lake",1993,140,1993-05-20,3.00,4,10.236,397.079,0.775,1.110,1.000,
"Paul Lake",1993,140,1993-05-20,3.80,5,13.748,388.729,3.094,1.219,2.000,
"Paul Lake",1993,140,1993-05-20,5.20,6,20.822,417.367,0.000,1.185,2.000,
"Paul Lake",1993,140,1993-05-20,8.00,7,46.779,1024.000,670.536,3.945,5.000,
"Paul Lake",1993,147,1993-05-27,0.00,1,7.001,258.300,8.658,3.210,1.000,
"Paul Lake",1993,147,1993-05-27,0.50,2,7.113,272.314,7.615,1.536,1.000,
"Paul Lake",1993,147,1993-05-27,1.50,3,8.962,341.474,5.227,2.080,1.000,
"Paul Lake",1993,147,1993-05-27,3.10,4,9.291,321.470,7.801,2.676,2.000,
"Paul Lake",1993,147,1993-05-27,4.20,5,17.841,329.600,3.320,1.686,2.000,
"Paul Lake",1993,147,1993-05-27,5.70,6,35.476,533.529,7.679,1.144,3.000,
"Paul Lake",1993,147,1993-05-27,8.00,7,19.876,1027.613,438.202,3.927,5.000,
"Paul Lake",1993,154,1993-06-03,0.00,1,7.443,45.670,4.374,2.118,1.000,
"Paul Lake",1993,154,1993-06-03,0.80,2,7.412,185.897,5.901,1.735,1.000,
"Paul Lake",1993,154,1993-06-03,1.80,3,6.783,404.371,7.943,0.851,1.000,
"Paul Lake",1993,154,1993-06-03,3.00,4,10.814,406.315,4.927,1.176,1.000,
"Paul Lake",1993,154,1993-06-03,4.40,5,17.472,421.328,4.307,1.293,2.000,
"Paul Lake",1993,154,1993-06-03,5.40,6,28.263,426.066,6.235,1.129,3.000,
"Paul Lake",1993,154,1993-06-03,8.00,7,57.979,1079.507,666.000,2.249,8.000,
"Paul Lake",1993,161,1993-06-10,0.00,1,5.361,117.556,11.071,3.403,2.000,
"Paul Lake",1993,161,1993-06-10,0.80,2,3.107,371.177,13.023,2.312,1.000,
"Paul Lake",1993,161,1993-06-10,1.80,3,5.433,421.881,12.017,1.376,0.000,
"Paul Lake",1993,161,1993-06-10,3.10,4,9.020,412.263,11.155,1.610,0.000,
"Paul Lake",1993,161,1993-06-10,4.00,5,5.589,373.101,14.697,1.717,2.000,
"Paul Lake",1993,161,1993-06-10,5.60,6,23.128,419.270,5.838,1.343,2.000,
"Paul Lake",1993,161,1993-06-10,8.00,7,54.594,769.670,315.000,1.452,3.000,
"Paul Lake",1993,168,1993-06-17,0.00,1,11.380,149.364,7.684,5.125,0.000,
"Paul Lake",1993,168,1993-06-17,0.88,2,11.291,250.256,6.795,5.165,0.000,
"Paul Lake",1993,168,1993-06-17,1.90,3,12.103,360.845,6.201,4.705,0.000,
"Paul Lake",1993,168,1993-06-17,3.40,4,11.849,329.748,7.266,4.171,0.000,
"Paul Lake",1993,168,1993-06-17,4.55,5,22.096,305.854,9.958,3.517,0.000,
"Paul Lake",1993,168,1993-06-17,5.90,6,58.065,570.024,6.324,3.264,4.000,
"Paul Lake",1993,168,1993-06-17,8.00,7,59.174,910.614,473.000,3.625,4.000,
"Paul Lake",1993,175,1993-06-24,0.00,1,12.604,342.826,75.649,1.766,2.000,
"Paul Lake",1993,175,1993-06-24,0.80,2,13.671,352.040,22.087,1.400,3.000,
"Paul Lake",1993,175,1993-06-24,1.90,3,13.641,338.191,3.937,2.963,2.000,
"Paul Lake",1993,175,1993-06-24,3.10,4,13.437,265.655,6.612,2.128,2.000,
"Paul Lake",1993,175,1993-06-24,3.95,5,14.341,205.791,10.790,1.642,4.000,
"Paul Lake",1993,175,1993-06-24,5.40,6,22.823,315.134,16.026,3.563,4.000,
"Paul Lake",1993,175,1993-06-24,8.00,7,55.754,935.631,384.688,2.740,2.000,
"Paul Lake",1993,182,1993-07-01,0.00,1,9.072,395.482,10.168,4.432,1.000,
"Paul Lake",1993,182,1993-07-01,0.40,2,14.145,208.197,13.840,5.981,1.000,
"Paul Lake",1993,182,1993-07-01,1.50,3,11.439,403.968,12.281,4.636,2.000,
"Paul Lake",1993,182,1993-07-01,2.90,4,10.084,405.786,4.995,2.448,1.000,
"Paul Lake",1993,182,1993-07-01,4.00,5,11.067,412.678,4.611,5.037,2.000,
"Paul Lake",1993,182,1993-07-01,5.70,6,24.393,548.902,1.921,2.782,1.000,
"Paul Lake",1993,182,1993-07-01,8.00,7,51.547,806.629,4.351,2.652,0.000,
"Paul Lake",1993,189,1993-07-08,0.00,1,11.953,351.827,,,0.000,
"Paul Lake",1993,189,1993-07-08,0.90,2,8.553,316.351,,,1.000,
"Paul Lake",1993,189,1993-07-08,1.90,3,10.374,301.022,,,0.000,
"Paul Lake",1993,189,1993-07-08,3.10,4,6.447,311.801,,,0.000,
"Paul Lake",1993,189,1993-07-08,4.00,5,11.956,323.409,,,0.000,
"Paul Lake",1993,189,1993-07-08,5.60,6,28.367,432.062,,,1.000,
"Paul Lake",1993,189,1993-07-08,8.00,7,42.198,716.122,,,0.000,
"Paul Lake",1993,196,1993-07-15,0.00,1,11.073,298.448,,,4.000,
"Paul Lake",1993,196,1993-07-15,0.90,2,8.756,,,,2.000,
"Paul Lake",1993,196,1993-07-15,1.75,3,8.468,,,,3.000,
"Paul Lake",1993,196,1993-07-15,3.00,4,7.117,204.896,,,2.000,
"Paul Lake",1993,196,1993-07-15,3.90,5,11.011,,,,3.000,
"Paul Lake",1993,196,1993-07-15,5.60,6,21.488,,,,2.000,
"Paul Lake",1993,196,1993-07-15,8.00,7,62.966,949.851,,,7.000,
"Paul Lake",1993,203,1993-07-22,0.00,1,8.689,345.660,9.121,0.789,1.000,
"Paul Lake",1993,203,1993-07-22,0.75,2,8.680,,7.076,0.865,0.000,
"Paul Lake",1993,203,1993-07-22,1.50,3,8.251,,3.893,0.123,1.000,
"Paul Lake",1993,203,1993-07-22,2.75,4,10.467,438.847,8.386,1.068,1.000,
"Paul Lake",1993,203,1993-07-22,3.75,5,9.843,,5.975,0.556,1.000,
"Paul Lake",1993,203,1993-07-22,5.40,6,11.203,,4.655,0.429,2.000,
"Paul Lake",1993,203,1993-07-22,8.00,7,63.681,1220.840,443.832,1.363,5.000,
"Paul Lake",1993,210,1993-07-29,0.00,1,7.108,281.421,2.048,1.417,1.000,
"Paul Lake",1993,210,1993-07-29,0.75,2,8.323,,2.574,0.858,1.000,
"Paul Lake",1993,210,1993-07-29,1.60,3,8.537,,2.994,0.633,1.000,
"Paul Lake",1993,210,1993-07-29,3.00,4,8.119,324.705,6.390,1.028,1.000,
"Paul Lake",1993,210,1993-07-29,4.25,5,10.291,,2.693,0.685,0.000,
"Paul Lake",1993,210,1993-07-29,5.75,6,28.014,,2.956,0.803,3.000,
"Paul Lake",1993,210,1993-07-29,8.00,7,85.695,,704.000,3.411,8.000,
"Paul Lake",1993,217,1993-08-05,0.00,1,9.888,298.507,11.436,1.763,1.000,
"Paul Lake",1993,217,1993-08-05,0.90,2,8.295,,0.000,0.657,1.000,
"Paul Lake",1993,217,1993-08-05,1.80,3,8.323,,5.629,1.068,1.000,
"Paul Lake",1993,217,1993-08-05,3.00,4,13.792,,3.360,1.786,1.000,
"Paul Lake",1993,217,1993-08-05,3.90,5,10.744,337.858,0.000,1.068,1.000,
"Paul Lake",1993,217,1993-08-05,5.70,6,27.920,,4.101,1.514,1.000,
"Paul Lake",1993,217,1993-08-05,8.00,7,53.275,1169.866,466.034,1.620,10.000,
"Paul Lake",1993,224,1993-08-12,0.00,1,11.542,187.672,39.431,1.439,0.000,
"Paul Lake",1993,224,1993-08-12,0.80,2,9.453,,5.609,1.770,0.000,
"Paul Lake",1993,224,1993-08-12,1.90,3,9.940,,2.385,5.033,1.000,
"Paul Lake",1993,224,1993-08-12,3.40,4,10.510,,9.791,2.497,0.000,
"Paul Lake",1993,224,1993-08-12,4.50,5,9.822,205.822,0.000,2.281,0.000,
"Paul Lake",1993,224,1993-08-12,5.80,6,73.436,,3.814,2.926,6.000,
"Paul Lake",1993,224,1993-08-12,8.00,7,44.662,909.047,197.085,1.035,2.000,
"Paul Lake",1993,231,1993-08-19,0.00,1,10.257,171.015,0.000,0.000,0.000,
"Paul Lake",1993,231,1993-08-19,0.90,2,9.942,,1.941,0.000,0.000,
"Paul Lake",1993,231,1993-08-19,1.90,3,9.897,,0.000,1.175,0.000,
"Paul Lake",1993,231,1993-08-19,3.40,4,9.467,,0.000,1.479,0.000,
"Paul Lake",1993,231,1993-08-19,4.40,5,10.881,167.722,16.219,1.564,2.000,
"Paul Lake",1993,231,1993-08-19,5.80,6,35.122,,5.439,2.997,1.000,
"Paul Lake",1993,231,1993-08-19,8.00,7,63.167,1718.861,887.913,3.107,5.000,
"Paul Lake",1993,238,1993-08-26,0.00,1,7.732,163.148,8.239,0.066,0.000,
"Paul Lake",1993,238,1993-08-26,0.75,2,9.640,,7.152,0.000,0.000,
"Paul Lake",1993,238,1993-08-26,1.70,3,11.271,,0.000,0.000,0.000,
"Paul Lake",1993,238,1993-08-26,3.00,4,9.025,,0.000,1.908,0.000,
"Paul Lake",1993,238,1993-08-26,3.95,5,9.122,154.481,7.527,2.327,0.000,
"Paul Lake",1993,238,1993-08-26,5.40,6,16.674,,0.000,1.228,1.000,
"Paul Lake",1993,238,1993-08-26,8.00,7,55.203,1257.741,394.772,4.677,9.000,
"Paul Lake",1993,243,1993-08-31,0.00,1,11.321,277.235,0.000,2.026,0.000,
"Paul Lake",1993,243,1993-08-31,0.70,2,9.703,,0.000,2.203,1.000,
"Paul Lake",1993,243,1993-08-31,1.50,3,9.707,,9.603,3.567,1.000,
"Paul Lake",1993,243,1993-08-31,2.60,4,8.981,,3.303,2.041,1.000,
"Paul Lake",1993,243,1993-08-31,3.55,5,8.531,292.369,2.277,2.172,0.000,
"Paul Lake",1993,243,1993-08-31,5.40,6,26.088,,0.000,2.936,2.000,
"Paul Lake",1993,243,1993-08-31,8.00,7,45.556,1162.916,498.648,4.206,4.000,
"Paul Lake",1993,250,1993-09-07,0.00,1,11.671,223.799,0.000,4.672,2.000,
"Tuesday Lake",1994,245,1994-09-02,0.00,1,9.990,474.832,4.361,2.017,0.593,
"Tuesday Lake",1994,245,1994-09-02,0.60,2,12.804,463.284,2.211,1.522,0.602,
"Tuesday Lake",1994,245,1994-09-02,1.00,3,12.361,460.926,1.822,2.366,1.369,
"Tuesday Lake",1994,245,1994-09-02,1.70,4,12.794,495.337,1.198,2.268,1.778,
"Tuesday Lake",1994,245,1994-09-02,2.30,5,11.075,480.521,0.000,1.552,1.323,
"Tuesday Lake",1994,245,1994-09-02,3.70,6,14.125,498.232,0.000,2.020,0.762,
"Tuesday Lake",1995,146,1995-05-26,0.00,1,14.176,449.965,6.575,2.044,2.702,
"Tuesday Lake",1995,146,1995-05-26,0.45,2,12.010,455.154,5.286,2.411,1.320,
"Tuesday Lake",1995,146,1995-05-26,0.85,3,10.418,428.258,4.644,2.605,2.005,
"Tuesday Lake",1995,146,1995-05-26,1.50,4,9.976,425.746,5.199,2.600,2.856,
"Tuesday Lake",1995,146,1995-05-26,2.00,5,17.084,448.213,6.240,2.580,1.436,
"Tuesday Lake",1995,146,1995-05-26,3.00,6,13.137,546.581,5.706,2.105,3.024,
"Tuesday Lake",1995,146,1995-05-26,12.00,7,33.340,1082.114,461.919,4.615,4.744,
"Tuesday Lake",1995,160,1995-06-09,0.00,1,8.502,394.677,2.593,3.244,3.330,
"Tuesday Lake",1995,160,1995-06-09,0.55,2,7.009,441.207,2.558,6.694,2.344,
"Tuesday Lake",1995,160,1995-06-09,1.05,3,5.958,,5.909,3.682,2.941,
"Tuesday Lake",1995,160,1995-06-09,1.60,4,5.224,,5.250,4.931,4.696,
"Tuesday Lake",1995,160,1995-06-09,2.10,5,9.297,441.207,6.088,4.514,1.917,
"Tuesday Lake",1995,160,1995-06-09,3.10,6,8.876,,5.247,5.723,2.007,
"Tuesday Lake",1995,160,1995-06-09,12.00,7,26.504,982.660,357.637,6.090,3.802,
"Tuesday Lake",1995,174,1995-06-23,0.00,1,12.644,489.366,9.706,2.819,0.557,
"Tuesday Lake",1995,174,1995-06-23,0.55,2,15.643,,,2.366,1.385,
"Tuesday Lake",1995,174,1995-06-23,1.10,3,10.327,,10.854,2.116,0.586,
"Tuesday Lake",1995,174,1995-06-23,1.90,4,8.452,427.768,10.909,3.681,0.847,
"Tuesday Lake",1995,174,1995-06-23,2.30,5,9.385,,23.576,3.789,0.852,
"Tuesday Lake",1995,174,1995-06-23,3.50,6,11.377,,7.406,5.421,2.238,
"Tuesday Lake",1995,174,1995-06-23,12.00,7,26.108,1044.156,370.590,5.643,3.581,
"Tuesday Lake",1995,188,1995-07-07,0.00,1,10.158,454.326,6.719,2.790,0.948,
"Tuesday Lake",1995,188,1995-07-07,0.50,2,9.269,,5.522,1.992,0.297,
"Tuesday Lake",1995,188,1995-07-07,1.00,3,14.635,,3.310,2.727,1.115,
"Tuesday Lake",1995,188,1995-07-07,1.70,4,11.763,,5.893,2.224,1.099,
"Tuesday Lake",1995,188,1995-07-07,2.30,5,20.973,,7.972,2.873,1.058,
"Tuesday Lake",1995,188,1995-07-07,3.50,6,20.969,576.806,8.890,3.665,1.714,
"Tuesday Lake",1995,188,1995-07-07,12.00,7,32.131,1114.947,569.870,4.453,4.179,
"Tuesday Lake",1995,202,1995-07-21,0.00,1,,376.436,6.990,1.594,1.110,
"Tuesday Lake",1995,202,1995-07-21,0.45,2,9.528,,4.548,2.675,1.920,
"Tuesday Lake",1995,202,1995-07-21,0.95,3,6.713,,2.168,2.223,0.545,
"Tuesday Lake",1995,202,1995-07-21,1.75,4,8.410,,5.501,2.778,1.927,
"Tuesday Lake",1995,202,1995-07-21,2.30,5,6.972,438.279,6.941,2.772,0.224,
"Tuesday Lake",1995,202,1995-07-21,3.40,6,10.812,,2.884,2.731,2.487,
"Tuesday Lake",1995,202,1995-07-21,12.00,7,31.197,1029.584,429.562,3.201,3.813,
"Tuesday Lake",1995,216,1995-08-04,0.00,1,7.071,284.274,12.578,1.773,0.144,
"Tuesday Lake",1995,216,1995-08-04,0.65,2,8.182,,13.500,2.326,0.347,
"Tuesday Lake",1995,216,1995-08-04,1.20,3,11.047,,11.590,3.036,1.209,
"Tuesday Lake",1995,216,1995-08-04,2.10,4,9.855,,9.973,9.652,1.502,
"Tuesday Lake",1995,216,1995-08-04,2.50,5,11.152,377.810,7.546,3.398,1.673,
"Tuesday Lake",1995,216,1995-08-04,3.70,6,12.184,,15.398,3.402,2.041,
"Tuesday Lake",1995,216,1995-08-04,12.00,7,32.362,1040.173,548.173,5.249,7.751,
"Tuesday Lake",1995,230,1995-08-18,0.00,1,8.690,366.530,13.253,1.251,0.979,
"Tuesday Lake",1995,230,1995-08-18,0.45,2,9.303,,5.840,1.713,1.175,
"Tuesday Lake",1995,230,1995-08-18,1.00,3,8.675,,15.625,10.432,2.534,
"Tuesday Lake",1995,230,1995-08-18,1.90,4,11.572,,14.593,9.959,2.402,
"Tuesday Lake",1995,230,1995-08-18,2.40,5,11.741,393.843,18.777,8.038,2.504,
"Tuesday Lake",1995,230,1995-08-18,3.50,6,14.026,,11.200,9.020,3.012,
"Tuesday Lake",1995,230,1995-08-18,12.00,7,31.112,1156.308,508.385,10.831,5.105,
"Tuesday Lake",1996,152,1996-05-31,0.00,1,12.798,378.652,17.097,3.702,6.324,
"Tuesday Lake",1996,152,1996-05-31,0.55,2,15.704,378.652,17.097,3.702,6.324,
"Tuesday Lake",1996,152,1996-05-31,1.00,3,11.510,378.652,17.097,3.702,6.324,
"Tuesday Lake",1996,152,1996-05-31,1.50,4,8.418,,,,,
"Tuesday Lake",1996,152,1996-05-31,1.90,5,16.661,,,,,
"Tuesday Lake",1996,152,1996-05-31,2.90,6,16.017,,,,,
"Tuesday Lake",1996,152,1996-05-31,12.00,7,68.250,1257.515,702.034,4.694,36.349,
"Tuesday Lake",1996,180,1996-06-28,0.00,1,12.711,423.608,18.735,1.605,2.291,
"Tuesday Lake",1996,180,1996-06-28,0.40,2,9.867,423.608,18.735,1.605,2.014,
"Tuesday Lake",1996,180,1996-06-28,0.85,3,14.471,423.608,18.735,1.605,1.573,
"Tuesday Lake",1996,180,1996-06-28,1.50,4,13.271,,,,,
"Tuesday Lake",1996,180,1996-06-28,1.90,5,19.082,,,,,
"Tuesday Lake",1996,180,1996-06-28,2.80,6,23.099,,,,,
"Tuesday Lake",1996,180,1996-06-28,12.00,7,61.552,1266.224,681.860,0.068,20.345,
"Tuesday Lake",1996,208,1996-07-26,0.00,1,14.016,383.007,,1.718,1.498,
"Tuesday Lake",1996,208,1996-07-26,0.40,2,10.994,383.007,,1.718,1.498,
"Tuesday Lake",1996,208,1996-07-26,0.80,3,15.600,383.007,,1.718,1.498,
"Tuesday Lake",1996,208,1996-07-26,1.40,4,12.807,,,,,
"Tuesday Lake",1996,208,1996-07-26,1.90,5,17.759,,,,,
"Tuesday Lake",1996,208,1996-07-26,3.00,6,17.470,,,,,
"Tuesday Lake",1996,208,1996-07-26,12.00,7,50.396,1141.159,,4.487,26.791,
"Tuesday Lake",1996,236,1996-08-23,0.00,1,13.335,297.256,,2.329,2.001,
"Tuesday Lake",1996,236,1996-08-23,0.40,2,11.922,297.256,,2.329,1.437,
"Tuesday Lake",1996,236,1996-08-23,0.80,3,11.052,297.256,,2.329,0.269,
"Tuesday Lake",1996,236,1996-08-23,1.50,4,11.865,,,,,
