lakename,year4,daynum,sampledate,depth,depth_id,totp,tot_kjdl_n,nh34,no23,po4,tn
"East Long Lake",1994,248,1994-09-05,0.65,3,21.853,,254.842,255.628,2.678,
"East Long Lake",1994,248,1994-09-05,1.00,4,30.100,1189.995,256.959,256.157,2.752,
"East Long Lake",1994,248,1994-09-05,1.50,5,20.498,,256.597,256.681,3.571,
"East Long Lake",1994,248,1994-09-05,2.50,6,22.080,,249.037,256.179,3.730,
"East Long Lake",1994,248,1994-09-05,12.00,7,212.454,2011.558,1090.567,5.629,111.256,
"East Long Lake",1995,142,1995-05-22,0.00,1,45.570,813.526,10.928,5.778,5.794,
"East Long Lake",1995,142,1995-05-22,0.25,2,44.620,841.389,10.712,7.800,3.536,
"East Long Lake",1995,142,1995-05-22,0.40,3,43.240,809.325,7.819,6.343,3.526,
"East Long Lake",1995,142,1995-05-22,0.70,4,43.222,840.664,8.461,6.421,1.142,
"East Long Lake",1995,142,1995-05-22,0.85,5,45.712,784.558,5.172,5.432,2.106,
"East Long Lake",1995,142,1995-05-22,1.45,6,27.004,761.300,7.671,5.515,2.118,
"East Long Lake",1995,142,1995-05-22,12.00,7,148.038,1200.382,533.174,22.588,73.593,
"East Long Lake",1995,149,1995-05-29,0.00,1,30.214,626.509,7.819,6.172,2.347,
"East Long Lake",1995,149,1995-05-29,0.20,2,29.910,,5.663,6.148,2.749,
"East Long Lake",1995,149,1995-05-29,0.45,3,,,5.844,5.938,3.126,
"East Long Lake",1995,149,1995-05-29,0.70,4,39.018,,6.530,6.008,3.484,
"East Long Lake",1995,149,1995-05-29,0.90,5,48.743,,8.839,6.387,4.351,
"East Long Lake",1995,149,1995-05-29,1.50,6,41.581,779.691,6.769,6.085,2.670,
"East Long Lake",1995,149,1995-05-29,12.00,7,167.943,1359.635,702.583,19.232,60.163,
"East Long Lake",1995,156,1995-06-05,0.00,1,34.045,702.759,,,,
"East Long Lake",1995,156,1995-06-05,0.20,2,23.219,,16.897,8.884,2.920,
"East Long Lake",1995,156,1995-06-05,0.45,3,25.147,,17.817,9.581,3.140,
"East Long Lake",1995,156,1995-06-05,0.70,4,24.507,,19.223,9.335,4.731,
"East Long Lake",1995,156,1995-06-05,1.25,5,28.913,633.685,19.584,10.547,4.170,
"East Long Lake",1995,156,1995-06-05,1.50,6,23.400,,18.024,9.454,4.650,
"East Long Lake",1995,156,1995-06-05,12.00,7,175.339,1510.474,617.339,12.248,83.612,
"East Long Lake",1995,163,1995-06-12,0.00,1,35.475,830.202,11.732,9.277,3.132,
"East Long Lake",1995,163,1995-06-12,0.20,2,35.190,,13.213,9.506,3.081,
"East Long Lake",1995,163,1995-06-12,0.40,3,49.741,,10.084,8.912,2.131,
"East Long Lake",1995,163,1995-06-12,0.60,4,,,16.396,11.033,4.905,
"East Long Lake",1995,163,1995-06-12,0.80,5,39.677,,17.014,9.179,2.763,
"East Long Lake",1995,163,1995-06-12,1.40,6,34.346,872.242,16.614,9.514,3.492,
"East Long Lake",1995,163,1995-06-12,12.00,7,180.137,1825.178,725.296,13.346,79.911,
"East Long Lake",1995,170,1995-06-19,0.00,1,27.335,807.050,14.121,9.380,4.247,
"East Long Lake",1995,170,1995-06-19,0.20,2,26.834,,11.254,7.071,1.997,
"East Long Lake",1995,170,1995-06-19,0.40,3,27.719,,16.241,8.432,4.251,
"East Long Lake",1995,170,1995-06-19,0.60,4,26.101,,12.506,7.976,1.950,
"East Long Lake",1995,170,1995-06-19,0.90,5,27.660,,15.287,8.527,1.229,
"East Long Lake",1995,170,1995-06-19,1.50,6,29.386,883.827,46.919,32.596,2.197,
"East Long Lake",1995,170,1995-06-19,12.00,7,188.645,2196.886,1180.454,10.903,86.584,
"East Long Lake",1995,177,1995-06-26,0.00,1,49.522,1111.126,78.413,82.520,1.472,
"East Long Lake",1995,177,1995-06-26,0.20,2,48.109,,60.529,82.144,1.597,
"East Long Lake",1995,177,1995-06-26,0.35,3,49.259,,70.694,83.115,1.171,
"East Long Lake",1995,177,1995-06-26,0.65,4,49.206,,69.295,83.538,0.905,
"East Long Lake",1995,177,1995-06-26,0.85,5,51.329,,72.794,84.007,1.414,
"East Long Lake",1995,177,1995-06-26,1.30,6,50.559,1161.045,92.056,89.509,1.616,
"East Long Lake",1995,177,1995-06-26,12.00,7,179.926,1584.118,815.633,25.655,66.014,
"East Long Lake",1995,184,1995-07-03,0.00,1,69.952,1251.423,71.855,139.386,1.941,
"East Long Lake",1995,184,1995-07-03,2.00,2,62.918,,69.129,138.794,1.254,
"East Long Lake",1995,184,1995-07-03,0.33,3,64.434,,69.445,137.161,5.154,
"East Long Lake",1995,184,1995-07-03,0.50,4,63.816,,74.477,134.480,2.218,
"East Long Lake",1995,184,1995-07-03,0.68,5,60.983,,67.641,136.814,1.824,
"East Long Lake",1995,184,1995-07-03,1.10,6,65.258,1304.859,66.017,135.967,1.946,
"East Long Lake",1995,184,1995-07-03,12.00,7,193.891,1816.106,945.018,18.412,123.853,
"East Long Lake",1995,191,1995-07-10,0.00,1,41.847,1031.503,93.267,156.377,2.774,
"East Long Lake",1995,191,1995-07-10,0.20,2,44.924,1103.213,88.765,157.321,2.513,
"East Long Lake",1995,191,1995-07-10,0.40,3,38.528,1163.977,89.254,157.143,3.642,
"East Long Lake",1995,191,1995-07-10,0.65,4,43.221,1057.305,89.311,156.367,3.057,
"East Long Lake",1995,191,1995-07-10,0.85,5,51.769,1215.769,113.114,156.512,3.685,
"East Long Lake",1995,191,1995-07-10,1.40,6,47.691,1060.634,96.003,155.593,2.123,
"East Long Lake",1995,191,1995-07-10,12.00,7,226.344,2168.112,1211.726,6.956,114.103,
"East Long Lake",1995,198,1995-07-17,0.00,1,25.909,1119.408,142.829,198.175,4.387,
"East Long Lake",1995,198,1995-07-17,0.20,2,26.808,,142.796,194.637,4.596,
"East Long Lake",1995,198,1995-07-17,0.40,3,27.689,,132.554,194.579,4.156,
"East Long Lake",1995,198,1995-07-17,0.65,4,26.543,,138.871,187.151,3.436,
"East Long Lake",1995,198,1995-07-17,0.90,5,27.002,,138.136,189.121,4.338,
"East Long Lake",1995,198,1995-07-17,1.45,6,44.881,1162.078,183.722,193.950,5.768,
"East Long Lake",1995,198,1995-07-17,12.00,7,203.699,1986.535,1110.495,0.690,87.836,
"East Long Lake",1995,205,1995-07-24,0.00,1,28.385,1041.733,106.453,253.180,1.285,
"East Long Lake",1995,205,1995-07-24,0.20,2,27.597,,113.521,251.359,1.108,
"East Long Lake",1995,205,1995-07-24,0.38,3,28.051,,107.427,250.775,2.188,
"East Long Lake",1995,205,1995-07-24,0.63,4,29.470,,104.619,250.310,1.811,
"East Long Lake",1995,205,1995-07-24,0.85,5,28.050,,107.720,249.619,2.592,
"East Long Lake",1995,205,1995-07-24,1.40,6,45.739,1060.790,137.227,250.227,4.594,
"East Long Lake",1995,205,1995-07-24,12.00,7,239.955,2057.995,1172.137,5.324,124.963,
"East Long Lake",1995,212,1995-07-31,0.00,1,36.684,1138.167,168.904,282.433,2.728,
"East Long Lake",1995,212,1995-07-31,0.20,2,,,168.984,279.206,2.573,
"East Long Lake",1995,212,1995-07-31,0.35,3,35.274,,182.542,276.632,2.847,
"East Long Lake",1995,212,1995-07-31,0.55,4,34.738,,183.734,276.015,2.079,
"East Long Lake",1995,212,1995-07-31,0.85,5,34.377,,181.260,277.137,2.682,
"East Long Lake",1995,212,1995-07-31,1.40,6,56.160,1176.145,226.003,272.151,3.902,
"East Long Lake",1995,212,1995-07-31,12.00,7,238.747,2018.924,1098.937,3.230,127.970,
"East Long Lake",1995,219,1995-08-07,0.00,1,34.133,1044.002,178.219,313.171,4.601,
"East Long Lake",1995,219,1995-08-07,0.20,2,33.397,,184.276,309.546,5.552,
"East Long Lake",1995,219,1995-08-07,0.40,3,31.386,,181.042,310.210,4.797,
"East Long Lake",1995,219,1995-08-07,0.65,4,36.755,,173.798,309.974,5.198,
"East Long Lake",1995,219,1995-08-07,0.90,5,32.425,,178.636,310.343,7.638,
"East Long Lake",1995,219,1995-08-07,1.50,6,57.331,1859.060,578.804,370.566,27.324,
"East Long Lake",1995,219,1995-08-07,12.00,7,243.995,2027.611,1179.950,3.146,123.329,
"East Long Lake",1995,226,1995-08-14,0.00,1,28.921,1126.703,187.610,336.995,4.744,
"East Long Lake",1995,226,1995-08-14,0.20,2,29.507,,186.345,335.272,4.471,
"East Long Lake",1995,226,1995-08-14,0.40,3,28.780,,195.776,333.944,4.234,
"East Long Lake",1995,226,1995-08-14,0.75,4,30.190,,199.833,331.051,4.444,
"East Long Lake",1995,226,1995-08-14,1.00,5,31.816,,207.475,331.133,4.050,
"East Long Lake",1995,226,1995-08-14,1.80,6,59.281,2091.652,799.292,318.082,23.795,
"East Long Lake",1995,226,1995-08-14,12.00,7,264.548,2261.719,1224.750,2.063,114.824,
"East Long Lake",1995,233,1995-08-21,0.00,1,32.482,1287.391,210.179,387.620,3.194,
"East Long Lake",1995,233,1995-08-21,0.25,2,31.236,,208.641,389.494,3.443,
"East Long Lake",1995,233,1995-08-21,0.45,3,39.696,,212.931,389.247,3.363,
"East Long Lake",1995,233,1995-08-21,0.70,4,34.281,,207.423,388.964,2.833,
"East Long Lake",1995,233,1995-08-21,1.00,5,38.527,,209.925,392.554,2.846,
"East Long Lake",1995,233,1995-08-21,1.70,6,33.474,1390.719,230.112,386.646,2.660,
"East Long Lake",1995,233,1995-08-21,12.00,7,274.736,2176.824,1180.796,4.815,154.140,
"East Long Lake",1995,240,1995-08-28,0.00,1,30.807,1506.281,,,,
"East Long Lake",1995,240,1995-08-28,0.25,2,30.087,,,,,
"East Long Lake",1995,240,1995-08-28,0.50,3,32.966,,,,,
"East Long Lake",1995,240,1995-08-28,0.90,4,31.599,,,,,
"East Long Lake",1995,240,1995-08-28,1.20,5,31.302,,,,,
"East Long Lake",1995,240,1995-08-28,1.95,6,32.275,1572.489,,,,
"East Long Lake",1995,240,1995-08-28,12.00,7,248.630,2162.563,,,,
"East Long Lake",1995,247,1995-09-04,0.00,1,37.015,,,,,
"East Long Lake",1995,247,1995-09-04,0.25,2,54.973,,,,,
"East Long Lake",1995,247,1995-09-04,0.45,3,55.537,,,,,
"East Long Lake",1995,247,1995-09-04,0.80,4,70.172,,,,,
"East Long Lake",1995,247,1995-09-04,1.00,5,72.473,,,,,
"East Long Lake",1995,247,1995-09-04,1.60,6,66.588,,,,,
"East Long Lake",1995,247,1995-09-04,12.00,7,275.391,,,,,
"East Long Lake",1996,151,1996-05-30,0.00,1,29.426,628.811,7.268,92.889,10.130,
"East Long Lake",1996,151,1996-05-30,0.20,2,30.650,628.811,7.268,92.889,10.130,
"East Long Lake",1996,151,1996-05-30,0.40,3,31.395,628.811,7.268,92.889,10.130,
"East Long Lake",1996,151,1996-05-30,0.60,4,31.459,,,,,
"East Long Lake",1996,151,1996-05-30,0.75,5,44.428,,,,,
"East Long Lake",1996,151,1996-05-30,1.30,6,52.881,,,,,
"East Long Lake",1996,151,1996-05-30,12.00,7,156.651,1301.769,574.045,6.170,97.455,
"East Long Lake",1996,158,1996-06-06,0.00,1,46.255,1084.141,,,,
"East Long Lake",1996,158,1996-06-06,0.15,2,51.766,1084.141,,,,
"East Long Lake",1996,158,1996-06-06,0.35,3,42.192,1084.141,,,,
"East Long Lake",1996,158,1996-06-06,0.50,4,44.227,,,,,
"East Long Lake",1996,158,1996-06-06,0.75,5,42.568,,,,,
"East Long Lake",1996,158,1996-06-06,1.30,6,44.442,,,,,
"East Long Lake",1996,158,1996-06-06,12.00,7,199.927,1544.560,,,,
"East Long Lake",1996,165,1996-06-13,0.00,1,66.839,,,,,
"East Long Lake",1996,165,1996-06-13,0.20,2,72.710,,,,,
"East Long Lake",1996,165,1996-06-13,0.35,3,61.360,,,,,
"East Long Lake",1996,165,1996-06-13,0.60,4,55.026,,,,,
"East Long Lake",1996,165,1996-06-13,0.80,5,72.338,,,,,
"East Long Lake",1996,165,1996-06-13,1.40,6,66.394,,,,,
"East Long Lake",1996,165,1996-06-13,12.00,7,235.305,,,,,
"East Long Lake",1996,172,1996-06-20,0.00,1,86.407,,,,61.663,
"East Long Lake",1996,172,1996-06-20,0.20,2,92.558,,,,64.053,
"East Long Lake",1996,172,1996-06-20,0.35,3,90.207,,,,62.675,
"East Long Lake",1996,172,1996-06-20,0.55,4,89.256,,,,,
"East Long Lake",1996,172,1996-06-20,0.75,5,88.325,,,,,
"East Long Lake",1996,172,1996-06-20,1.40,6,78.480,,,,,
"East Long Lake",1996,172,1996-06-20,12.00,7,259.350,,,,172.592,
"East Long Lake",1996,179,1996-06-27,0.00,1,101.050,2608.956,869.328,634.587,62.535,
"East Long Lake",1996,179,1996-06-27,0.20,2,106.238,2608.956,869.328,634.587,63.879,
"East Long Lake",1996,179,1996-06-27,0.35,3,98.036,2608.956,869.328,634.587,65.823,
"East Long Lake",1996,179,1996-06-27,0.60,4,98.535,,,,,
"Central Long Lake",1992,143,1992-05-22,0.41,1,12.070,395.810,,,,
"Central Long Lake",1992,150,1992-05-29,0.53,1,8.920,382.770,,,,
"Central Long Lake",1992,157,1992-06-05,0.55,1,10.580,235.620,,,,
"Central Long Lake",1992,164,1992-06-12,0.43,1,12.870,380.920,,,0.000,
"Central Long Lake",1992,171,1992-06-19,0.43,1,,372.590,,,,
"Central Long Lake",1992,178,1992-06-26,0.43,1,10.960,157.190,7.590,3.610,3.000,
"Central Long Lake",1992,185,1992-07-03,0.40,1,6.540,318.720,,,,
"Central Long Lake",1992,192,1992-07-10,0.35,1,3.870,227.550,25.690,5.430,11.000,
"Central Long Lake",1992,199,1992-07-17,0.38,1,22.880,234.090,,,,
"Central Long Lake",1992,206,1992-07-24,0.37,1,16.850,267.130,32.410,4.310,3.000,
"Central Long Lake",1992,213,1992-07-31,0.35,1,21.780,291.900,,,,
"Central Long Lake",1992,220,1992-08-07,0.40,1,26.770,434.570,20.360,0.610,2.000,
"Central Long Lake",1992,227,1992-08-14,0.43,1,15.980,532.840,,,,
"Central Long Lake",1992,234,1992-08-21,0.50,1,19.250,401.640,,,,
"Central Long Lake",1992,241,1992-08-28,0.55,1,13.190,653.020,,,,
"Central Long Lake",1992,245,1992-09-01,0.67,1,,361.280,,,,
"Central Long Lake",1992,252,1992-09-08,0.45,1,13.510,399.440,,,,
"Central Long Lake",1993,141,1993-05-21,0.00,1,9.194,343.020,5.533,1.832,1.000,
"Central Long Lake",1993,155,1993-06-04,0.00,1,18.740,375.485,19.157,14.584,2.000,
"Central Long Lake",1993,169,1993-06-18,0.00,1,29.226,438.363,118.673,81.234,7.000,
"Central Long Lake",1993,183,1993-07-02,0.00,1,19.041,666.215,108.111,152.981,1.000,
"Central Long Lake",1993,197,1993-07-16,0.00,1,17.608,485.782,,,3.000,
"Central Long Lake",1993,211,1993-07-30,0.00,1,16.281,436.463,,139.652,1.000,
"Central Long Lake",1993,225,1993-08-13,0.00,1,21.588,421.757,82.521,75.328,1.000,
"Central Long Lake",1993,239,1993-08-27,0.00,1,17.789,403.883,41.453,64.917,2.000,
"Central Long Lake",1993,246,1993-09-03,0.00,1,23.765,432.545,37.221,79.161,3.000,
"Central Long Lake",1994,147,1994-05-27,0.00,1,8.190,386.644,20.188,3.128,5.999,
"Central Long Lake",1994,161,1994-06-10,0.00,1,10.323,589.607,27.606,56.348,1.977,
"Central Long Lake",1994,175,1994-06-24,0.00,1,18.113,661.369,,123.770,1.489,
"Central Long Lake",1994,189,1994-07-08,0.00,1,17.972,735.967,,97.962,2.155,
"Central Long Lake",1994,203,1994-07-22,0.00,1,20.430,799.292,106.271,120.824,1.693,
"Central Long Lake",1994,217,1994-08-05,0.00,1,21.078,891.035,193.131,130.911,0.440,
"Central Long Lake",1994,231,1994-08-19,0.00,1,20.449,802.309,130.076,156.780,2.349,
"Central Long Lake",1994,245,1994-09-02,0.00,1,15.166,953.063,249.978,169.274,1.725,
"Central Long Lake",1995,146,1995-05-26,0.00,1,11.795,499.399,5.686,2.310,2.219,
"Central Long Lake",1995,146,1995-05-26,0.60,2,16.500,556.204,6.101,3.220,3.092,
"Central Long Lake",1995,146,1995-05-26,0.80,3,12.897,535.478,4.519,2.864,3.125,
"Central Long Lake",1995,146,1995-05-26,1.60,4,19.401,580.137,6.286,3.124,2.347,
"Central Long Lake",1995,146,1995-05-26,1.90,5,34.861,758.705,6.542,3.401,4.605,
"Central Long Lake",1995,146,1995-05-26,2.90,6,28.609,657.919,5.949,2.869,3.090,
"Central Long Lake",1995,146,1995-05-26,4.50,7,,,,,,
"Central Long Lake",1995,153,1995-06-02,0.00,1,21.683,581.928,11.350,4.159,2.660,
"Central Long Lake",1995,153,1995-06-02,0.40,2,19.062,,11.801,4.597,1.118,
"Central Long Lake",1995,153,1995-06-02,0.75,3,31.522,,19.977,11.520,2.158,
"Central Long Lake",1995,153,1995-06-02,1.20,4,22.119,,21.055,10.130,5.007,
"Central Long Lake",1995,153,1995-06-02,1.50,5,22.564,734.849,18.023,6.350,3.197,
"Central Long Lake",1995,153,1995-06-02,2.20,6,61.985,,19.611,10.796,4.480,
"Central Long Lake",1995,153,1995-06-02,4.50,7,,,,,,
"Central Long Lake",1995,160,1995-06-09,0.00,1,34.955,862.231,23.360,17.740,1.572,
"Central Long Lake",1995,160,1995-06-09,0.25,2,29.920,,21.831,16.909,2.049,
"Central Long Lake",1995,160,1995-06-09,0.50,3,53.221,,24.128,18.811,2.519,
"Central Long Lake",1995,160,1995-06-09,0.90,4,30.365,,24.786,20.350,3.279,
"Central Long Lake",1995,160,1995-06-09,1.30,5,52.204,,24.155,20.739,2.065,
"Central Long Lake",1995,160,1995-06-09,2.20,6,27.213,858.281,35.204,29.833,3.154,
"Central Long Lake",1995,160,1995-06-09,4.50,7,,,,,,
"Central Long Lake",1995,167,1995-06-16,0.00,1,18.282,687.194,81.501,19.823,0.467,
"Central Long Lake",1995,167,1995-06-16,0.25,2,16.451,,75.755,20.057,1.354,
"Central Long Lake",1995,167,1995-06-16,0.55,3,13.658,,74.627,19.119,3.849,
"Central Long Lake",1995,167,1995-06-16,1.00,4,20.868,,129.541,51.939,2.875,
"Central Long Lake",1995,167,1995-06-16,1.40,5,,533.068,12.187,4.354,1.305,
"Central Long Lake",1995,167,1995-06-16,2.20,6,22.912,,161.857,36.752,1.771,
"Central Long Lake",1995,167,1995-06-16,4.00,7,,,,,,
"Central Long Lake",1995,174,1995-06-23,0.00,1,23.409,751.147,33.560,44.999,0.000,
"Central Long Lake",1995,174,1995-06-23,0.30,2,18.386,,37.485,43.948,0.238,
"Central Long Lake",1995,174,1995-06-23,0.55,3,17.432,,28.713,43.472,0.000,
"Central Long Lake",1995,174,1995-06-23,1.20,4,19.687,,81.684,66.415,0.421,
"Central Long Lake",1995,174,1995-06-23,1.50,5,,984.948,169.350,45.490,1.067,
"Central Long Lake",1995,174,1995-06-23,2.40,6,23.497,,118.174,27.833,2.232,
"Central Long Lake",1995,174,1995-06-23,4.00,7,,,,,,
"Central Long Lake",1995,181,1995-06-30,0.00,1,30.368,952.280,94.916,89.952,2.020,
"Central Long Lake",1995,181,1995-06-30,0.35,2,,,96.591,90.499,1.595,
"Central Long Lake",1995,181,1995-06-30,0.55,3,22.852,,91.092,88.805,0.606,
"Central Long Lake",1995,181,1995-06-30,1.00,4,24.320,,92.326,89.602,1.033,
"Central Long Lake",1995,181,1995-06-30,1.30,5,21.751,,94.027,91.360,0.639,
"Central Long Lake",1995,181,1995-06-30,2.20,6,26.539,1020.885,235.630,46.246,2.683,
"Central Long Lake",1995,181,1995-06-30,4.00,7,,,,,,
"Central Long Lake",1995,188,1995-07-07,0.00,1,27.468,938.918,90.026,99.216,2.963,
"Central Long Lake",1995,188,1995-07-07,0.25,2,26.064,,75.936,97.837,4.153,
"Central Long Lake",1995,188,1995-07-07,0.50,3,27.021,,76.369,95.209,1.939,
"Central Long Lake",1995,188,1995-07-07,0.90,4,25.405,,74.881,96.856,2.029,
"Central Long Lake",1995,188,1995-07-07,1.30,5,10.913,,75.338,94.371,2.311,
"Central Long Lake",1995,188,1995-07-07,2.20,6,24.831,957.668,85.748,93.307,3.293,
"Central Long Lake",1995,188,1995-07-07,4.50,7,80.216,1398.403,380.777,33.998,7.973,
"Central Long Lake",1995,195,1995-07-14,0.00,1,22.854,700.279,28.612,93.599,1.026,
"Central Long Lake",1995,195,1995-07-14,0.35,2,21.222,,28.005,97.950,1.395,
"Central Long Lake",1995,195,1995-07-14,0.60,3,22.996,,31.968,99.263,1.939,
"Central Long Lake",1995,195,1995-07-14,1.00,4,19.687,,36.490,94.305,2.142,
"Central Long Lake",1995,195,1995-07-14,1.40,5,23.418,,47.639,106.242,3.354,
"Central Long Lake",1995,195,1995-07-14,1.90,6,22.101,787.267,54.446,85.341,2.340,
"Central Long Lake",1995,195,1995-07-14,4.50,7,67.648,1663.474,641.784,6.634,10.233,
"Central Long Lake",1995,202,1995-07-21,0.00,1,23.619,901.954,59.194,123.661,2.900,
"Central Long Lake",1995,202,1995-07-21,0.33,2,26.363,,57.409,124.833,3.019,
"Central Long Lake",1995,202,1995-07-21,0.60,3,23.651,,58.818,123.136,2.093,
"Central Long Lake",1995,202,1995-07-21,1.10,4,30.426,,60.792,126.381,4.447,
"Central Long Lake",1995,202,1995-07-21,1.50,5,24.620,,59.237,125.727,3.095,
"Central Long Lake",1995,202,1995-07-21,2.30,6,30.362,1134.221,64.713,80.868,1.314,
"Central Long Lake",1995,202,1995-07-21,4.00,7,65.929,2032.558,731.456,15.213,10.903,
"Central Long Lake",1995,209,1995-07-28,0.00,1,26.624,874.442,32.465,118.650,2.380,
"Central Long Lake",1995,209,1995-07-28,0.30,2,26.690,,26.327,117.699,1.897,
"Central Long Lake",1995,209,1995-07-28,0.60,3,29.405,,42.572,117.828,2.424,
"Central Long Lake",1995,209,1995-07-28,1.10,4,29.049,,34.548,117.618,2.948,
"Central Long Lake",1995,209,1995-07-28,1.50,5,28.281,,39.148,121.341,1.995,
"Central Long Lake",1995,209,1995-07-28,2.30,6,46.215,1329.011,122.284,76.193,2.814,
"Central Long Lake",1995,209,1995-07-28,4.00,7,72.748,2144.041,700.940,24.255,6.417,
"Central Long Lake",1995,216,1995-08-04,0.00,1,37.270,868.624,42.464,139.252,0.774,
"Central Long Lake",1995,216,1995-08-04,0.30,2,36.105,,48.792,167.217,,
"Central Long Lake",1995,216,1995-08-04,0.60,3,31.284,,45.184,135.822,1.220,
"Central Long Lake",1995,216,1995-08-04,1.10,4,29.602,,50.139,139.192,3.201,
"Central Long Lake",1995,216,1995-08-04,1.60,5,28.733,,52.204,136.417,1.704,
"Central Long Lake",1995,216,1995-08-04,2.30,6,48.638,1377.644,13.205,24.940,3.711,
"Central Long Lake",1995,216,1995-08-04,4.00,7,63.567,1877.808,722.094,24.610,6.140,
"Central Long Lake",1995,223,1995-08-11,0.00,1,23.997,787.525,33.906,138.832,1.815,
"Central Long Lake",1995,223,1995-08-11,0.40,2,26.857,,33.748,138.259,1.088,
"Central Long Lake",1995,223,1995-08-11,0.70,3,26.414,,37.150,134.942,2.098,
"Central Long Lake",1995,223,1995-08-11,1.30,4,25.969,,37.692,135.348,2.383,
"Central Long Lake",1995,223,1995-08-11,1.70,5,24.917,,70.432,140.357,2.344,
"Central Long Lake",1995,223,1995-08-11,2.10,6,30.777,923.004,42.710,120.094,2.491,
"Central Long Lake",1995,223,1995-08-11,4.50,7,72.808,2246.968,817.228,20.532,10.320,
"Central Long Lake",1995,230,1995-08-18,0.00,1,22.613,806.390,46.992,145.419,3.070,
"Central Long Lake",1995,230,1995-08-18,0.35,2,26.760,,53.348,142.670,1.923,
"Central Long Lake",1995,230,1995-08-18,0.65,3,26.729,,53.351,141.613,2.470,
"Central Long Lake",1995,230,1995-08-18,1.10,4,26.764,,52.452,143.820,2.380,
"Central Long Lake",1995,230,1995-08-18,1.50,5,27.369,,67.098,158.775,2.538,
"Central Long Lake",1995,230,1995-08-18,2.50,6,52.336,1111.230,29.408,57.372,3.707,
"Central Long Lake",1995,230,1995-08-18,4.50,7,54.863,2201.713,1007.310,43.840,8.687,
"Central Long Lake",1995,237,1995-08-25,0.00,1,26.249,915.738,62.841,114.918,2.323,
"Central Long Lake",1995,237,1995-08-25,0.30,2,26.268,,56.639,113.502,1.759,
"Central Long Lake",1995,237,1995-08-25,0.60,3,26.846,,60.501,114.063,1.488,
"Central Long Lake",1995,237,1995-08-25,1.05,4,25.134,,61.351,113.523,1.412,
"Central Long Lake",1995,237,1995-08-25,1.40,5,26.263,,61.187,113.574,1.782,
"Central Long Lake",1995,237,1995-08-25,2.30,6,25.300,908.867,62.729,113.324,1.650,
"Central Long Lake",1995,237,1995-08-25,4.50,7,64.265,2474.303,1044.131,35.495,7.343,
"Central Long Lake",1995,244,1995-09-01,0.00,1,34.894,,,,,
"Central Long Lake",1995,244,1995-09-01,0.33,2,34.196,,,,,
"Central Long Lake",1995,244,1995-09-01,0.60,3,35.148,,,,,
"Central Long Lake",1995,244,1995-09-01,1.10,4,32.520,,,,,
"Central Long Lake",1995,244,1995-09-01,1.80,5,37.851,,,,,
"Central Long Lake",1995,244,1995-09-01,2.30,6,35.127,,,,,
"Central Long Lake",1995,244,1995-09-01,4.50,7,86.762,,,,,
"East Long Lake",1991,142,1991-05-22,0.00,1,15.000,375.000,,,,
"East Long Lake",1991,142,1991-05-22,0.40,2,12.000,479.000,,,,
"East Long Lake",1991,142,1991-05-22,0.75,3,14.000,419.000,,,,
"East Long Lake",1991,142,1991-05-22,1.20,4,16.000,497.000,,,,
"East Long Lake",1991,142,1991-05-22,2.00,5,12.000,434.000,,,,
"East Long Lake",1991,142,1991-05-22,3.75,6,12.000,394.000,,,,
"East Long Lake",1991,149,1991-05-29,0.00,1,15.000,684.000,13.427,5.481,,
"East Long Lake",1991,149,1991-05-29,0.50,2,11.000,557.000,12.877,6.326,,
"East Long Lake",1991,149,1991-05-29,1.00,3,11.000,538.000,11.121,5.529,,
"East Long Lake",1991,149,1991-05-29,1.65,4,13.000,553.000,33.048,4.824,,
"East Long Lake",1991,149,1991-05-29,1.90,5,12.000,693.000,10.588,4.821,,
"East Long Lake",1991,149,1991-05-29,3.25,6,15.000,474.000,10.191,4.683,,
"East Long Lake",1991,149,1991-05-29,12.00,7,42.000,943.000,272.919,12.550,,
"East Long Lake",1991,156,1991-06-05,0.00,1,10.000,579.000,,3.571,3.000,
"East Long Lake",1991,156,1991-06-05,0.35,2,11.000,599.000,,2.891,5.000,
"East Long Lake",1991,156,1991-06-05,0.60,3,12.000,528.000,25.488,3.869,8.000,
"East Long Lake",1991,156,1991-06-05,1.00,4,11.000,530.000,26.268,2.276,5.000,
"East Long Lake",1991,156,1991-06-05,1.40,5,9.000,540.000,22.919,3.221,6.000,
"East Long Lake",1991,156,1991-06-05,2.50,6,9.000,497.000,25.393,2.541,7.000,
"East Long Lake",1991,156,1991-06-05,12.00,7,42.000,959.000,405.221,3.890,33.000,
"East Long Lake",1991,163,1991-06-12,0.00,1,16.000,470.000,21.366,9.308,15.000,
"East Long Lake",1991,163,1991-06-12,0.25,2,18.000,491.000,21.444,8.912,12.000,
"East Long Lake",1991,163,1991-06-12,0.60,3,19.000,532.000,23.231,10.419,14.000,
"East Long Lake",1991,163,1991-06-12,1.00,4,17.000,490.000,21.294,8.049,11.000,
"East Long Lake",1991,163,1991-06-12,1.45,5,16.000,491.000,22.717,7.617,9.000,
"East Long Lake",1991,163,1991-06-12,2.50,6,17.000,437.000,22.559,8.372,11.000,
"East Long Lake",1991,163,1991-06-12,12.00,7,,736.000,351.769,7.833,37.000,
"East Long Lake",1991,170,1991-06-19,0.00,1,19.000,480.000,7.020,2.877,4.000,
"East Long Lake",1991,170,1991-06-19,0.30,2,18.000,503.000,5.818,2.479,0.000,
