lakename,year4,daynum,sampledate,depth,depth_id,doc,DIC_uM,DIC_mg,air_pco2,water_pco2,tpc,tpn
"Peter Lake",1999,165,1999-06-14,"Metalimnion",-2,5.53,,,,,,
"Peter Lake",1999,165,1999-06-14,"Epilimnion",-1,5.7,,,,,,
"Peter Lake",1999,165,1999-06-14,"Hypolimnion",7,6.84,,,,,,
"Peter Lake",1999,172,1999-06-21,"Metalimnion",-2,4.79,,,,,,
"Peter Lake",1999,172,1999-06-21,"Epilimnion",-1,5.17,,,,,,
"Peter Lake",1999,172,1999-06-21,"Hypolimnion",7,6.21,,,,,,
"Peter Lake",1999,179,1999-06-28,"Metalimnion",-2,4.83,,,,,,
"Peter Lake",1999,179,1999-06-28,"Epilimnion",-1,5.08,,,,,,
"Peter Lake",1999,179,1999-06-28,"Hypolimnion",7,5.92,,,,,,
"Peter Lake",1999,186,1999-07-05,"Metalimnion",-2,4.5,,,,,,
"Peter Lake",1999,186,1999-07-05,"Hypolimnion",7,4.81,,,,,,
"Peter Lake",1999,186,1999-07-05,"Epilimnion",-1,4.92,,,,,,
"Peter Lake",1999,193,1999-07-12,"Metalimnion",-2,4.81,,,,,,
"Peter Lake",1999,193,1999-07-12,"Epilimnion",-1,5.12,,,,,,
"Peter Lake",1999,193,1999-07-12,"Hypolimnion",7,6.13,,,,,,
"Peter Lake",1999,200,1999-07-19,"Metalimnion",-2,4.39,,,,,,
"Peter Lake",1999,200,1999-07-19,"Epilimnion",-1,4.92,,,,,,
"Peter Lake",1999,200,1999-07-19,"Hypolimnion",7,5.05,,,,,,
"Peter Lake",1999,207,1999-07-26,"Epilimnion",-1,3.76,,,,,,
"Peter Lake",1999,207,1999-07-26,"Metalimnion",-2,3.8,,,,,,
"Peter Lake",1999,207,1999-07-26,"Hypolimnion",7,5.19,,,,,,
"Peter Lake",1999,214,1999-08-02,"Metalimnion",-2,4.48,,,,,,
"Peter Lake",1999,214,1999-08-02,"Epilimnion",-1,5.22,,,,,,
"Peter Lake",1999,214,1999-08-02,"Hypolimnion",7,5.84,,,,,,
"Peter Lake",1999,221,1999-08-09,"Metalimnion",-2,4.62,,,,,,
"Peter Lake",1999,221,1999-08-09,"Epilimnion",-1,5.13,,,,,,
"Peter Lake",1999,221,1999-08-09,"Hypolimnion",7,6.39,,,,,,
"Peter Lake",1999,228,1999-08-16,"Metalimnion",-2,4.83,,,,,,
"Peter Lake",1999,228,1999-08-16,"Epilimnion",-1,4.95,,,,,,
"Peter Lake",1999,228,1999-08-16,"Hypolimnion",7,6.55,,,,,,
"Peter Lake",1999,235,1999-08-23,"Metalimnion",-2,4.88,,,,,,
"Peter Lake",1999,235,1999-08-23,"Epilimnion",-1,5.82,,,,,,
"Peter Lake",1999,235,1999-08-23,"Hypolimnion",7,5.92,,,,,,
"Peter Lake",1999,241,1999-08-29,"Metalimnion",-2,4.71,,,,,,
"Peter Lake",1999,241,1999-08-29,"Epilimnion",-1,5.25,,,,,,
"Peter Lake",1999,241,1999-08-29,"Hypolimnion",7,6.39,,,,,,
"Peter Lake",2000,145,2000-05-24,"Epilimnion",-1,5.19,,,,,,
"Peter Lake",2000,145,2000-05-24,5.2,6,,,1.73,,,,
"Peter Lake",2000,145,2000-05-24,0,1,,,1.734,,,,
"Peter Lake",2000,145,2000-05-24,3,4,,,1.786,,,,
"Peter Lake",2000,145,2000-05-24,3.7,5,,,1.787,,,,
"Peter Lake",2000,145,2000-05-24,0.9,2,,,1.79,,,,
"Peter Lake",2000,145,2000-05-24,1.7,3,,,1.9,,,,
"Peter Lake",2000,178,2000-06-26,"Epilimnion",-1,4.81,,,,,,
"Peter Lake",2000,178,2000-06-26,2.9,4,,,1.603,,,,
"Peter Lake",2000,178,2000-06-26,1.7,3,,,1.751,,,,
"Peter Lake",2000,178,2000-06-26,0.7,2,,,1.773,,,,
"Peter Lake",2000,178,2000-06-26,5.5,6,,,1.912,,,,
"Peter Lake",2000,178,2000-06-26,3.7,5,,,1.958,,,,
"Peter Lake",2000,178,2000-06-26,0,1,,,2.028,,,,
"Peter Lake",2000,206,2000-07-24,"Epilimnion",-1,6.6,,,,,,
"Peter Lake",2000,206,2000-07-24,0.6,2,,,1.329,,,,
"Peter Lake",2000,206,2000-07-24,1.1,3,,,1.414,,,,
"Peter Lake",2000,206,2000-07-24,1.8,4,,,1.439,,,,
"Peter Lake",2000,206,2000-07-24,2.4,5,,,1.446,,,,
"Peter Lake",2000,206,2000-07-24,0,1,,,1.459,,,,
"Peter Lake",2000,206,2000-07-24,3.3,6,,,1.589,,,,
"Peter Lake",2000,234,2000-08-21,"Epilimnion",-1,6.3,,,,,,
"Peter Lake",2000,234,2000-08-21,0.45,2,,,0.812,,,,
"Peter Lake",2000,234,2000-08-21,1.6,4,,,0.853,,,,
"Peter Lake",2000,234,2000-08-21,0.9,3,,,0.868,,,,
"Peter Lake",2000,234,2000-08-21,2.1,5,,,0.886,,,,
"Peter Lake",2000,234,2000-08-21,0,1,,,0.905,,,,
"Peter Lake",2000,234,2000-08-21,3.6,6,,,3.099,,,,
"Peter Lake",2000,236,2000-08-23,"Epilimnion",-1,6.42,,,,,,
"Peter Lake",2001,149,2001-05-29,"Metalimnion",-2,4.32,,,,,0.62,0.08
"Peter Lake",2001,149,2001-05-29,"PML",-1,4.41,,,,,0.59,0.07
"Peter Lake",2001,149,2001-05-29,"Hypolimnion",7,4.56,,,,,1.13,0.19
"Peter Lake",2001,149,2001-05-29,0,1,,,1.568,520,364,,
"Peter Lake",2001,149,2001-05-29,0.9,2,,,1.605,,,,
"Peter Lake",2001,149,2001-05-29,1.7,3,,,1.678,,,,
"Peter Lake",2001,149,2001-05-29,3.9,5,,,1.752,,,,
"Peter Lake",2001,149,2001-05-29,2.9,4,,,2.058,,,,
"Peter Lake",2001,149,2001-05-29,6,6,,,5.764,,,,
"Peter Lake",2001,149,2001-05-29,12,7,,,8.669,,,,
"Peter Lake",2001,156,2001-06-05,"Metalimnion",-2,4.53,,,,,0.73,0.08
"Peter Lake",2001,156,2001-06-05,"PML",-1,4.56,,,,,0.68,0.06
"Peter Lake",2001,156,2001-06-05,"Hypolimnion",7,4.99,,,,,1.33,0.19
"Peter Lake",2001,156,2001-06-05,0.6,2,,,1.544,,,,
"Peter Lake",2001,156,2001-06-05,0,1,,,1.575,404,367,,
"Peter Lake",2001,156,2001-06-05,1.4,3,,,1.654,,,,
"Peter Lake",2001,156,2001-06-05,2.6,4,,,1.67,,,,
"Peter Lake",2001,156,2001-06-05,3.7,5,,,1.692,,,,
"Peter Lake",2001,156,2001-06-05,6,6,,,4.722,,,,
"Peter Lake",2001,156,2001-06-05,12,7,,,9.902,,,,
"Peter Lake",2001,163,2001-06-12,"Metalimnion",-2,4.04,,,,,1.03,0.12
"Peter Lake",2001,163,2001-06-12,"PML",-1,4.4,,,,,0.48,0.04
"Peter Lake",2001,163,2001-06-12,"Hypolimnion",7,4.85,,,,,1.45,0.26
"Peter Lake",2001,163,2001-06-12,1.6,3,,,1.512,,,,
"Peter Lake",2001,163,2001-06-12,2.6,4,,,1.577,,,,
"Peter Lake",2001,163,2001-06-12,0,1,,,1.617,643,350,,
"Peter Lake",2001,163,2001-06-12,0.6,2,,,1.654,,,,
"Peter Lake",2001,163,2001-06-12,3.6,5,,,1.702,,,,
"Peter Lake",2001,163,2001-06-12,5.9,6,,,3.388,,,,
"Peter Lake",2001,163,2001-06-12,12,7,,,9.431,,,,
"Peter Lake",2001,170,2001-06-19,"Metalimnion",-2,4.03,,,,,0.97,0.1
"Peter Lake",2001,170,2001-06-19,"PML",-1,4.48,,,,,0.42,0.04
"Peter Lake",2001,170,2001-06-19,"Hypolimnion",7,4.83,,,,,1.45,0.23
"Peter Lake",2001,170,2001-06-19,3,4,,,1.617,,,,
"Peter Lake",2001,170,2001-06-19,0,1,,,1.66,703,355,,
"Peter Lake",2001,170,2001-06-19,0.7,2,,,1.677,,,,
"Peter Lake",2001,170,2001-06-19,1.5,3,,,1.706,,,,
"Peter Lake",2001,170,2001-06-19,4.1,5,,,1.885,,,,
"Peter Lake",2001,170,2001-06-19,6.1,6,,,4.719,,,,
"Peter Lake",2001,170,2001-06-19,12,7,,,10.019,,,,
"Peter Lake",2001,171,2001-06-20,,,,,,,,0.36,0.04
"Peter Lake",2001,172,2001-06-21,,,,,,,,0.44,0.04
"Peter Lake",2001,176,2001-06-25,,,,,,,,0.33,0.03
"Peter Lake",2001,177,2001-06-26,"Metalimnion",-2,3.87,,,,,0.46,0.05
"Peter Lake",2001,177,2001-06-26,"PML",-1,4.54,,,,,0.3,0.03
"Peter Lake",2001,177,2001-06-26,"Hypolimnion",7,4.79,,,,,1.57,0.28
"Peter Lake",2001,177,2001-06-26,0.9,2,,,1.706,,,,
"Peter Lake",2001,177,2001-06-26,0,1,,,1.737,694,380,,
"Peter Lake",2001,177,2001-06-26,1.7,3,,,1.757,,,,
"Peter Lake",2001,177,2001-06-26,4,5,,,1.876,,,,
"Peter Lake",2001,177,2001-06-26,3,4,,,1.982,,,,
"Peter Lake",2001,177,2001-06-26,6.2,6,,,4.167,,,,
"Peter Lake",2001,177,2001-06-26,12,7,,,9.974,,,,
"Peter Lake",2001,183,2001-07-02,,,,,,,,0.3,0.04
"Peter Lake",2001,184,2001-07-03,"Metalimnion",-2,4.29,,,,,0.58,0.07
"Peter Lake",2001,184,2001-07-03,"PML",-1,4.8,,,,,0.51,0.06
"Peter Lake",2001,184,2001-07-03,"Hypolimnion",7,5.45,,,,,1.58,0.26
"Peter Lake",2001,184,2001-07-03,0.5,2,,,1.789,,,,
"Peter Lake",2001,184,2001-07-03,1.2,3,,,1.8,,,,
"Peter Lake",2001,184,2001-07-03,2.7,4,,,1.805,,,,
"Peter Lake",2001,184,2001-07-03,3.9,5,,,1.82,,,,
"Peter Lake",2001,184,2001-07-03,0,1,,,1.82,828,343,,
"Peter Lake",2001,184,2001-07-03,6.5,6,,,5.382,,,,
"Peter Lake",2001,184,2001-07-03,12,7,,,10.689,,,,
"Peter Lake",2001,187,2001-07-06,,,,,,,,0.32,0.04
"Peter Lake",2001,191,2001-07-10,"Metalimnion",-2,4.51,,,,,0.44,0.06
"Peter Lake",2001,191,2001-07-10,"PML",-1,4.81,,,,,0.4,0.04
"Peter Lake",2001,191,2001-07-10,"Hypolimnion",7,5.04,,,,,1.63,0.26
"Peter Lake",2001,191,2001-07-10,0,1,,,1.554,551,355,,
"Peter Lake",2001,191,2001-07-10,0.8,2,,,1.639,,,,
"Peter Lake",2001,191,2001-07-10,2.9,4,,,1.654,,,,
"Peter Lake",2001,191,2001-07-10,1.5,3,,,1.728,,,,
"Peter Lake",2001,191,2001-07-10,3.9,5,,,1.845,,,,
"Peter Lake",2001,191,2001-07-10,6.1,6,,,4.128,,,,
"Peter Lake",2001,191,2001-07-10,12,7,,,9.438,,,,
"Peter Lake",2001,198,2001-07-17,"Metalimnion",-2,4.46,,,,,0.41,0.05
"Peter Lake",2001,198,2001-07-17,"PML",-1,4.69,,,,,0.49,0.05
"Peter Lake",2001,198,2001-07-17,"Hypolimnion",7,4.95,,,,,1.68,0.28
"Peter Lake",2001,198,2001-07-17,0,1,,,1.6,502,362,,
"Peter Lake",2001,198,2001-07-17,1.5,3,,,1.678,,,,
"Peter Lake",2001,198,2001-07-17,0.7,2,,,1.691,,,,
"Peter Lake",2001,198,2001-07-17,3,4,,,2.038,,,,
"Peter Lake",2001,198,2001-07-17,4.2,5,,,2.269,,,,
"Peter Lake",2001,198,2001-07-17,6.7,6,,,5.955,,,,
"Peter Lake",2001,198,2001-07-17,12,7,,,9.479,,,,
"Peter Lake",2001,205,2001-07-24,"Metalimnion",-2,4.54,,,,,0.44,0.05
"Peter Lake",2001,205,2001-07-24,"PML",-1,4.7,,,,,0.36,0.04
"Peter Lake",2001,205,2001-07-24,"Hypolimnion",7,5.56,,,,,1.54,0.29
"Peter Lake",2001,205,2001-07-24,0,1,,,1.729,840,358,,
"Peter Lake",2001,205,2001-07-24,1.8,3,,,1.768,,,,
"Peter Lake",2001,205,2001-07-24,0.9,2,,,1.781,,,,
"Peter Lake",2001,205,2001-07-24,3,4,,,2.003,,,,
"Peter Lake",2001,205,2001-07-24,4.1,5,,,2.293,,,,
"Peter Lake",2001,205,2001-07-24,6.3,6,,,5.751,,,,
"Peter Lake",2001,205,2001-07-24,12,7,,,11.216,,,,
"Peter Lake",2001,207,2001-07-26,,,,,,,,0.48,0.05
"Peter Lake",2001,212,2001-07-31,"Metalimnion",-2,4.31,,,,,0.58,0.1
"Peter Lake",2001,212,2001-07-31,"PML",-1,4.89,,,,,0.53,0.07
"Peter Lake",2001,212,2001-07-31,"Hypolimnion",7,5.32,,,,,1.69,0.32
"Peter Lake",2001,212,2001-07-31,0,1,,,1.862,1098,357,,
"Peter Lake",2001,212,2001-07-31,0.75,2,,,1.897,,,,
"Peter Lake",2001,212,2001-07-31,1.7,3,,,1.957,,,,
"Peter Lake",2001,212,2001-07-31,3.3,4,,,2.188,,,,
"Peter Lake",2001,212,2001-07-31,4.3,5,,,2.885,,,,
"Peter Lake",2001,212,2001-07-31,6.5,6,,,4.273,,,,
"Peter Lake",2001,212,2001-07-31,12,7,,,11.351,,,,
"Peter Lake",2001,215,2001-08-03,,,,,,,,0.43,0.05
"Peter Lake",2001,219,2001-08-07,"PML",-1,4.75,,,,,0.42,0.06
"Peter Lake",2001,219,2001-08-07,"Metalimnion",-2,4.76,,,,,0.49,0.07
"Peter Lake",2001,219,2001-08-07,"Hypolimnion",7,5.6,,,,,1.75,0.32
"Peter Lake",2001,219,2001-08-07,0,1,,,1.535,687,369,,
"Peter Lake",2001,219,2001-08-07,0.8,2,,,1.647,,,,
"Peter Lake",2001,219,2001-08-07,1.6,3,,,1.662,,,,
"Peter Lake",2001,219,2001-08-07,3,4,,,1.847,,,,
"Peter Lake",2001,219,2001-08-07,3.9,5,,,2.076,,,,
"Peter Lake",2001,219,2001-08-07,6.2,6,,,5.231,,,,
"Peter Lake",2001,219,2001-08-07,12,7,,,10.311,,,,
"Peter Lake",2001,226,2001-08-14,"Metalimnion",-2,4.49,,,,,0.61,0.08
"Peter Lake",2001,226,2001-08-14,"PML",-1,4.77,,,,,0.51,0.07
"Peter Lake",2001,226,2001-08-14,"Hypolimnion",7,5.76,,,,,1.7,0.31
"Peter Lake",2001,226,2001-08-14,1.7,3,,,1.734,,,,
"Peter Lake",2001,226,2001-08-14,2.9,4,,,1.758,,,,
"Peter Lake",2001,226,2001-08-14,0,1,,,1.76,800,341,,
"Peter Lake",2001,226,2001-08-14,0.75,2,,,1.82,,,,
"Peter Lake",2001,226,2001-08-14,4,5,,,2.362,,,,
"Peter Lake",2001,226,2001-08-14,6.1,6,,,5.44,,,,
"Peter Lake",2001,226,2001-08-14,12,7,,,10.767,,,,
"Peter Lake",2001,233,2001-08-21,"Metalimnion",-2,4.2,,,,,0.58,0.1
"Peter Lake",2001,233,2001-08-21,"PML",-1,4.38,,,,,0.53,0.07
"Peter Lake",2001,233,2001-08-21,"Hypolimnion",7,4.93,,,,,1.73,0.34
"Peter Lake",2001,233,2001-08-21,0,1,,,1.637,663,349,,
"Peter Lake",2001,233,2001-08-21,1.7,3,,,1.709,,,,
"Peter Lake",2001,233,2001-08-21,0.7,2,,,1.713,,,,
"Peter Lake",2001,233,2001-08-21,3,4,,,1.719,,,,
"Peter Lake",2001,233,2001-08-21,4,5,,,2.6,,,,
"Peter Lake",2001,233,2001-08-21,5.9,6,,,5.054,,,,
"Peter Lake",2001,233,2001-08-21,12,7,,,10.225,,,,
"Peter Lake",2001,240,2001-08-28,"Metalimnion",-2,4.19,,,,,0.63,0.09
"Peter Lake",2001,240,2001-08-28,"PML",-1,4.28,,,,,0.59,0.08
"Peter Lake",2001,240,2001-08-28,"Hypolimnion",7,5.59,,,,,1.8,0.33
"Peter Lake",2001,240,2001-08-28,0,1,,,1.526,492,385,,
"Peter Lake",2001,240,2001-08-28,0.7,2,,,1.616,,,,
"Peter Lake",2001,240,2001-08-28,3,4,,,1.636,,,,
"Peter Lake",2001,240,2001-08-28,1.7,3,,,1.748,,,,
"Peter Lake",2001,240,2001-08-28,4,5,,,2.047,,,,
"Peter Lake",2001,240,2001-08-28,6,6,,,4.534,,,,
"Peter Lake",2001,240,2001-08-28,12,7,,,11.249,,,,
"Peter Lake",2002,148,2002-05-28,"PML",-1,4.9,,,,,1.1,0.13
"Peter Lake",2002,148,2002-05-28,"Hypolimnion",7,5.29,,,,,1.12,0.25
"Peter Lake",2002,148,2002-05-28,"Metalimnion",-2,5.3,,,,,0.99,0.16
"Peter Lake",2002,148,2002-05-28,3.3,5,,,1.576,,,,
"Peter Lake",2002,148,2002-05-28,2.5,4,,,1.636,,,,
"Peter Lake",2002,148,2002-05-28,1.5,3,,,1.747,,,,
"Peter Lake",2002,148,2002-05-28,0,1,,,1.775,140.56,398.96,,
"Peter Lake",2002,148,2002-05-28,0.75,2,,,1.8,,,,
"Peter Lake",2002,148,2002-05-28,5,6,,,1.912,,,,
"Peter Lake",2002,148,2002-05-28,12,7,,,8.015,,,,
"Peter Lake",2002,154,2002-06-03,"Metalimnion",-2,4.51,,,,,1.34,0.3
"Peter Lake",2002,154,2002-06-03,"PML",-1,4.62,,,,,0.77,0.1
"Peter Lake",2002,154,2002-06-03,"Hypolimnion",7,4.97,,,,,0.99,0.19
"Peter Lake",2002,154,2002-06-03,3.4,5,,,0.917,,,,
"Peter Lake",2002,154,2002-06-03,2.5,4,,,1.333,,,,
"Peter Lake",2002,154,2002-06-03,0,1,,,1.499,313.46,387.33,,
"Peter Lake",2002,154,2002-06-03,0.75,2,,,1.547,,,,
"Peter Lake",2002,154,2002-06-03,1.4,3,,,1.626,,,,
"Peter Lake",2002,154,2002-06-03,5,6,,,2.025,,,,
"Peter Lake",2002,154,2002-06-03,12,7,,,7.37,,,,
"Peter Lake",2002,161,2002-06-10,"Metalimnion",-2,4.79,,,,,1.16,0.16
"Peter Lake",2002,161,2002-06-10,"Hypolimnion",7,4.86,,,,,1.05,0.2
"Peter Lake",2002,161,2002-06-10,"PML",-1,5.3,,,,,1.13,0.18
"Peter Lake",2002,161,2002-06-10,3,5,,,0.982,,,,
"Peter Lake",2002,161,2002-06-10,2.3,4,,,1.079,,,,
"Peter Lake",2002,161,2002-06-10,4.5,6,,,1.11,,,,
"Peter Lake",2002,161,2002-06-10,1.4,3,,,1.159,,,,
"Peter Lake",2002,161,2002-06-10,0,1,,,1.225,81.51,504.88,,
"Peter Lake",2002,161,2002-06-10,0.75,2,,,1.257,,,,
"Peter Lake",2002,161,2002-06-10,12,7,,,7.763,,,,
"Peter Lake",2002,168,2002-06-17,"Metalimnion",-2,4.6,,,,,1.4,0.23
"Peter Lake",2002,168,2002-06-17,"Hypolimnion",7,5.66,,,,,0.97,0.18
"Peter Lake",2002,168,2002-06-17,"PML",-1,5.68,,,,,0.8,0.14
"Peter Lake",2002,168,2002-06-17,2.8,5,,,0.967,,,,
"Peter Lake",2002,168,2002-06-17,2.1,4,,,1.124,,,,
"Peter Lake",2002,168,2002-06-17,1.2,3,,,1.175,,,,
"Peter Lake",2002,168,2002-06-17,0,1,,,1.221,118.99,366.13,,
"Peter Lake",2002,168,2002-06-17,0.6,,,,1.246,,,,
"Peter Lake",2002,168,2002-06-17,0.5,2,,,1.444,,,,
"Peter Lake",2002,168,2002-06-17,4.2,6,,,1.501,,,,
"Peter Lake",2002,168,2002-06-17,12,7,,,7.953,,,,
"Peter Lake",2002,169,2002-06-18,0.5,,,,1.414,,,,
"Peter Lake",2002,170,2002-06-19,0.5,,,,1.712,,,,
"Peter Lake",2002,171,2002-06-20,0.5,,,,1.604,,,,
"Peter Lake",2002,172,2002-06-21,0.5,,,,1.644,,,,
"Peter Lake",2002,173,2002-06-22,0.5,,,,1.643,,,,
"Peter Lake",2002,174,2002-06-23,0.5,,,,1.766,,,,
"Peter Lake",2002,175,2002-06-24,"Metalimnion",-2,4.44,,,,,1.11,0.19
"Peter Lake",2002,175,2002-06-24,"PML",-1,5.03,,,,,0.78,0.16
"Peter Lake",2002,175,2002-06-24,"Hypolimnion",7,5.65,,,,,1.3,0.26
"Peter Lake",2002,175,2002-06-24,3.1,5,,,1.266,,,,
"Peter Lake",2002,175,2002-06-24,0.6,2,,,1.435,,,,
"Peter Lake",2002,175,2002-06-24,0,1,,,1.488,635.96,377.24,,
"Peter Lake",2002,175,2002-06-24,1,3,,,1.531,,,,
"Peter Lake",2002,175,2002-06-24,4.7,6,,,1.549,,,,
"Peter Lake",2002,175,2002-06-24,2.1,4,,,1.563,,,,
"Peter Lake",2002,175,2002-06-24,,,,,1.584,,,,
"Peter Lake",2002,175,2002-06-24,12,7,,,7.996,,,,
"Peter Lake",2002,176,2002-06-25,,,,,1.298,,,,
"Peter Lake",2002,177,2002-06-26,,,,,0.983,,,,
"Peter Lake",2002,178,2002-06-27,,,,,0.823,,,,
"Peter Lake",2002,179,2002-06-28,,,,,0.544,,,,
"Peter Lake",2002,180,2002-06-29,,,,,0.573,,,,
"Peter Lake",2002,181,2002-06-30,,,,,0.709,,,,
"Peter Lake",2002,182,2002-07-01,"Metalimnion",-2,4.55,,,,,1.05,0.21
"Peter Lake",2002,182,2002-07-01,"Hypolimnion",7,4.87,,,,,1.06,0.2
"Peter Lake",2002,182,2002-07-01,"PML",-1,5.68,,,,,2.18,0.33
"Peter Lake",2002,182,2002-07-01,1.5,4,,,0.275,,,,
"Peter Lake",2002,182,2002-07-01,2,5,,,0.476,,,,
"Peter Lake",2002,182,2002-07-01,0.9,3,,,0.551,,,,
"Peter Lake",2002,182,2002-07-01,0.45,2,,,0.577,,,,
"Peter Lake",2002,182,2002-07-01,0,1,,,0.594,59.05,370.05,,
"Peter Lake",2002,182,2002-07-01,,,,,0.688,,,,
"Peter Lake",2002,182,2002-07-01,3.7,6,,,1.787,,,,
"Peter Lake",2002,182,2002-07-01,12,7,,,7.953,,,,
"Peter Lake",2002,183,2002-07-02,,,,,0.683,,,,
"Peter Lake",2002,184,2002-07-03,,,,,0.643,,,,
"Peter Lake",2002,185,2002-07-04,,,,,0.561,,,,
"Peter Lake",2002,186,2002-07-05,,,,,0.789,,,,
"Peter Lake",2002,187,2002-07-06,,,,,0.973,,,,
"Peter Lake",2002,188,2002-07-07,,,,,1.181,,,,
"Peter Lake",2002,189,2002-07-08,"Metalimnion",-2,4.78,,,,,0.92,0.15
"Peter Lake",2002,189,2002-07-08,"Hypolimnion",7,5.28,,,,,1.05,0.18
"Peter Lake",2002,189,2002-07-08,"PML",-1,5.66,,,,,1.24,0.15
"Peter Lake",2002,189,2002-07-08,2.1,4,,,0.96,,,,
"Peter Lake",2002,189,2002-07-08,,,,,1.297,,,,
"Peter Lake",2002,189,2002-07-08,0,1,,,1.508,529.88,378.71,,
"Peter Lake",2002,189,2002-07-08,0.7,2,,,1.517,,,,
"Peter Lake",2002,189,2002-07-08,1.3,3,,,1.521,,,,
"Peter Lake",2002,189,2002-07-08,3,5,,,1.573,,,,
"Peter Lake",2002,189,2002-07-08,4.8,6,,,2.257,,,,
"Peter Lake",2002,189,2002-07-08,12,7,,,8.159,,,,
"Peter Lake",2002,190,2002-07-09,,,,,1.499,,,,
"Peter Lake",2002,191,2002-07-10,,,,,1.378,,,,
"Peter Lake",2002,192,2002-07-11,,,,,1.227,,,,
"Peter Lake",2002,193,2002-07-12,,,,,0.975,,,,
"Peter Lake",2002,194,2002-07-13,,,,,0.684,,,,
"Peter Lake",2002,195,2002-07-14,,,,,0.584,,,,
"Peter Lake",2002,196,2002-07-15,"Hypolimnion",7,5.5,,,,,1.04,0.2
"Peter Lake",2002,196,2002-07-15,"Metalimnion",-2,5.85,,,,,1.02,0.14
"Peter Lake",2002,196,2002-07-15,"PML",-1,6.27,,,,,1.79,0.23
"Peter Lake",2002,196,2002-07-15,0.6,2,,,0.474,,,,
"Peter Lake",2002,196,2002-07-15,0,1,,,0.482,38.82,330.76,,
"Peter Lake",2002,196,2002-07-15,1,3,,,0.482,,,,
"Peter Lake",2002,196,2002-07-15,1.8,4,,,0.556,,,,
"Peter Lake",2002,196,2002-07-15,,,,,0.561,,,,
"Peter Lake",2002,196,2002-07-15,2.4,5,,,0.959,,,,
"Peter Lake",2002,196,2002-07-15,4.2,6,,,1.931,,,,
"Peter Lake",2002,196,2002-07-15,12,7,,,7.881,,,,
"Peter Lake",2002,197,2002-07-16,,,,,0.523,,,,
"Peter Lake",2002,198,2002-07-17,,,,,0.466,,,,
"Peter Lake",2002,199,2002-07-18,,,,,0.387,,,,
"Peter Lake",2002,200,2002-07-19,,,,,0.315,,,,
"Peter Lake",2002,201,2002-07-20,,,,,0.242,,,,
"Peter Lake",2002,203,2002-07-22,"Hypolimnion",7,5.59,,,,,0.97,0.18
"Peter Lake",2002,203,2002-07-22,"Metalimnion",-2,5.61,,,,,1.05,0.14
"Peter Lake",2002,203,2002-07-22,"PML",-1,7.04,,,,,2.54,0.32
"Peter Lake",2002,203,2002-07-22,,,,,0.219,,,,
"Peter Lake",2002,203,2002-07-22,2,5,,,0.281,,,,
"Peter Lake",2002,203,2002-07-22,0,1,,,0.297,56.29,373.81,,
"Peter Lake",2002,203,2002-07-22,0.95,3,,,0.309,,,,
"Peter Lake",2002,203,2002-07-22,0.5,2,,,0.349,,,,
"Peter Lake",2002,203,2002-07-22,1.6,4,,,0.419,,,,
"Peter Lake",2002,203,2002-07-22,3.6,6,,,1.97,,,,
"Peter Lake",2002,203,2002-07-22,12,7,,,7.982,,,,
"Peter Lake",2002,204,2002-07-23,,,,,0.288,,,,
"Peter Lake",2002,205,2002-07-24,,,,,0.222,,,,
"Peter Lake",2002,206,2002-07-25,,,,,0.191,,,,
"Peter Lake",2002,207,2002-07-26,,,,,0.233,,,,
"Peter Lake",2002,210,2002-07-29,"Metalimnion",-2,5.08,,,,,2.42,0.35
"Peter Lake",2002,210,2002-07-29,"Hypolimnion",7,5.29,,,,,1.15,0.17
"Peter Lake",2002,210,2002-07-29,"PML",-1,5.6,,,,,3.86,0.52
"Peter Lake",2002,210,2002-07-29,,,,,0.258,,,,
"Peter Lake",2002,210,2002-07-29,1.6,5,,,0.267,,,,
"Peter Lake",2002,210,2002-07-29,1.1,4,,,0.281,,,,
"Peter Lake",2002,210,2002-07-29,0.3,2,,,0.287,,,,
"Peter Lake",2002,210,2002-07-29,0,1,,,0.292,19.43,364.97,,
"Peter Lake",2002,210,2002-07-29,0.7,3,,,0.324,,,,
"Peter Lake",2002,210,2002-07-29,2.9,6,,,1.226,,,,
"Peter Lake",2002,210,2002-07-29,12,7,,,8.139,,,,
"Peter Lake",2002,211,2002-07-30,,,,,0.231,,,,
"Peter Lake",2002,212,2002-07-31,,,,,0.295,,,,
"Peter Lake",2002,213,2002-08-01,,,,,0.314,,,,
"Peter Lake",2002,214,2002-08-02,,,,,0.255,,,,
"Peter Lake",2002,217,2002-08-05,"Metalimnion",-2,4.4,,,,,1.44,0.21
"Peter Lake",2002,217,2002-08-05,"Hypolimnion",7,4.65,,,,,0.95,0.14
"Peter Lake",2002,217,2002-08-05,"PML",-1,5.52,,,,,2.21,0.29
"Peter Lake",2002,217,2002-08-05,,,,,0.239,,,,
"Peter Lake",2002,217,2002-08-05,0,1,,,0.27,45.98,363.03,,
"Peter Lake",2002,217,2002-08-05,0.4,2,,,0.272,,,,
"Peter Lake",2002,217,2002-08-05,0.85,3,,,0.293,,,,
"Peter Lake",2002,217,2002-08-05,1.4,4,,,0.339,,,,
"Peter Lake",2002,217,2002-08-05,1.9,5,,,0.367,,,,
"Peter Lake",2002,217,2002-08-05,3.3,6,,,1.183,,,,
"Peter Lake",2002,217,2002-08-05,12,7,,,8.912,,,,
