lakename,year4,daynum,sampledate,depth,depth_id,doc,DIC_uM,DIC_mg,air_pco2,water_pco2,tpc,tpn
"Paul Lake",1992,191,1992-07-09,2.41,4,,,0.747,,,,
"Paul Lake",1992,191,1992-07-09,1.54,3,,,0.775,,,,
"Paul Lake",1992,191,1992-07-09,0.78,2,,,0.838,,,,
"Paul Lake",1992,191,1992-07-09,3.3,5,,,0.901,,,,
"Paul Lake",1992,191,1992-07-09,5.45,6,,,1.711,,,,
"Paul Lake",1992,195,1992-07-13,"Metalimnion",-2,5.34,,,,,0.58,0.06
"Paul Lake",1992,195,1992-07-13,"Epilimnion",-1,5.92,,,,,0.7,0.07
"Paul Lake",1992,198,1992-07-16,2.6,4,,,0.676,,,,
"Paul Lake",1992,198,1992-07-16,0,1,,,0.698,979.84,318.99,,
"Paul Lake",1992,198,1992-07-16,1.6,3,,,0.725,,,,
"Paul Lake",1992,198,1992-07-16,0.85,2,,,0.76,,,,
"Paul Lake",1992,198,1992-07-16,3.4,5,,,0.88,,,,
"Paul Lake",1992,198,1992-07-16,5.4,6,,,1.233,,,,
"Paul Lake",1992,205,1992-07-23,0,1,,,0.82,787.55,283.73,,
"Paul Lake",1992,205,1992-07-23,2.6,4,,,0.861,,,,
"Paul Lake",1992,205,1992-07-23,0.75,2,,,0.871,,,,
"Paul Lake",1992,205,1992-07-23,1.55,3,,,0.889,,,,
"Paul Lake",1992,205,1992-07-23,3.55,5,,,0.964,,,,
"Paul Lake",1992,205,1992-07-23,5.25,6,,,1.834,,,,
"Paul Lake",1992,209,1992-07-27,"Metalimnion",-2,5.5,,,,,0.82,0.08
"Paul Lake",1992,209,1992-07-27,"Epilimnion",-1,6.03,,,,,0.56,0.05
"Paul Lake",1992,212,1992-07-30,0.83,2,,,0.928,,,,
"Paul Lake",1992,212,1992-07-30,1.65,3,,,0.963,,,,
"Paul Lake",1992,212,1992-07-30,0,1,,,0.977,1115.87,409.96,,
"Paul Lake",1992,212,1992-07-30,2.75,4,,,1.002,,,,
"Paul Lake",1992,212,1992-07-30,3.9,5,,,1.225,,,,
"Paul Lake",1992,212,1992-07-30,5.7,6,,,2.229,,,,
"Paul Lake",1992,219,1992-08-06,1.75,3,,,0.909,,,,
"Paul Lake",1992,219,1992-08-06,0.8,2,,,0.93,,,,
"Paul Lake",1992,219,1992-08-06,2.9,4,,,0.943,,,,
"Paul Lake",1992,219,1992-08-06,0,1,,,0.952,1067.84,329.13,,
"Paul Lake",1992,219,1992-08-06,3.8,5,,,1.107,,,,
"Paul Lake",1992,219,1992-08-06,5.7,6,,,2.148,,,,
"Paul Lake",1992,223,1992-08-10,"Metalimnion",-2,5.71,,,,,0.57,0.06
"Paul Lake",1992,223,1992-08-10,"Epilimnion",-1,6.05,,,,,0.52,0.06
"Paul Lake",1992,226,1992-08-13,3.2,4,,,0.951,,,,
"Paul Lake",1992,226,1992-08-13,1.8,3,,,0.969,,,,
"Paul Lake",1992,226,1992-08-13,0.9,2,,,0.986,,,,
"Paul Lake",1992,226,1992-08-13,0,1,,,1.033,885.43,320.51,,
"Paul Lake",1992,226,1992-08-13,4.1,5,,,1.698,,,,
"Paul Lake",1992,226,1992-08-13,5.6,6,,,3.308,,,,
"Paul Lake",1992,234,1992-08-21,1.6,3,,,0.891,,,,
"Paul Lake",1992,234,1992-08-21,0.7,2,,,0.929,,,,
"Paul Lake",1992,234,1992-08-21,3,4,,,0.93,,,,
"Paul Lake",1992,234,1992-08-21,0,1,,,1.02,1016.21,291.73,,
"Paul Lake",1992,234,1992-08-21,3.9,5,,,1.884,,,,
"Paul Lake",1992,234,1992-08-21,5.7,6,,,3.524,,,,
"Paul Lake",1992,237,1992-08-24,"Epilimnion",-1,5.31,,,,,0.59,0.06
"Paul Lake",1992,237,1992-08-24,"Metalimnion",-2,5.31,,,,,0.63,0.06
"Paul Lake",1992,240,1992-08-27,0,1,,,0.825,1021.46,323.67,,
"Paul Lake",1992,240,1992-08-27,0.8,2,,,0.865,,,,
"Paul Lake",1992,240,1992-08-27,1.6,3,,,0.884,,,,
"Paul Lake",1992,240,1992-08-27,3,4,,,1.01,,,,
"Paul Lake",1992,240,1992-08-27,4,5,,,1.114,,,,
"Paul Lake",1992,240,1992-08-27,5.5,6,,,1.978,,,,
"Paul Lake",1992,247,1992-09-03,0,1,,,0.956,910.68,310.48,,
"Paul Lake",1992,247,1992-09-03,0.8,2,,,1.008,,,,
"Paul Lake",1992,247,1992-09-03,1.7,3,,,1.068,,,,
"Paul Lake",1992,247,1992-09-03,2.75,4,,,1.069,,,,
"Paul Lake",1992,247,1992-09-03,3.55,5,,,1.072,,,,
"Paul Lake",1992,247,1992-09-03,5.45,6,,,2.331,,,,
"Paul Lake",1992,251,1992-09-07,"Metalimnion",-2,4.94,,,,,0.66,0.07
"Paul Lake",1992,251,1992-09-07,"Epilimnion",-1,5.12,,,,,0.62,0.05
"Paul Lake",1992,254,1992-09-10,1.65,3,,,1.028,,,,
"Paul Lake",1992,254,1992-09-10,0.85,2,,,1.05,,,,
"Paul Lake",1992,254,1992-09-10,2.7,4,,,1.068,,,,
"Paul Lake",1992,254,1992-09-10,0,1,,,1.102,1189.1,319.65,,
"Paul Lake",1992,254,1992-09-10,3.8,5,,,1.104,,,,
"Paul Lake",1992,254,1992-09-10,5.6,6,,,3.018,,,,
"Paul Lake",1993,137,1993-05-17,"Metalimnion",-2,3.82,,,,,0.84,0.08
"Paul Lake",1993,137,1993-05-17,"Epilimnion",-1,3.91,,,,,0.7,0.07
"Paul Lake",1993,140,1993-05-20,0.8,2,,,0.945,,,,
"Paul Lake",1993,140,1993-05-20,0,1,,,0.97,661.82,345.85,,
"Paul Lake",1993,140,1993-05-20,3,4,,,0.977,,,,
"Paul Lake",1993,140,1993-05-20,1.8,3,,,0.998,,,,
"Paul Lake",1993,140,1993-05-20,3.8,5,,,1.074,,,,
"Paul Lake",1993,140,1993-05-20,5.2,6,,,1.932,,,,
"Paul Lake",1993,147,1993-05-27,0,1,,,0.97,708.41,342.93,,
"Paul Lake",1993,147,1993-05-27,3.1,4,,,1.044,,,,
"Paul Lake",1993,147,1993-05-27,0.5,2,,,1.051,,,,
"Paul Lake",1993,147,1993-05-27,4.2,5,,,1.101,,,,
"Paul Lake",1993,147,1993-05-27,1.5,3,,,1.141,,,,
"Paul Lake",1993,147,1993-05-27,5.7,6,,,3.108,,,,
"Paul Lake",1993,151,1993-05-31,"Metalimnion",-2,3.86,,,,,1.01,0.1
"Paul Lake",1993,151,1993-05-31,"Epilimnion",-1,3.9,,,,,0.58,0.06
"Paul Lake",1993,154,1993-06-03,0,1,,,1.033,693.55,327.71,,
"Paul Lake",1993,154,1993-06-03,0.8,2,,,1.042,,,,
"Paul Lake",1993,154,1993-06-03,1.8,3,,,1.066,,,,
"Paul Lake",1993,154,1993-06-03,3,4,,,1.122,,,,
"Paul Lake",1993,154,1993-06-03,4.4,5,,,1.255,,,,
"Paul Lake",1993,154,1993-06-03,5.4,6,,,3.285,,,,
"Paul Lake",1993,161,1993-06-10,0.8,2,,,1.245,,,,
"Paul Lake",1993,161,1993-06-10,1.8,3,,,1.277,,,,
"Paul Lake",1993,161,1993-06-10,0,1,,,1.3,703.01,325.98,,
"Paul Lake",1993,161,1993-06-10,4,5,,,1.346,,,,
"Paul Lake",1993,161,1993-06-10,3.1,4,,,1.353,,,,
"Paul Lake",1993,161,1993-06-10,5.6,6,,,2.5,,,,
"Paul Lake",1993,165,1993-06-14,"Metalimnion",-2,3.73,,,,,0.77,0.06
"Paul Lake",1993,165,1993-06-14,"Epilimnion",-1,4.2,,,,,0.47,0.04
"Paul Lake",1993,168,1993-06-17,1.9,3,,,1.185,,,,
"Paul Lake",1993,168,1993-06-17,0.9,2,,,1.2,,,,
"Paul Lake",1993,168,1993-06-17,0,1,,,1.224,999.15,379.27,,
"Paul Lake",1993,168,1993-06-17,3.4,4,,,1.226,,,,
"Paul Lake",1993,168,1993-06-17,4.6,5,,,1.487,,,,
"Paul Lake",1993,168,1993-06-17,5.9,6,,,3.302,,,,
"Paul Lake",1993,175,1993-06-24,3.1,4,,,0.924,,,,
"Paul Lake",1993,175,1993-06-24,1.9,3,,,0.986,,,,
"Paul Lake",1993,175,1993-06-24,0.8,2,,,1.029,,,,
"Paul Lake",1993,175,1993-06-24,0,1,,,1.042,1123,328.74,,
"Paul Lake",1993,175,1993-06-24,3.95,5,,,1.102,,,,
"Paul Lake",1993,175,1993-06-24,5.4,6,,,1.603,,,,
"Paul Lake",1993,179,1993-06-28,"Epilimnion",-1,5.78,,,,,0.63,0.06
"Paul Lake",1993,179,1993-06-28,"Metalimnion",-2,6.03,,,,,0.61,0.05
"Paul Lake",1993,182,1993-07-01,0.4,2,,,1.001,,,,
"Paul Lake",1993,182,1993-07-01,1.5,3,,,1.157,,,,
"Paul Lake",1993,182,1993-07-01,2.9,4,,,1.16,,,,
"Paul Lake",1993,182,1993-07-01,0,1,,,1.17,1178.11,330.68,,
"Paul Lake",1993,182,1993-07-01,4,5,,,1.294,,,,
"Paul Lake",1993,182,1993-07-01,5.7,6,,,2.077,,,,
"Paul Lake",1993,189,1993-07-08,1.9,3,,,0.893,,,,
"Paul Lake",1993,189,1993-07-08,0.9,2,,,0.97,,,,
"Paul Lake",1993,189,1993-07-08,0,1,,,1.032,1154.99,319.79,,
"Paul Lake",1993,189,1993-07-08,3.1,4,,,1.143,,,,
"Paul Lake",1993,189,1993-07-08,4,5,,,1.467,,,,
"Paul Lake",1993,189,1993-07-08,5.6,6,,,2.632,,,,
"Paul Lake",1993,193,1993-07-12,"Metalimnion",-2,3.86,,,,,0.81,0.07
"Paul Lake",1993,193,1993-07-12,"Epilimnion",-1,4.24,,,,,0.55,0.05
"Paul Lake",1993,196,1993-07-15,0.9,2,,,1.649,,,,
"Paul Lake",1993,196,1993-07-15,1.8,3,,,1.654,,,,
"Paul Lake",1993,196,1993-07-15,0,1,,,1.683,1259.18,319.14,,
"Paul Lake",1993,196,1993-07-15,3,4,,,1.909,,,,
"Paul Lake",1993,196,1993-07-15,3.9,5,,,1.981,,,,
"Paul Lake",1993,196,1993-07-15,5.6,6,,,2.867,,,,
"Paul Lake",1993,203,1993-07-22,0.75,2,,,1.121,,,,
"Paul Lake",1993,203,1993-07-22,0,1,,,1.179,1277.99,346.65,,
"Paul Lake",1993,203,1993-07-22,1.5,3,,,1.179,,,,
"Paul Lake",1993,203,1993-07-22,2.75,4,,,1.308,,,,
"Paul Lake",1993,203,1993-07-22,3.75,5,,,1.416,,,,
"Paul Lake",1993,203,1993-07-22,5.4,6,,,1.46,,,,
"Paul Lake",1993,208,1993-07-27,"Metalimnion",-2,3.97,,,,,1.43,0.11
"Paul Lake",1993,208,1993-07-27,"Epilimnion",-1,4.68,,,,,0.92,0.1
"Paul Lake",1993,210,1993-07-29,1.6,3,,,0.961,,,,
"Paul Lake",1993,210,1993-07-29,0.75,2,,,1.005,,,,
"Paul Lake",1993,210,1993-07-29,0,1,,,1.089,1090.53,315.29,,
"Paul Lake",1993,210,1993-07-29,4.25,5,,,1.094,,,,
"Paul Lake",1993,210,1993-07-29,3,4,,,1.114,,,,
"Paul Lake",1993,210,1993-07-29,5.75,6,,,2.062,,,,
"Paul Lake",1993,217,1993-08-05,1.8,3,,,0.972,,,,
"Paul Lake",1993,217,1993-08-05,0.9,2,,,1.091,,,,
"Paul Lake",1993,217,1993-08-05,3,4,,,1.198,,,,
"Paul Lake",1993,217,1993-08-05,0,1,,,1.232,1173.17,323.64,,
"Paul Lake",1993,217,1993-08-05,3.9,5,,,1.418,,,,
"Paul Lake",1993,217,1993-08-05,5.7,6,,,2.143,,,,
"Paul Lake",1993,222,1993-08-10,"Metalimnion",-2,3.91,,,,,0.99,0.1
"Paul Lake",1993,222,1993-08-10,"Epilimnion",-1,4.17,,,,,0.79,0.08
"Paul Lake",1993,224,1993-08-12,0,1,,,0.922,907,325,,
"Paul Lake",1993,224,1993-08-12,0.8,2,,,0.947,,,,
"Paul Lake",1993,224,1993-08-12,1.9,3,,,0.95,,,,
"Paul Lake",1993,224,1993-08-12,3.4,4,,,1.015,,,,
"Paul Lake",1993,224,1993-08-12,4.5,5,,,1.185,,,,
"Paul Lake",1993,224,1993-08-12,5.8,6,,,2.78,,,,
"Paul Lake",1993,231,1993-08-19,3.4,4,,,0.287,,,,
"Paul Lake",1993,231,1993-08-19,0,1,,,1.24,1033.7,346.97,,
"Paul Lake",1993,231,1993-08-19,1.9,3,,,1.249,,,,
"Paul Lake",1993,231,1993-08-19,0.9,2,,,1.268,,,,
"Paul Lake",1993,231,1993-08-19,4.4,5,,,1.661,,,,
"Paul Lake",1993,231,1993-08-19,5.8,6,,,2.368,,,,
"Paul Lake",1993,236,1993-08-24,"Metalimnion",-2,4.32,,,,,0.69,0.07
"Paul Lake",1993,236,1993-08-24,"Epilimnion",-1,4.52,,,,,0.84,0.07
"Paul Lake",1993,238,1993-08-26,0.75,2,,,1.033,,,,
"Paul Lake",1993,238,1993-08-26,0,1,,,1.04,1005.01,325.76,,
"Paul Lake",1993,238,1993-08-26,1.7,3,,,1.067,,,,
"Paul Lake",1993,238,1993-08-26,3,4,,,1.125,,,,
"Paul Lake",1993,238,1993-08-26,3.95,5,,,1.212,,,,
"Paul Lake",1993,238,1993-08-26,5.4,6,,,1.594,,,,
"Paul Lake",1993,243,1993-08-31,0.7,2,,,1.276,,,,
"Paul Lake",1993,243,1993-08-31,1.5,3,,,1.298,,,,
"Paul Lake",1993,243,1993-08-31,2.6,4,,,1.372,,,,
"Paul Lake",1993,243,1993-08-31,0,1,,,1.384,1017.64,332.71,,
"Paul Lake",1993,243,1993-08-31,3.55,5,,,1.508,,,,
"Paul Lake",1993,243,1993-08-31,5.4,6,,,1.789,,,,
"Paul Lake",1993,250,1993-09-07,"Metalimnion",-2,4.7,,,,,1.12,0.13
"Paul Lake",1993,250,1993-09-07,"Epilimnion",-1,5.12,,,,,0.68,0.07
"Paul Lake",1993,250,1993-09-07,1.8,3,,,1.513,,,,
"Paul Lake",1993,250,1993-09-07,0.85,2,,,1.538,,,,
"Paul Lake",1993,250,1993-09-07,0,1,,,1.55,1191.69,364.81,,
"Paul Lake",1993,250,1993-09-07,2.9,4,,,1.565,,,,
"Paul Lake",1993,250,1993-09-07,3.9,5,,,1.77,,,,
"Paul Lake",1993,250,1993-09-07,5.6,6,,,2.892,,,,
"Paul Lake",1994,136,1994-05-16,"Metalimnion",-2,5.97,,,,,1.17,0.1
"Paul Lake",1994,136,1994-05-16,"Epilimnion",-1,12.63,,,,,0.74,0.08
"Paul Lake",1994,146,1994-05-26,2.8,4,,,1.12,,,,
"Paul Lake",1994,146,1994-05-26,3.6,5,,,1.22,,,,
"Paul Lake",1994,146,1994-05-26,0,1,,,1.29,,,,
"Paul Lake",1994,146,1994-05-26,0.85,2,,,1.38,,,,
"Paul Lake",1994,146,1994-05-26,1.6,3,,,1.42,,,,
"Paul Lake",1994,146,1994-05-26,5.1,6,,,2.01,,,,
"Paul Lake",1994,150,1994-05-30,"Epilimnion",-1,3.91,,,,,,
"Paul Lake",1994,150,1994-05-30,"Metalimnion",-2,5.55,,,,,,
"Paul Lake",1994,153,1994-06-02,0,1,,,0.84,982.54,337.62,,
"Paul Lake",1994,153,1994-06-02,2.5,4,,,0.9,,,,
"Paul Lake",1994,153,1994-06-02,0.7,2,,,0.94,,,,
"Paul Lake",1994,153,1994-06-02,1.5,3,,,0.96,,,,
"Paul Lake",1994,153,1994-06-02,3.5,5,,,1.07,,,,
"Paul Lake",1994,153,1994-06-02,5.1,6,,,2.06,,,,
"Paul Lake",1994,160,1994-06-09,0,1,,,0.92,582.27,295.4,,
"Paul Lake",1994,160,1994-06-09,0.8,2,,,0.97,,,,
"Paul Lake",1994,160,1994-06-09,2.5,4,,,0.97,,,,
"Paul Lake",1994,160,1994-06-09,1.5,3,,,1.02,,,,
"Paul Lake",1994,160,1994-06-09,3.4,5,,,1.13,,,,
"Paul Lake",1994,160,1994-06-09,4.9,6,,,1.66,,,,
"Paul Lake",1994,164,1994-06-13,"Metalimnion",-2,4.07,,,,,1.12,0.09
"Paul Lake",1994,164,1994-06-13,"Epilimnion",-1,4.63,,,,,0.6,0.02
"Paul Lake",1994,167,1994-06-16,0.8,2,,,0.92,,,,
"Paul Lake",1994,167,1994-06-16,2.6,4,,,0.95,,,,
"Paul Lake",1994,167,1994-06-16,0,1,,,0.98,959.25,322.36,,
"Paul Lake",1994,167,1994-06-16,1.55,3,,,1.05,,,,
"Paul Lake",1994,167,1994-06-16,3.45,5,,,1.12,,,,
"Paul Lake",1994,167,1994-06-16,5.1,6,,,2.01,,,,
"Paul Lake",1994,174,1994-06-23,2.5,4,,,1.05,,,,
"Paul Lake",1994,174,1994-06-23,0.4,2,,,1.16,,,,
"Paul Lake",1994,174,1994-06-23,0,1,,,1.18,1264.48,320.53,,
"Paul Lake",1994,174,1994-06-23,1.1,3,,,1.18,,,,
"Paul Lake",1994,174,1994-06-23,3.5,5,,,1.18,,,,
"Paul Lake",1994,174,1994-06-23,5.1,6,,,2.24,,,,
"Paul Lake",1994,178,1994-06-27,"Metalimnion",-2,3.88,,,,,0.48,0.05
"Paul Lake",1994,178,1994-06-27,"Epilimnion",-1,4.47,,,,,0.52,0.07
"Paul Lake",1994,181,1994-06-30,0,1,,,1.07,787.16,246.98,,
"Paul Lake",1994,181,1994-06-30,1.4,3,,,1.09,,,,
"Paul Lake",1994,181,1994-06-30,0.7,2,,,1.16,,,,
"Paul Lake",1994,181,1994-06-30,2.6,4,,,1.17,,,,
"Paul Lake",1994,181,1994-06-30,3.6,5,,,1.27,,,,
"Paul Lake",1994,181,1994-06-30,5.2,6,,,4.53,,,,
"Paul Lake",1994,188,1994-07-07,0.65,2,,,1.1,,,,
"Paul Lake",1994,188,1994-07-07,1.4,3,,,1.15,,,,
"Paul Lake",1994,188,1994-07-07,0,1,,,1.17,1151.97,351.04,,
"Paul Lake",1994,188,1994-07-07,2.6,4,,,1.32,,,,
"Paul Lake",1994,188,1994-07-07,3.7,5,,,1.36,,,,
"Paul Lake",1994,188,1994-07-07,5.45,6,,,2.79,,,,
"Paul Lake",1994,192,1994-07-11,"Metalimnion",-2,3.99,,,,,0.77,0.08
"Paul Lake",1994,192,1994-07-11,"Epilimnion",-1,6.58,,,,,0.62,0.06
"Paul Lake",1994,195,1994-07-14,0,1,,,0.99,996.19,332.83,,
"Paul Lake",1994,195,1994-07-14,0.8,2,,,1.04,,,,
"Paul Lake",1994,195,1994-07-14,1.6,3,,,1.18,,,,
"Paul Lake",1994,195,1994-07-14,2.8,4,,,1.26,,,,
"Paul Lake",1994,195,1994-07-14,4,5,,,1.32,,,,
"Paul Lake",1994,195,1994-07-14,5.6,6,,,4.01,,,,
"Paul Lake",1994,202,1994-07-21,0,1,,,0.96,1100.84,313.57,,
"Paul Lake",1994,202,1994-07-21,0.7,2,,,0.99,,,,
"Paul Lake",1994,202,1994-07-21,1.45,3,,,1,,,,
"Paul Lake",1994,202,1994-07-21,2.55,4,,,1.08,,,,
"Paul Lake",1994,202,1994-07-21,3.8,5,,,1.48,,,,
"Paul Lake",1994,202,1994-07-21,5.6,6,,,3.75,,,,
"Paul Lake",1994,206,1994-07-25,"Metalimnion",-2,4.24,,,,,1.11,0.09
"Paul Lake",1994,206,1994-07-25,"Epilimnion",-1,4.52,,,,,0.73,0.07
"Paul Lake",1994,209,1994-07-28,0.6,2,,,1.04,,,,
"Paul Lake",1994,209,1994-07-28,2.45,4,,,1.06,,,,
"Paul Lake",1994,209,1994-07-28,0,1,,,1.07,648.03,301.42,,
"Paul Lake",1994,209,1994-07-28,1.4,3,,,1.1,,,,
"Paul Lake",1994,209,1994-07-28,3.55,5,,,1.31,,,,
"Paul Lake",1994,209,1994-07-28,5.5,6,,,3.19,,,,
"Paul Lake",1994,216,1994-08-04,0,1,,,,1049.15,305.44,,
"Paul Lake",1994,220,1994-08-08,"Metalimnion",-2,3.72,,,,,0.74,0.08
"Paul Lake",1994,220,1994-08-08,"Epilimnion",-1,4.58,,,,,0.69,0.04
"Paul Lake",1994,223,1994-08-11,0,1,,,0.99,956.1,374.25,,
"Paul Lake",1994,223,1994-08-11,0.75,2,,,0.99,,,,
"Paul Lake",1994,223,1994-08-11,1.5,3,,,1.02,,,,
"Paul Lake",1994,223,1994-08-11,2.7,4,,,1.08,,,,
"Paul Lake",1994,223,1994-08-11,3.5,5,,,1.17,,,,
"Paul Lake",1994,223,1994-08-11,5.2,6,,,2.84,,,,
"Paul Lake",1994,230,1994-08-18,0,1,,,,992.71,287.6,,
"Paul Lake",1994,234,1994-08-22,"Metalimnion",-2,4.27,,,,,0.59,0.08
"Paul Lake",1994,234,1994-08-22,"Epilimnion",-1,4.48,,,,,0.45,0.05
"Paul Lake",1994,237,1994-08-25,0,1,,,1,974.32,337.8,,
"Paul Lake",1994,237,1994-08-25,2.7,4,,,1.02,,,,
"Paul Lake",1994,237,1994-08-25,0.7,2,,,1.03,,,,
"Paul Lake",1994,237,1994-08-25,1.5,3,,,1.04,,,,
"Paul Lake",1994,237,1994-08-25,4.6,5,,,2.18,,,,
"Paul Lake",1994,237,1994-08-25,5.25,6,,,3.67,,,,
"Paul Lake",1994,244,1994-09-01,0,1,,,,1213.68,270.38,,
"Paul Lake",1994,248,1994-09-05,"Epilimnion",-1,4.16,,,,,0.57,0.07
"Paul Lake",1994,248,1994-09-05,"Metalimnion",-2,4.34,,,,,0.64,0.08
"Paul Lake",1994,249,1994-09-06,0,1,,,,1096.96,257.42,,
"Paul Lake",1995,142,1995-05-22,"Metalimnion",-2,3.51,,,,,0.99,0.13
"Paul Lake",1995,142,1995-05-22,"Epilimnion",-1,3.91,,,,,0.53,0.05
"Paul Lake",1995,142,1995-05-22,"Hypolimnion",7,4.02,,,,,1.65,0.23
"Paul Lake",1995,145,1995-05-25,0,1,,,0.939,867.94,353.1,,
"Paul Lake",1995,145,1995-05-25,3.5,4,,,0.99,,,,
"Paul Lake",1995,145,1995-05-25,2,3,,,1.064,,,,
"Paul Lake",1995,145,1995-05-25,1,2,,,1.104,,,,
"Paul Lake",1995,145,1995-05-25,4.3,5,,,1.237,,,,
"Paul Lake",1995,145,1995-05-25,6,6,,,2.108,,,,
"Paul Lake",1995,149,1995-05-29,"Hypolimnion",7,3.25,,,,,1.37,0.16
"Paul Lake",1995,149,1995-05-29,"Metalimnion",-2,3.39,,,,,1.36,0.18
"Paul Lake",1995,149,1995-05-29,"Epilimnion",-1,3.94,,,,,0.45,0.05
"Paul Lake",1995,152,1995-06-01,2,3,,,1.003,,,,
"Paul Lake",1995,152,1995-06-01,4.8,5,,,1.013,,,,
"Paul Lake",1995,152,1995-06-01,0,1,,,1.102,1195.57,336.3,,
"Paul Lake",1995,152,1995-06-01,3.7,4,,,1.118,,,,
"Paul Lake",1995,152,1995-06-01,0.95,2,,,1.189,,,,
"Paul Lake",1995,152,1995-06-01,6.3,6,,,3.174,,,,
"Paul Lake",1995,156,1995-06-05,"Epilimnion",-1,3.64,,,,,0.32,0.04
"Paul Lake",1995,156,1995-06-05,"Metalimnion",-2,3.91,,,,,0.36,0.04
"Paul Lake",1995,156,1995-06-05,"Hypolimnion",7,4.24,,,,,1.91,0.26
"Paul Lake",1995,159,1995-06-08,4.4,5,,,1.085,,,,
"Paul Lake",1995,159,1995-06-08,1.8,3,,,1.09,,,,
"Paul Lake",1995,159,1995-06-08,3,4,,,1.091,,,,
"Paul Lake",1995,159,1995-06-08,0,1,,,1.105,956.31,329.94,,
"Paul Lake",1995,159,1995-06-08,0.8,2,,,1.105,,,,
"Paul Lake",1995,159,1995-06-08,5.9,6,,,1.963,,,,
"Paul Lake",1995,163,1995-06-12,"Epilimnion",-1,3.86,,,,,0.69,0.09
"Paul Lake",1995,163,1995-06-12,"Metalimnion",-2,4.66,,,,,0.71,0.1
"Paul Lake",1995,163,1995-06-12,"Hypolimnion",7,5.42,,,,,1.99,0.27
"Paul Lake",1995,166,1995-06-15,1.65,3,,,1.086,,,,
"Paul Lake",1995,166,1995-06-15,0,1,,,1.108,876.71,347.41,,
"Paul Lake",1995,166,1995-06-15,0.8,2,,,1.11,,,,
"Paul Lake",1995,166,1995-06-15,3,4,,,1.173,,,,
"Paul Lake",1995,166,1995-06-15,4.2,5,,,1.202,,,,
"Paul Lake",1995,166,1995-06-15,6.1,6,,,3.384,,,,
"Paul Lake",1995,170,1995-06-19,"Metalimnion",-2,4.48,,,,,0.79,0.12
"Paul Lake",1995,170,1995-06-19,"Epilimnion",-1,4.86,,,,,0.5,0.08
"Paul Lake",1995,170,1995-06-19,"Hypolimnion",7,5.08,,,,,2.14,0.3
"Paul Lake",1995,173,1995-06-22,2.9,4,,,0.972,,,,
"Paul Lake",1995,173,1995-06-22,1.5,3,,,0.991,,,,
"Paul Lake",1995,173,1995-06-22,0,1,,,1.071,1526.97,354.04,,
"Paul Lake",1995,173,1995-06-22,0.6,2,,,1.087,,,,
"Paul Lake",1995,173,1995-06-22,3.9,5,,,1.151,,,,
"Paul Lake",1995,173,1995-06-22,6,6,,,1.803,,,,
"Paul Lake",1995,177,1995-06-26,"Metalimnion",-2,4.19,,,,,0.53,0.04
"Paul Lake",1995,177,1995-06-26,"Epilimnion",-1,4.48,,,,,0.39,0.05
"Paul Lake",1995,177,1995-06-26,"Hypolimnion",7,5.06,,,,,3.14,0.38
"Paul Lake",1995,180,1995-06-29,4.3,5,,,1.522,,,,
"Paul Lake",1995,180,1995-06-29,1.6,3,,,1.531,,,,
"Paul Lake",1995,180,1995-06-29,3.1,4,,,1.545,,,,
"Paul Lake",1995,180,1995-06-29,0.8,2,,,1.554,,,,
"Paul Lake",1995,180,1995-06-29,0,1,,,1.557,1514.19,345.33,,
"Paul Lake",1995,180,1995-06-29,6.2,6,,,2.987,,,,
"Paul Lake",1995,184,1995-07-03,"Metalimnion",-2,3.45,,,,,0.55,0.05
"Paul Lake",1995,184,1995-07-03,"Epilimnion",-1,3.96,,,,,0.22,0.02
"Paul Lake",1995,184,1995-07-03,"Hypolimnion",7,5.71,,,,,2.83,0.37
"Paul Lake",1995,187,1995-07-06,0,1,,,1.237,1305.48,331.46,,
"Paul Lake",1995,187,1995-07-06,1.5,3,,,1.313,,,,
"Paul Lake",1995,187,1995-07-06,0.55,2,,,1.351,,,,
"Paul Lake",1995,187,1995-07-06,2.85,4,,,1.41,,,,
"Paul Lake",1995,187,1995-07-06,4.2,5,,,1.412,,,,
"Paul Lake",1995,187,1995-07-06,6.2,6,,,2.894,,,,
"Paul Lake",1995,191,1995-07-10,"Metalimnion",-2,3.91,,,,,0.52,0.05
"Paul Lake",1995,191,1995-07-10,"Epilimnion",-1,4.3,,,,,0.43,0.03
"Paul Lake",1995,191,1995-07-10,"Hypolimnion",7,7.65,,,,,3.23,0.41
"Paul Lake",1995,194,1995-07-13,0,1,,,1.15,1288.23,363.59,,
"Paul Lake",1995,194,1995-07-13,1.7,3,,,1.204,,,,
"Paul Lake",1995,194,1995-07-13,0.8,2,,,1.251,,,,
"Paul Lake",1995,194,1995-07-13,2.9,4,,,1.267,,,,
"Paul Lake",1995,194,1995-07-13,4.1,5,,,1.348,,,,
"Paul Lake",1995,194,1995-07-13,6.1,6,,,2.835,,,,
"Paul Lake",1995,198,1995-07-17,"Metalimnion",-2,3.94,,,,,0.77,0.11
"Paul Lake",1995,198,1995-07-17,"Epilimnion",-1,4.24,,,,,0.46,0.07
"Paul Lake",1995,198,1995-07-17,"Hypolimnion",7,6.23,,,,,2.78,0.39
"Paul Lake",1995,201,1995-07-20,1.5,3,,,1.321,,,,
"Paul Lake",1995,201,1995-07-20,0.7,2,,,1.365,,,,
