lakeid,year4,daynum,sampledate,depth,rep,sta,wtemp,o2,o2sat,cond,deck,light,frlight,chlor,phaeo,flagwtemp,flago2,flago2sat,flagcond,flagdeck,flaglight,flagfrlight,flagchlor,flagphaeo
"LR",1993,144,1993-05-24,0.000,2,2,,,,,,,,2.800,-0.100,,,,,,,,,
"LR",1993,144,1993-05-24,0.500,1,1,,,,,240,116.600,0.669,,,,,,,,,,,
"LR",1993,144,1993-05-24,0.500,1,2,,,,,336,184.600,0.703,,,,,,,,,,,
"LR",1993,144,1993-05-24,1.000,1,1,14.000,9.300,95.741,,249,82.300,0.456,,,,,,,,"K ",,,
"LR",1993,144,1993-05-24,1.000,1,2,14.800,9.500,99.519,,302,84.900,0.360,,,,,,,,"K ",,,
"LR",1993,144,1993-05-24,1.500,1,1,,,,,264,56.430,0.294,,,,,,,,"K ",,,
"LR",1993,144,1993-05-24,1.500,1,2,,,,,292,68.130,0.298,,,,,,,,"K ",,,
"LR",1993,144,1993-05-24,2.000,1,1,14.100,9.300,95.951,,276,63.600,0.317,2.200,0.500,,,,,,"K ",,,
"LR",1993,144,1993-05-24,2.000,1,2,14.800,9.500,99.519,,295,70.800,0.306,2.300,-0.100,,,,,,,,,
"LR",1993,144,1993-05-24,2.500,1,1,,,,,280,69.860,0.344,,,,,,,,"K ",,,
"LR",1993,144,1993-05-24,2.500,1,2,,,,,300,60.930,0.260,,,,,,,,,,,
"LR",1993,144,1993-05-24,3.000,1,1,14.100,9.200,94.919,,280,63.840,0.314,,,,,,,,"K ",,,
"LR",1993,144,1993-05-24,3.000,1,2,14.300,9.500,98.443,,309,54.580,0.226,,,,,,,,,,,
"LR",1993,144,1993-05-24,3.500,1,1,,,,,290,59.710,0.284,,,,,,,,"K ",,,
"LR",1993,144,1993-05-24,3.500,1,2,,,,,322,49.440,0.196,,,,,,,,,,,
"LR",1993,144,1993-05-24,4.000,1,1,12.800,9.400,94.232,,291,54.720,0.260,3.900,-0.300,,,,,,,,,
"LR",1993,144,1993-05-24,4.000,1,2,13.800,9.700,99.421,,331,42.370,0.164,4.500,1.100,,,,,,,,,
"LR",1993,144,1993-05-24,4.500,1,1,,,,,290,47.560,0.226,,,,,,,,,,,
"LR",1993,144,1993-05-24,4.500,1,2,,,,,335,35.670,0.136,,,,,,,,,,,
"LR",1993,144,1993-05-24,5.000,1,1,10.500,9.900,94.169,,288,41.430,0.198,,,,,,,,,,,
"LR",1993,144,1993-05-24,5.000,1,2,11.600,11.600,113.170,,319,28.650,0.115,,,,,,,,,,,
"LR",1993,144,1993-05-24,5.500,1,1,,,,,295,36.470,0.171,,,,,,,,,,,
"LR",1993,144,1993-05-24,5.500,1,2,,,,,313,19.560,0.080,,,,,,,,,,,
"LR",1993,144,1993-05-24,6.000,1,1,8.800,10.000,91.373,,301,32.020,0.147,3.900,1.300,,,,,,,,,
"LR",1993,144,1993-05-24,6.000,1,2,10.400,7.900,74.970,,317,12.070,0.049,24.200,1.900,,,,,,,,,
"LR",1993,144,1993-05-24,6.500,1,1,,,,,303,28.710,0.131,,,,,,,,,,,
"LR",1993,144,1993-05-24,7.000,1,1,8.200,9.600,86.456,,299,24.270,0.112,,,,,,,,,,,
"LR",1993,144,1993-05-24,7.500,1,1,,,,,289,18.790,0.090,,,,,,,,,,,
"LR",1993,144,1993-05-24,8.000,1,1,7.400,7.400,65.352,,292,15.460,0.073,8.500,2.300,,,,,,,,,
"LR",1993,144,1993-05-24,8.500,1,1,,,,,301,12.170,0.056,,,,,,,,,,,
"LR",1993,144,1993-05-24,9.000,1,1,7.200,5.000,43.939,,306,8.830,0.040,7.800,3.200,,,,,,,,,
"LR",1993,158,1993-06-07,0.000,1,1,14.600,9.600,100.130,18,285,64.580,1.000,2.800,0.400,,,,,,"K ",,,
"LR",1993,158,1993-06-07,0.000,1,2,15.200,9.800,103.550,11,609,510.900,1.000,-3.200,5.300,,,,,,,,"L",
"LR",1993,158,1993-06-07,0.500,1,1,,,,,289,23.210,0.359,,,,,,,,"K ",,,
"LR",1993,158,1993-06-07,0.500,1,2,,,,,608,336.500,0.659,,,,,,,,,,,
"LR",1993,158,1993-06-07,1.000,1,1,14.700,9.600,100.350,,286,15.750,0.246,,,,,,,,"K ",,,
"LR",1993,158,1993-06-07,1.000,1,2,15.300,9.800,103.770,,600,202.300,0.402,,,,,,,,,,,
"LR",1993,158,1993-06-07,1.500,1,1,,,,,285,33.550,0.527,,,,,,,,"K ",,,
"LR",1993,158,1993-06-07,1.500,1,2,,,,,586,167.700,0.341,,,,,,,,,,,
"LR",1993,158,1993-06-07,2.000,1,1,14.700,9.600,100.350,,288,30.410,0.472,3.200,-0.200,,,,,,"K ",,,
"LR",1993,158,1993-06-07,2.000,1,2,15.300,9.800,103.770,,572,137.700,0.287,2.700,-0.200,,,,,,,,,
"LR",1993,158,1993-06-07,2.500,1,1,,,,,294,22.650,0.345,,,,,,,,"K ",,,
"LR",1993,158,1993-06-07,2.500,1,2,,,,,559,106.200,0.226,,,,,,,,,,,
"LR",1993,158,1993-06-07,3.000,1,1,14.500,9.500,98.873,,297,17.740,0.268,,,,,,,,"K ",,,
"LR",1993,158,1993-06-07,3.000,1,2,14.900,9.800,102.880,,551,93.600,0.202,,,,,,,,,,,
"LR",1993,158,1993-06-07,3.500,1,1,,,,,300,26.000,0.387,,,,,,,,"K ",,,
"LR",1993,158,1993-06-07,3.500,1,2,,,,,584,85.900,0.175,,,,,,,,,,,
"LR",1993,158,1993-06-07,4.000,1,1,14.100,9.700,100.080,18,287,21.310,0.332,3.200,-0.200,,,,,,"K ",,,
"LR",1993,158,1993-06-07,4.000,1,2,14.700,9.800,102.440,11,623,71.900,0.137,4.400,-0.500,,,,,,,,,
"LR",1993,158,1993-06-07,4.500,1,1,,,,,277,13.800,0.223,,,,,,,,"K ",,,
"LR",1993,158,1993-06-07,4.500,1,2,,,,,640,62.720,0.117,,,,,,,,,,,
"LR",1993,158,1993-06-07,5.000,1,1,13.400,9.800,99.563,,268,11.600,0.194,,,,,,,,"K ",,,
"LR",1993,158,1993-06-07,5.000,1,2,14.000,9.200,94.711,,638,51.910,0.097,,,,,,,,,,,
"LR",1993,158,1993-06-07,5.500,1,1,,,,,267,9.890,0.166,,,,,,,,"K ",,,
"LR",1993,158,1993-06-07,5.500,1,2,,,,,628,38.450,0.073,,,,,,,,,,,
"LR",1993,158,1993-06-07,6.000,1,1,11.600,10.300,100.490,,271,8.270,0.136,6.100,1.300,,,,,,"K ",,,
"LR",1993,158,1993-06-07,6.000,1,2,13.200,7.700,77.882,12,604,27.380,0.054,8.300,0.800,,,,,,,,,
"LR",1993,158,1993-06-07,6.500,1,1,,,,,275,6.610,0.108,,,,,,,,"K ",,,
"LR",1993,158,1993-06-07,7.000,1,1,9.600,8.700,81.024,,279,4.960,0.079,,,,,,,,"K ",,,
"LR",1993,158,1993-06-07,7.500,1,1,,,,,284,3.800,0.060,,,,,,,,"K ",,,
"LR",1993,158,1993-06-07,8.000,1,1,8.600,3.300,30.008,20,288,8.800,0.137,29.400,2.000,,,,,,"K ",,"L","L "
"LR",1993,158,1993-06-07,8.000,2,1,,,,19,,,,23.500,9.100,,,,,,,,,
"LR",1993,158,1993-06-07,8.500,1,1,,,,,287,4.960,0.077,,,,,,,,"K ",,,
"LR",1993,158,1993-06-07,9.000,1,1,8.000,0.300,2.689,20,289,1.700,0.026,114.100,9.600,,,,,,"K ",,,
"LR",1993,172,1993-06-21,0.000,1,1,17.900,9.500,106.250,,459,301.300,1.000,10.100,0.400,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,0.000,1,2,18.800,9.400,107.080,,526,430.100,1.000,3.500,0.900,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,0.500,1,1,,,,,439,182.200,0.633,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,0.500,1,2,,,,,512,253.600,0.606,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,1.000,1,1,17.300,9.700,107.150,,431,99.800,0.353,,,,,,,"J ","M ",,,
"LR",1993,172,1993-06-21,1.000,1,2,18.500,9.500,107.560,,530,135.600,0.313,,,,,,,"J ","M ",,,
"LR",1993,172,1993-06-21,1.500,1,1,,,,,416,115.500,0.424,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,1.500,1,2,,,,,545,174.300,0.391,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,2.000,1,1,17.100,9.800,107.800,,402,103.500,0.393,4.000,0.800,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,2.000,1,2,18.300,9.600,108.250,,546,132.500,0.297,4.200,0.500,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,2.500,1,1,,,,,378,88.500,0.357,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,2.500,1,2,,,,,550,109.100,0.242,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,3.000,1,1,17.000,9.800,107.580,,345,70.900,0.313,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,3.000,1,2,17.200,9.700,106.920,,542,85.100,0.192,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,3.500,1,1,,,,,322,57.160,0.270,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,3.500,1,2,,,,,530,65.010,0.150,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,4.000,1,1,16.800,9.700,106.030,,313,44.030,0.215,4.700,-0.100,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,4.000,1,2,17.100,9.700,106.700,,503,51.500,0.125,4.400,0.800,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,4.500,1,1,,,,,311,41.490,0.203,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,4.500,1,2,,,,,483,38.270,0.097,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,5.000,1,1,15.300,10.900,115.420,,319,34.110,0.163,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,5.000,1,2,15.700,9.400,100.390,,461,28.440,0.075,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,5.500,1,1,,,,,337,26.160,0.118,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,5.500,1,2,,,,,450,19.910,0.054,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,6.000,1,1,13.700,10.900,111.480,,341,20.810,0.093,119.900,-4.500,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,6.000,1,2,14.500,5.400,56.202,,448,13.190,0.036,11.400,0.100,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,6.500,1,1,,,,,364,16.520,0.069,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,7.000,1,1,10.700,8.700,83.140,,410,13.270,0.049,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,7.500,1,1,,,,,469,12.190,0.040,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,8.000,1,1,9.700,4.400,41.075,,578,10.540,0.028,28.400,3.800,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,8.000,2,1,,,,,,,,30.600,3.300,,,,,,,,,
"LR",1993,172,1993-06-21,8.500,1,1,,,,,716,6.870,0.015,,,,,,,"J ","J",,,
"LR",1993,172,1993-06-21,9.000,1,1,8.800,2.300,21.016,,800,4.540,0.009,31.800,8.900,,,,,,,,,
"LR",1993,186,1993-07-05,0.000,1,1,20.300,8.400,98.613,16,448,387.200,1.000,2.900,-0.200,,,,,,,,,
"LR",1993,186,1993-07-05,0.000,1,2,21.200,7.900,94.403,10,750,715.000,1.000,3.200,-0.100,,,,,,,,,
"LR",1993,186,1993-07-05,0.500,1,1,,,,,443,302.800,0.791,,,,,,,,,,,
"LR",1993,186,1993-07-05,0.500,1,2,,,,,681,445.100,0.685,,,,,,,,,,,
"LR",1993,186,1993-07-05,1.000,1,1,20.400,8.400,98.809,,444,203.300,0.530,,,,,,,,,,,
"LR",1993,186,1993-07-05,1.000,1,2,21.100,7.900,94.218,,646,150.300,0.244,,,,,,,,"K ",,,
"LR",1993,186,1993-07-05,1.500,1,1,,,,,439,157.400,0.415,,,,,,,,,,,
"LR",1993,186,1993-07-05,1.500,1,2,,,,,600,121.800,0.213,,,,,,,,"K ",,,
"LR",1993,186,1993-07-05,2.000,1,1,20.600,8.400,99.201,,436,126.700,0.336,2.600,0.400,,,,,,,,,
"LR",1993,186,1993-07-05,2.000,1,2,20.700,8.000,94.663,,562,132.400,0.247,3.100,-0.100,,,,,,"K ",,,
"LR",1993,186,1993-07-05,2.500,1,1,,,,,443,111.700,0.292,,,,,,,,,,,
"LR",1993,186,1993-07-05,2.500,1,2,,,,,548,113.900,0.218,,,,,,,,"K ",,,
"LR",1993,186,1993-07-05,3.000,1,1,20.100,8.300,97.053,,443,106.300,0.278,,,,,,,,,,,
"LR",1993,186,1993-07-05,3.000,1,2,20.100,8.000,93.545,,536,93.700,0.183,,,,,,,,"K ",,,
"LR",1993,186,1993-07-05,3.500,1,1,,,,,449,90.800,0.234,,,,,,,,,,,
"LR",1993,186,1993-07-05,3.500,1,2,,,,,527,79.400,0.158,,,,,,,,,,,
"LR",1993,186,1993-07-05,4.000,1,1,19.100,8.600,98.564,16,454,82.600,0.211,3.430,0.300,,,,,,,,,
"LR",1993,186,1993-07-05,4.000,1,2,19.500,7.900,91.274,10,532,62.330,0.123,4.900,-0.100,,,,,,,,,
"LR",1993,186,1993-07-05,4.500,1,1,,,,,473,67.090,0.164,,,,,,,,,,,
"LR",1993,186,1993-07-05,4.500,1,2,,,,,522,48.310,0.097,,,,,,,,,,,
"LR",1993,186,1993-07-05,5.000,1,1,18.000,8.900,99.741,,496,58.230,0.136,,,,,,,,,,,
"LR",1993,186,1993-07-05,5.000,1,2,17.800,8.400,93.751,,495,34.640,0.073,,,,,,,,,,,
"LR",1993,186,1993-07-05,5.500,1,1,,,,,521,48.210,0.107,,,,,,,,,,,
"LR",1993,186,1993-07-05,5.500,1,2,,,,,486,23.320,0.050,,,,,,,,,,,
"LR",1993,186,1993-07-05,6.000,1,1,14.500,10.100,105.120,,565,40.250,0.083,13.400,-0.400,,,,,,,,,
"LR",1993,186,1993-07-05,6.000,1,2,15.700,2.400,25.632,15,479,14.250,0.031,14.400,-1.200,,,,,,,,,
"LR",1993,186,1993-07-05,6.000,2,2,,,,15,,,,,,,,,,,,,,
"LR",1993,186,1993-07-05,6.500,1,1,,,,,602,33.070,0.064,,,,,,,,,,,
"LR",1993,186,1993-07-05,7.000,1,1,11.400,4.700,45.646,,634,27.460,0.050,,,,,,,,,,,
"LR",1993,186,1993-07-05,7.500,1,1,,,,,650,18.660,0.033,,,,,,,,,,,
"LR",1993,186,1993-07-05,8.000,1,1,9.700,0.500,4.668,19,659,11.560,0.020,55.300,34.630,,,,,,,,,
"LR",1993,186,1993-07-05,8.500,1,1,,,,,661,5.210,0.009,,,,,,,,,,,
"LR",1993,186,1993-07-05,9.000,1,1,8.300,0.500,4.514,21,651,0.800,0.001,45.800,69.900,,,,,,,,,
"LR",1993,200,1993-07-19,0.000,1,1,23.500,8.400,104.920,,2193,1940.000,1.000,1.500,-0.500,,,,,,,,,
"LR",1993,200,1993-07-19,0.000,1,2,23.500,8.100,101.170,,1549,1350.000,1.000,1.700,-0.400,,,,,,,,,
"LR",1993,200,1993-07-19,0.500,1,1,,,,,2167,1732.000,0.903,,,,,,,,,,,
"LR",1993,200,1993-07-19,0.500,1,2,,,,,1472,1119.000,0.871,,,,,,,,,,,
"LR",1993,200,1993-07-19,1.000,1,1,23.200,8.500,105.570,,2156,1654.000,0.868,,,,,,,,,,,
"LR",1993,200,1993-07-19,1.000,1,2,23.500,8.100,101.170,,1458,685.700,0.540,,,,,,,,,,,
"LR",1993,200,1993-07-19,1.500,1,1,,,,,2084,1109.000,0.602,,,,,,,,,,,
"LR",1993,200,1993-07-19,1.500,1,2,,,,,1401,375.700,0.314,,,,,,,,"K ",,,
"LR",1993,200,1993-07-19,2.000,1,1,22.700,8.800,108.260,,1649,557.400,0.380,2.400,-1.000,,,,,,"K ",,,
"LR",1993,200,1993-07-19,2.000,1,2,23.200,8.200,101.840,,1462,458.000,0.359,1.800,-0.500,,,,,,"K ",,,
"LR",1993,200,1993-07-19,2.500,1,1,,,,,2211,771.000,0.393,,,,,,,,"K ",,,
"LR",1993,200,1993-07-19,2.500,1,2,,,,,1512,465.300,0.353,,,,,,,,"K ",,,
"LR",1993,200,1993-07-19,3.000,1,1,22.300,8.900,108.650,,2285,775.000,0.383,,,,,,,,"K ",,,
"LR",1993,200,1993-07-19,3.000,1,2,22.800,8.000,98.603,,1571,289.500,0.211,,,,,,,,,,,
"LR",1993,200,1993-07-19,3.500,1,1,,,,,2269,652.700,0.325,,,,,,,,,,,
"LR",1993,200,1993-07-19,3.500,1,2,,,,,1615,290.100,0.206,,,,,,,,,,,
"LR",1993,200,1993-07-19,4.000,1,1,21.900,9.000,109.020,,2286,520.200,0.257,2.700,-0.800,,,,,,,,,
"LR",1993,200,1993-07-19,4.000,1,2,22.200,7.800,95.037,,1567,243.500,0.178,1.700,0.700,,,,,,,,"L","L "
"LR",1993,200,1993-07-19,4.000,2,2,,,,,,,,3.200,-1.000,,,,,,,,,
"LR",1993,200,1993-07-19,4.500,1,1,,,,,766,134.400,0.197,,,,,,,,,,,
"LR",1993,200,1993-07-19,4.500,1,2,,,,,930,105.500,0.129,,,,,,,,,,,
"LR",1993,200,1993-07-19,5.000,1,1,21.200,8.900,106.350,,564,82.000,0.163,,,,,,,,,,,
"LR",1993,200,1993-07-19,5.000,1,2,20.900,7.600,90.285,,1550,122.300,0.090,,,,,,,,,,,
"LR",1993,200,1993-07-19,5.500,1,1,,,,,466,51.520,0.125,,,,,,,,,,,
"LR",1993,200,1993-07-19,5.500,1,2,,,,,1404,80.100,0.065,,,,,,,,,,,
"LR",1993,200,1993-07-19,6.000,1,1,17.500,10.400,115.360,,453,41.690,0.104,6.100,-1.100,,,,,,,,,
"LR",1993,200,1993-07-19,6.000,1,2,17.900,2.600,29.078,,1578,42.940,0.031,18.400,7.500,,,,,,,,,
"LR",1993,200,1993-07-19,6.500,1,1,,,,,461,35.260,0.086,,,,,,,,,,,
"LR",1993,200,1993-07-19,7.000,1,1,13.600,6.900,70.411,,480,29.560,0.070,,,,,,,,,,,
"LR",1993,200,1993-07-19,7.500,1,1,,,,,513,25.260,0.056,,,,,,,,,,,
"LR",1993,200,1993-07-19,8.000,1,1,11.500,1.200,11.681,,541,20.300,0.042,36.100,-8.100,,,,,,,,,
"LR",1993,200,1993-07-19,8.500,1,1,,,,,2269,41.550,0.021,,,,,,,,,,,
"LR",1993,200,1993-07-19,9.000,1,1,9.600,0.500,4.657,,2131,4.760,0.003,191.900,-10.600,,,,,,,,,
"LR",1993,214,1993-08-02,0.000,1,1,22.500,7.900,96.812,17,319,346.800,1.000,2.800,-0.900,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,0.000,1,2,22.300,6.800,83.012,11,554,634.900,1.000,3.700,-1.200,,,,,"J ","J",,,
"LR",1993,214,1993-08-02,0.000,2,2,,,,11,,,,4.200,-1.300,,,,,,,,,
"LR",1993,214,1993-08-02,0.500,1,1,,,,,287,217.500,0.697,,,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,0.500,1,2,,,,,581,375.600,0.564,,,,,,,"J ","J",,,
"LR",1993,214,1993-08-02,1.000,1,1,22.500,7.900,96.812,,250,132.400,0.487,,,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,1.000,1,2,22.300,6.700,81.792,,552,265.300,0.419,,,,,,,"J ","J",,,
"LR",1993,214,1993-08-02,1.500,1,1,,,,,242,68.950,0.262,,,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,1.500,1,2,,,,,546,171.900,0.275,,,,,,,"J ","J",,,
"LR",1993,214,1993-08-02,2.000,1,1,22.500,7.900,96.812,,246,71.600,0.268,2.900,-1.100,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,2.000,1,2,22.400,6.600,80.726,,526,133.400,0.221,3.500,-0.800,,,,,"J ","J",,,
"LR",1993,214,1993-08-02,2.500,1,1,,,,,247,75.200,0.280,,,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,2.500,1,2,,,,,500,100.600,0.176,,,,,,,"J ","J",,,
"LR",1993,214,1993-08-02,3.000,1,1,22.400,7.900,96.627,,265,71.000,0.247,,,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,3.000,1,2,22.300,6.700,81.792,,495,87.800,0.155,,,,,,,"J ","J",,,
"LR",1993,214,1993-08-02,3.500,1,1,,,,,926,288.000,0.287,,,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,3.500,1,2,,,,,506,73.900,0.127,,,,,,,"J ","J",,,
"LR",1993,214,1993-08-02,4.000,1,1,22.400,7.900,96.627,17,1184,230.200,0.179,3.100,-1.100,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,4.000,1,2,22.300,6.700,81.792,11,525,62.580,0.104,9.000,-3.800,,,,,"J ","J",,,
"LR",1993,214,1993-08-02,4.500,1,1,,,,,936,177.700,0.175,,,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,4.500,1,2,,,,,1570,142.700,0.079,,,,,,,"J ","J",,,
"LR",1993,214,1993-08-02,5.000,1,1,22.200,7.900,96.255,,1007,171.700,0.157,,,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,5.000,1,2,22.200,6.700,81.634,,555,43.370,0.068,,,,,,,"J ","J",,,
"LR",1993,214,1993-08-02,5.500,1,1,,,,,959,138.800,0.133,,,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,5.500,1,2,,,,,527,33.970,0.056,,,,,,,"J ","J",,,
"LR",1993,214,1993-08-02,6.000,1,1,21.300,7.400,88.601,,925,111.200,0.111,15.700,-5.600,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,6.000,1,2,20.800,2.900,34.383,11,602,29.680,0.043,171.100,-74.000,,,,,"J ","J",,,
"LR",1993,214,1993-08-02,6.500,1,1,,,,,853,83.500,0.090,,,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,7.000,1,1,16.000,7.600,81.688,,808,59.000,0.067,,,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,7.500,1,1,,,,,819,43.120,0.049,,,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,8.000,1,1,12.800,2.000,20.049,20,889,30.370,0.032,56.300,-8.200,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,8.500,1,1,,,,,1085,20.510,0.017,,,,,,,"J ","M ",,,
"LR",1993,214,1993-08-02,9.000,1,1,11.100,0.700,6.752,23,,,,356.600,-64.100,,,,,,,,,
"LR",1993,228,1993-08-16,0.000,1,1,23.200,8.000,99.358,,1259,1495.000,1.000,1.800,-0.600,,,,,,,,"J","J "
"LR",1993,228,1993-08-16,0.000,1,2,23.200,7.800,96.874,,624,796.000,1.000,4.100,-1.400,,,,,,,,"J","J "
"LR",1993,228,1993-08-16,0.500,1,1,,,,,1206,674.900,0.471,,,,,,,,,,,
"LR",1993,228,1993-08-16,0.500,1,2,,,,,660,400.100,0.475,,,,,,,,,,,
"LR",1993,228,1993-08-16,1.000,1,1,22.800,7.900,97.371,,987,319.000,0.272,,,,,,,,"K ",,,
"LR",1993,228,1993-08-16,1.000,1,2,23.100,7.900,97.929,,707,326.600,0.363,,,,,,,,,,,
"LR",1993,228,1993-08-16,1.500,1,1,,,,,932,271.400,0.245,,,,,,,,"K ",,,
"LR",1993,228,1993-08-16,1.500,1,2,,,,,754,241.100,0.251,,,,,,,,,,,
"LR",1993,228,1993-08-16,2.000,1,1,22.700,8.100,99.645,,879,287.800,0.276,2.700,-0.900,,,,,,"K ",,"J","J "
"LR",1993,228,1993-08-16,2.000,1,2,23.000,7.900,97.743,,788,202.800,0.202,4.100,-0.500,,,,,,,,"J","J "
"LR",1993,228,1993-08-16,2.500,1,1,,,,,849,234.900,0.233,,,,,,,,"K ",,,
"LR",1993,228,1993-08-16,2.500,1,2,,,,,754,161.200,0.168,,,,,,,,,,,
"LR",1993,228,1993-08-16,3.000,1,1,22.500,8.100,99.263,,840,208.500,0.209,,,,,,,,,,,
"LR",1993,228,1993-08-16,3.000,1,2,22.500,8.100,99.263,,783,130.800,0.131,,,,,,,,,,,
"LR",1993,228,1993-08-16,3.500,1,1,,,,,793,173.000,0.184,,,,,,,,,,,
"LR",1993,228,1993-08-16,3.500,1,2,,,,,753,108.200,0.113,,,,,,,,,,,
"LR",1993,228,1993-08-16,4.000,1,1,21.800,8.300,100.350,,865,169.400,0.165,4.200,-1.900,,,,,,,,"J","J "
"LR",1993,228,1993-08-16,4.000,1,2,21.700,8.100,97.741,,723,84.800,0.092,9.500,-3.800,,,,,,,,"J","J "
"LR",1993,228,1993-08-16,4.500,1,1,,,,,916,154.300,0.142,,,,,,,,,,,
"LR",1993,228,1993-08-16,4.500,1,2,,,,,729,70.500,0.076,,,,,,,,,,,
"LR",1993,228,1993-08-16,5.000,1,1,21.400,8.300,99.571,,922,132.700,0.121,,,,,,,,,,,
"LR",1993,228,1993-08-16,5.000,1,2,20.900,7.400,87.909,,802,59.800,0.059,,,,,,,,,,,
"LR",1993,228,1993-08-16,5.500,1,1,,,,,929,112.100,0.102,,,,,,,,,,,
"LR",1993,228,1993-08-16,5.500,1,2,,,,,867,49.170,0.044,,,,,,,,,,,
"LR",1993,228,1993-08-16,6.000,1,1,20.400,8.200,96.456,,890,92.300,0.087,9.500,-3.400,,,,,,,,"J","J "
"LR",1993,228,1993-08-16,6.000,1,2,20.200,2.900,33.978,,788,29.730,0.030,95.300,-36.900,,,,,,,,"J","J "
"LR",1993,228,1993-08-16,6.500,1,1,,,,,904,78.600,0.073,,,,,,,,,,,
"LR",1993,228,1993-08-16,7.000,1,1,18.000,7.200,80.690,,802,54.870,0.058,,,,,,,,,,,
"LR",1993,228,1993-08-16,7.500,1,1,,,,,738,37.620,0.043,,,,,,,,,,,
"LR",1993,228,1993-08-16,8.000,1,1,14.000,3.400,35.002,,737,24.760,0.028,95.200,-20.900,,,,,,,,"J","M "
"LR",1993,228,1993-08-16,8.000,2,1,,,,,,,,82.500,-24.200,,,,,,,,,
"LR",1993,228,1993-08-16,8.500,1,1,,,,,777,12.470,0.014,,,,,,,,,,,
"LR",1993,228,1993-08-16,9.000,1,1,11.600,0.700,6.829,,824,2.650,0.003,303.100,-44.200,,,,,,,,"J","J "
"LR",1993,242,1993-08-30,0.000,1,1,22.400,7.900,96.627,17,159,159.900,1.000,5.700,-1.900,,,,,,,,,
"LR",1993,242,1993-08-30,0.000,1,2,22.500,6.700,82.107,11,1222,1270.000,1.000,4.000,-1.000,,,,,"J ","J",,,
"LR",1993,242,1993-08-30,0.500,1,1,,,,,162,76.500,0.471,,,,,,,,,,,
"LR",1993,242,1993-08-30,0.500,1,2,,,,,1191,682.500,0.552,,,,,,,"J ","J",,,
"LR",1993,242,1993-08-30,1.000,1,1,22.400,7.900,96.627,,174,61.080,0.349,,,,,,,,,,,
"LR",1993,242,1993-08-30,1.000,1,2,22.600,6.700,82.264,,1150,551.100,0.461,,,,,,,"J ","J",,,
"LR",1993,242,1993-08-30,1.500,1,1,,,,,172,49.740,0.287,,,,,,,,,,,
"LR",1993,242,1993-08-30,1.500,1,2,,,,,1157,402.100,0.334,,,,,,,"J ","J",,,
"LR",1993,242,1993-08-30,2.000,1,1,22.500,7.900,96.812,,159,39.630,0.248,4.900,-1.300,,,,,,,,,
"LR",1993,242,1993-08-30,2.000,1,2,22.600,6.600,81.037,,1074,317.500,0.285,4.700,-1.300,,,,,"J ","J",,,
"LR",1993,242,1993-08-30,2.500,1,1,,,,,142,31.160,0.218,,,,,,,,,,,
