lakeid,year4,daynum,sampledate,depth,rep,sta,wtemp,o2,o2sat,cond,deck,light,frlight,chlor,phaeo,flagwtemp,flago2,flago2sat,flagcond,flagdeck,flaglight,flagfrlight,flagchlor,flagphaeo
"LR",2000,31,2000-01-31,0.000,1,1,0.500,11.100,81.700,,272,2.350,1.000,6.300,2.800,,,,,,,,,
"LR",2000,31,2000-01-31,0.000,1,2,0.600,12.700,93.800,,303,2.240,1.000,3.500,1.300,,,,,,,,,
"LR",2000,31,2000-01-31,0.500,1,1,,,,,271,2.000,0.852,,,,,,,,,,,
"LR",2000,31,2000-01-31,0.500,1,2,,,,,301,1.400,0.627,,,,,,,,,,,
"LR",2000,31,2000-01-31,1.000,1,1,2.900,9.000,70.800,,271,0.170,0.073,,,,,,,,,,,
"LR",2000,31,2000-01-31,1.000,1,2,3.600,5.300,42.500,,301,1.130,0.505,,,,,,,,,,,
"LR",2000,31,2000-01-31,1.500,1,1,,,,,269,-0.560,-0.240,,,,,,,,,,,
"LR",2000,31,2000-01-31,1.500,1,2,,,,,307,0.160,0.070,,,,,,,,,,,
"LR",2000,31,2000-01-31,2.000,1,1,4.100,7.100,57.700,,,,,0.900,2.600,,,,,,,,,
"LR",2000,31,2000-01-31,2.000,1,2,4.100,4.900,39.800,,315,-0.100,-0.044,0.700,2.700,,,,,,,,,
"LR",2000,31,2000-01-31,3.000,1,1,4.100,6.800,55.200,,,,,,,,,,,,,,,
"LR",2000,31,2000-01-31,3.000,1,2,4.200,4.800,39.100,,,,,,,,,,,,,,,
"LR",2000,31,2000-01-31,4.000,1,1,4.200,6.800,55.400,,,,,0.500,2.700,,,,,,,,,
"LR",2000,31,2000-01-31,4.000,1,2,4.200,4.800,39.100,,,,,0.500,2.800,,,,,,,,,
"LR",2000,31,2000-01-31,5.000,1,1,4.200,6.300,51.300,,,,,,,,,,,,,,,
"LR",2000,31,2000-01-31,5.000,1,2,4.200,4.800,39.100,,,,,,,,,,,,,,,
"LR",2000,31,2000-01-31,6.000,1,1,4.300,5.500,44.900,,,,,0.300,2.900,,,,,,,,,
"LR",2000,31,2000-01-31,6.000,1,2,4.200,4.600,37.500,,,,,0.400,2.800,,,,,,,,,
"LR",2000,31,2000-01-31,6.000,2,2,,,,,,,,0.500,2.800,,,,,,,,,
"LR",2000,31,2000-01-31,7.000,1,1,4.400,3.900,31.900,,,,,,,,,,,,,,,
"LR",2000,31,2000-01-31,8.000,1,1,4.500,1.600,13.100,,,,,4.000,7.900,,,,,,,,,
"LR",2000,31,2000-01-31,9.000,1,1,4.700,0.200,1.600,,,,,44.700,22.200,,,,,,,,,
"LR",2000,62,2000-03-02,0.000,1,1,1.300,9.700,73.000,16,1337,303.600,1.000,0.600,1.400,,,,,,,,,
"LR",2000,62,2000-03-02,0.000,1,2,1.600,9.100,69.100,14,1386,387.100,1.000,0.500,1.200,,,,,,,,,
"LR",2000,62,2000-03-02,0.000,2,1,,,,17,,,,1.400,1.600,,,,,,,,,
"LR",2000,62,2000-03-02,0.500,1,1,,,,,1337,249.900,0.823,,,,,,,,,,,
"LR",2000,62,2000-03-02,0.500,1,2,,,,,1419,338.000,0.853,,,,,,,,,,,
"LR",2000,62,2000-03-02,1.000,1,1,3.700,5.700,45.800,,1338,164.500,0.541,,,,,,,,,,,
"LR",2000,62,2000-03-02,1.000,1,2,4.000,3.500,28.300,,1394,219.400,0.564,,,,,,,,,,,
"LR",2000,62,2000-03-02,1.500,1,1,,,,,1339,90.100,0.296,,,,,,,,,,,
"LR",2000,62,2000-03-02,1.500,1,2,,,,,1367,155.800,0.408,,,,,,,,,,,
"LR",2000,62,2000-03-02,2.000,1,1,4.100,5.200,42.200,,1338,73.100,0.241,1.300,2.000,,,,,,,,,
"LR",2000,62,2000-03-02,2.000,1,2,4.300,3.300,26.900,,1357,106.700,0.282,1.600,2.300,,,,,,,,,
"LR",2000,62,2000-03-02,2.500,1,1,,,,,1339,50.120,0.165,,,,,,,,,,,
"LR",2000,62,2000-03-02,2.500,1,2,,,,,1265,70.600,0.200,,,,,,,,,,,
"LR",2000,62,2000-03-02,3.000,1,1,4.200,5.100,41.500,,1341,36.480,0.120,,,,,,,,,,,
"LR",2000,62,2000-03-02,3.000,1,2,4.300,3.200,26.100,,1236,49.260,0.143,,,,,,,,,,,
"LR",2000,62,2000-03-02,3.500,1,1,,,,,1340,24.960,0.082,,,,,,,,,,,
"LR",2000,62,2000-03-02,3.500,1,2,,,,,1214,35.010,0.103,,,,,,,,,,,
"LR",2000,62,2000-03-02,4.000,1,1,4.200,5.100,41.500,15,1341,18.430,0.061,1.300,2.300,,,,,,,,,
"LR",2000,62,2000-03-02,4.000,1,2,4.300,3.200,26.100,14,1092,23.680,0.078,1.100,2.700,,,,,,,,,
"LR",2000,62,2000-03-02,4.500,1,1,,,,,1340,13.070,0.043,,,,,,,,,,,
"LR",2000,62,2000-03-02,4.500,1,2,,,,,1029,16.470,0.057,,,,,,,,,,,
"LR",2000,62,2000-03-02,5.000,1,1,4.200,5.000,40.700,,1340,9.830,0.032,,,,,,,,,,,
"LR",2000,62,2000-03-02,5.000,1,2,4.300,3.100,25.300,,939,11.310,0.043,,,,,,,,,,,
"LR",2000,62,2000-03-02,5.500,1,1,,,,,1340,7.370,0.024,,,,,,,,,,,
"LR",2000,62,2000-03-02,5.500,1,2,,,,,983,8.680,0.032,,,,,,,,,,,
"LR",2000,62,2000-03-02,6.000,1,1,4.200,5.000,40.700,,1339,5.100,0.017,0.900,2.800,,,,,,,,,
"LR",2000,62,2000-03-02,6.000,1,2,4.300,3.000,24.500,14,922,5.880,0.023,2.100,0.900,,,,,,,,,
"LR",2000,62,2000-03-02,6.500,1,1,,,,,1340,3.970,0.013,,,,,,,,,,,
"LR",2000,62,2000-03-02,7.000,1,1,4.400,2.400,19.600,,1340,3.050,0.010,,,,,,,,,,,
"LR",2000,62,2000-03-02,7.500,1,1,,,,,1340,2.090,0.007,,,,,,,,,,,
"LR",2000,62,2000-03-02,8.000,1,1,4.500,1.000,8.200,,1339,1.650,0.005,4.000,7.500,,,,,,,,,
"LR",2000,62,2000-03-02,8.500,1,1,,,,,1339,0.570,0.002,,,,,,,,,,,
"LR",2000,62,2000-03-02,9.000,1,1,4.700,0.100,0.800,22,1338,0.570,0.002,49.200,24.400,,,,,,,,,
"LR",2000,91,2000-03-31,0.000,1,1,5.100,9.000,75.000,14,259,150.900,1.000,8.400,4.300,,,,,,,,,
"LR",2000,91,2000-03-31,0.000,1,2,6.100,11.400,97.500,12,556,347.000,1.000,5.400,2.500,,,,,,,,,"L"
"LR",2000,91,2000-03-31,0.000,2,2,,,,12,,,,4.900,3.800,,,,,,,,,
"LR",2000,91,2000-03-31,0.500,1,1,,,,,262,103.900,0.681,,,,,,,,,,,
"LR",2000,91,2000-03-31,0.500,1,2,,,,,589,266.800,0.726,,,,,,,,,,,
"LR",2000,91,2000-03-31,1.000,1,1,5.000,9.100,75.600,,262,63.640,0.417,,,,,,,,,,,
"LR",2000,91,2000-03-31,1.000,1,2,5.800,11.700,99.300,,767,255.300,0.533,,,,,,,,,,,
"LR",2000,91,2000-03-31,1.500,1,1,,,,,264,58.180,0.378,,,,,,,,,,,
"LR",2000,91,2000-03-31,1.500,1,2,,,,,1259,355.900,0.452,,,,,,,,,,,
"LR",2000,91,2000-03-31,2.000,1,1,4.800,9.100,75.300,,266,39.030,0.252,8.500,4.000,,,,,,,,,
"LR",2000,91,2000-03-31,2.000,1,2,5.600,11.700,98.800,,561,109.200,0.312,5.200,2.300,,,,,,,,,
"LR",2000,91,2000-03-31,2.500,1,1,,,,,268,22.690,0.145,,,,,,,,,,,
"LR",2000,91,2000-03-31,2.500,1,2,,,,,547,80.900,0.237,,,,,,,,,,,
"LR",2000,91,2000-03-31,3.000,1,1,4.700,8.900,73.400,,270,16.940,0.108,,,,,,,,,,,
"LR",2000,91,2000-03-31,3.000,1,2,5.400,11.600,97.400,,539,61.420,0.183,,,,,,,,,,,
"LR",2000,91,2000-03-31,3.500,1,1,,,,,271,12.420,0.079,,,,,,,,,,,
"LR",2000,91,2000-03-31,3.500,1,2,,,,,518,46.490,0.144,,,,,,,,,,,
"LR",2000,91,2000-03-31,4.000,1,1,4.600,8.900,73.200,14,273,7.820,0.049,8.300,3.700,,,,,,,,,
"LR",2000,91,2000-03-31,4.000,1,2,5.400,11.700,98.300,12,513,34.710,0.108,6.600,1.000,,,,,,,,,
"LR",2000,91,2000-03-31,4.500,1,1,,,,,274,9.510,0.060,,,,,,,,,,,
"LR",2000,91,2000-03-31,4.500,1,2,,,,,492,25.890,0.084,,,,,,,,,,,
"LR",2000,91,2000-03-31,5.000,1,1,4.500,8.900,73.000,,275,4.410,0.027,,,,,,,,,,,
"LR",2000,91,2000-03-31,5.000,1,2,5.200,11.700,97.800,,449,18.050,0.064,,,,,,,,,,,
"LR",2000,91,2000-03-31,5.500,1,1,,,,,276,2.910,0.018,,,,,,,,,,,
"LR",2000,91,2000-03-31,5.500,1,2,,,,,457,13.170,0.046,,,,,,,,,,,
"LR",2000,91,2000-03-31,6.000,1,1,4.400,8.900,72.800,,276,2.370,0.015,8.700,3.800,,,,,,,,,
"LR",2000,91,2000-03-31,6.000,1,2,4.600,10.700,88.000,12,447,10.070,0.036,6.100,3.200,,,,,,,,,
"LR",2000,91,2000-03-31,6.500,1,1,,,,,277,1.130,0.007,,,,,,,,,,,
"LR",2000,91,2000-03-31,7.000,1,1,4.300,8.400,68.600,,277,0.740,0.005,,,,,,,,,,,
"LR",2000,91,2000-03-31,7.500,1,1,,,,,277,5.430,0.034,,,,,,,,,,,
"LR",2000,91,2000-03-31,8.000,1,1,4.300,8.400,68.600,,,,,8.000,4.400,,,,,,,,,
"LR",2000,91,2000-03-31,9.000,1,1,4.300,8.000,65.300,14,,,,8.400,4.900,,,,,,,,,
"LR",2000,117,2000-04-26,0.000,1,1,11.800,11.900,116.600,,1618,1211.000,1.000,5.000,1.100,,,,,,,,,
"LR",2000,117,2000-04-26,0.000,1,2,13.000,11.900,119.800,,1729,1355.000,1.000,2.500,1.500,,,,,,,,,
"LR",2000,117,2000-04-26,0.500,1,1,,,,,1666,922.000,0.739,,,,,,,,,,,
"LR",2000,117,2000-04-26,0.500,1,2,,,,,1748,1102.000,0.804,,,,,,,,,,,
"LR",2000,117,2000-04-26,1.000,1,1,11.600,12.100,118.100,,1650,655.000,0.530,,,,,,,,,,,
"LR",2000,117,2000-04-26,1.000,1,2,12.200,12.200,120.700,,1804,902.000,0.638,,,,,,,,,,,
"LR",2000,117,2000-04-26,1.500,1,1,,,,,1625,389.700,0.320,,,,,,,,,,,
"LR",2000,117,2000-04-26,1.500,1,2,,,,,1785,612.200,0.438,,,,,,,,,,,
"LR",2000,117,2000-04-26,2.000,1,1,9.300,12.900,119.300,,1599,231.000,0.193,8.900,1.400,,,,,,,,,
"LR",2000,117,2000-04-26,2.000,1,2,9.900,13.200,123.800,,1735,541.100,0.398,4.400,2.800,,,,,,,,,
"LR",2000,117,2000-04-26,2.500,1,1,,,,,1651,175.900,0.142,,,,,,,,,,,
"LR",2000,117,2000-04-26,2.500,1,2,,,,,1723,421.500,0.312,,,,,,,,,,,
"LR",2000,117,2000-04-26,3.000,1,1,7.400,13.700,121.000,,1645,124.600,0.101,,,,,,,,,,,
"LR",2000,117,2000-04-26,3.000,1,2,8.300,13.700,123.700,,1730,299.700,0.221,,,,,,,,,,,
"LR",2000,117,2000-04-26,3.500,1,1,,,,,1653,104.200,0.084,,,,,,,,,,,
"LR",2000,117,2000-04-26,3.500,1,2,,,,,1727,213.500,0.158,,,,,,,,,,,
"LR",2000,117,2000-04-26,4.000,1,1,6.000,13.300,113.400,,1653,67.880,0.055,10.900,2.600,,,,,,,,,
"LR",2000,117,2000-04-26,4.000,1,2,7.100,13.700,120.100,,1718,178.400,0.132,7.100,3.700,,,,,,,,,
"LR",2000,117,2000-04-26,4.500,1,1,,,,,1636,49.840,0.041,,,,,,,,,,,
"LR",2000,117,2000-04-26,4.500,1,2,,,,,1715,131.000,0.097,,,,,,,,,,,
"LR",2000,117,2000-04-26,5.000,1,1,5.700,13.300,112.600,,1645,36.850,0.030,,,,,,,,,,,
"LR",2000,117,2000-04-26,5.000,1,2,6.300,13.300,114.300,,1707,110.700,0.083,,,,,,,,,,,
"LR",2000,117,2000-04-26,5.500,1,1,,,,,1639,27.290,0.022,,,,,,,,,,,
"LR",2000,117,2000-04-26,5.500,1,2,,,,,1710,77.100,0.058,,,,,,,,,,,
"LR",2000,117,2000-04-26,6.000,1,1,5.400,12.900,108.300,,1626,18.890,0.016,10.400,3.200,,,,,,,,"JK","JK"
"LR",2000,117,2000-04-26,6.000,1,2,6.000,11.700,99.800,,1701,64.360,0.048,11.400,4.500,,,,,,,,,
"LR",2000,117,2000-04-26,6.500,1,1,,,,,1631,14.660,0.012,,,,,,,,,,,
"LR",2000,117,2000-04-26,7.000,1,1,5.200,11.800,98.600,,1637,10.190,0.008,,,,,,,,,,,
"LR",2000,117,2000-04-26,7.500,1,1,,,,,1612,7.880,0.007,,,,,,,,,,,
"LR",2000,117,2000-04-26,8.000,1,1,5.100,10.900,90.800,,1653,5.770,0.005,6.800,5.200,,,,,,,,,
"LR",2000,117,2000-04-26,8.500,1,1,,,,,1655,4.430,0.004,,,,,,,,,,,
"LR",2000,117,2000-04-26,9.000,1,1,5.100,10.400,86.700,,,,,9.100,5.900,,,,,,,,,"L"
"LR",2000,117,2000-04-26,9.000,2,1,,,,,,,,8.300,4.700,,,,,,,,,
"LR",2000,130,2000-05-09,0.000,1,1,18.300,9.100,102.600,,1600,1151.000,1.000,2.100,0.700,,,,,,,,,
"LR",2000,130,2000-05-09,0.000,1,2,18.500,8.900,100.800,,793,439.800,1.000,3.100,0.900,,,,,,,,,
"LR",2000,130,2000-05-09,0.500,1,1,,,,,1220,668.000,0.762,,,,,,,,,,,
"LR",2000,130,2000-05-09,0.500,1,2,,,,,804,365.500,0.820,,,,,,,,,,,
"LR",2000,130,2000-05-09,1.000,1,1,18.400,9.100,102.800,,1014,371.900,0.480,,,,,,,,,,,
"LR",2000,130,2000-05-09,1.000,1,2,18.500,8.800,99.600,,827,290.600,0.634,,,,,,,,,,,
"LR",2000,130,2000-05-09,1.500,1,1,,,,,396,105.700,0.371,,,,,,,,,,,
"LR",2000,130,2000-05-09,1.500,1,2,,,,,811,199.000,0.442,,,,,,,,,,,
"LR",2000,130,2000-05-09,2.000,1,1,18.300,9.000,101.500,,367,79.100,0.300,6.700,0.700,,,,,,,,,
"LR",2000,130,2000-05-09,2.000,1,2,18.500,8.800,99.600,,788,156.800,0.359,2.900,1.000,,,,,,,,,
"LR",2000,130,2000-05-09,2.500,1,1,,,,,323,55.100,0.237,,,,,,,,,,,
"LR",2000,130,2000-05-09,2.500,1,2,,,,,760,112.600,0.267,,,,,,,,,,,
"LR",2000,130,2000-05-09,3.000,1,1,11.700,12.700,124.200,,299,38.270,0.178,,,,,,,,,,,
"LR",2000,130,2000-05-09,3.000,1,2,14.200,11.400,117.900,,753,90.400,0.217,,,,,,,,,,,
"LR",2000,130,2000-05-09,3.500,1,1,,,,,1341,138.400,0.143,,,,,,,,,,,
"LR",2000,130,2000-05-09,3.500,1,2,,,,,747,68.230,0.165,,,,,,,,,,,
"LR",2000,130,2000-05-09,4.000,1,1,8.700,12.600,114.900,,1406,106.000,0.105,7.800,2.400,,,,,,,,,
"LR",2000,130,2000-05-09,4.000,1,2,10.400,12.000,113.900,,744,51.880,0.126,9.800,3.500,,,,,,,,,
"LR",2000,130,2000-05-09,4.500,1,1,,,,,1019,58.150,0.080,,,,,,,,,,,
"LR",2000,130,2000-05-09,4.500,1,2,,,,,748,38.710,0.093,,,,,,,,,,,
"LR",2000,130,2000-05-09,5.000,1,1,7.400,12.600,111.300,,906,33.400,0.051,,,,,,,,,,,
"LR",2000,130,2000-05-09,5.000,1,2,8.900,10.900,99.800,,770,27.430,0.064,,,,,,,,,,,
"LR",2000,130,2000-05-09,5.500,1,1,,,,,1287,32.150,0.035,,,,,,,,,,,
"LR",2000,130,2000-05-09,5.500,1,2,,,,,784,17.770,0.041,,,,,,,,,,,
"LR",2000,130,2000-05-09,6.000,1,1,6.400,11.200,96.500,,1343,21.550,0.022,17.600,5.300,,,,,,,,,
"LR",2000,130,2000-05-09,6.000,1,2,8.000,4.800,43.000,,793,11.290,0.026,29.900,7.400,,,,,,,,,
"LR",2000,130,2000-05-09,6.500,1,1,,,,,1411,15.220,0.015,,,,,,,,,,,
"LR",2000,130,2000-05-09,7.000,1,1,5.700,7.900,66.900,,1430,10.600,0.010,,,,,,,,,,,
"LR",2000,130,2000-05-09,7.500,1,1,,,,,1401,7.340,0.007,,,,,,,,,,,
"LR",2000,130,2000-05-09,8.000,1,1,5.700,6.000,50.800,,1341,4.700,0.005,7.400,7.800,,,,,,,,,
"LR",2000,130,2000-05-09,8.500,1,1,,,,,1366,2.870,0.003,,,,,,,,,,,
"LR",2000,130,2000-05-09,9.000,1,1,5.400,2.700,22.700,,1381,1.810,0.002,7.900,11.600,,,,,,,,,
"LR",2000,130,2000-05-09,9.000,2,1,,,,,,,,7.400,12.100,,,,,,,,,
"LR",2000,146,2000-05-25,0.000,1,1,16.200,9.100,98.200,,1727,1323.000,1.000,-0.300,2.700,,,,,,,,,
"LR",2000,146,2000-05-25,0.000,1,2,16.300,9.300,100.600,,571,369.400,1.000,1.100,1.500,,,,,,,,,
"LR",2000,146,2000-05-25,0.500,1,1,,,,,1740,994.000,0.745,,,,,,,,,,,
"LR",2000,146,2000-05-25,0.500,1,2,,,,,581,287.600,0.765,,,,,,,,,,,
"LR",2000,146,2000-05-25,1.000,1,1,16.100,9.300,100.200,,1801,890.000,0.644,,,,,,,,,,,
"LR",2000,146,2000-05-25,1.000,1,2,16.300,9.400,101.700,,640,220.100,0.531,,,,,,,,,,,
"LR",2000,146,2000-05-25,1.500,1,1,,,,,1887,671.200,0.464,,,,,,,,,,,
"LR",2000,146,2000-05-25,1.500,1,2,,,,,719,205.200,0.441,,,,,,,,,,,
"LR",2000,146,2000-05-25,2.000,1,1,16.000,9.400,101.000,,1950,498.700,0.334,1.300,0.500,,,,,,,,,
"LR",2000,146,2000-05-25,2.000,1,2,16.300,9.400,101.700,,1232,321.300,0.403,-0.400,4.200,,,,,,,,,
"LR",2000,146,2000-05-25,2.500,1,1,,,,,1930,448.300,0.303,,,,,,,,,,,
"LR",2000,146,2000-05-25,2.500,1,2,,,,,1936,433.700,0.347,,,,,,,,,,,
"LR",2000,146,2000-05-25,3.000,1,1,15.000,9.700,102.100,,1881,396.000,0.275,,,,,,,,,,,
"LR",2000,146,2000-05-25,3.000,1,2,16.300,9.400,101.700,,2321,397.500,0.265,,,,,,,,,,,
"LR",2000,146,2000-05-25,3.500,1,1,,,,,1855,305.600,0.215,,,,,,,,,,,
"LR",2000,146,2000-05-25,3.500,1,2,,,,,2301,341.400,0.229,,,,,,,,,,,
"LR",2000,146,2000-05-25,4.000,1,1,12.300,10.000,99.100,,1856,252.600,0.178,1.200,1.000,,,,,,,,,
"LR",2000,146,2000-05-25,4.000,1,2,15.300,9.100,96.400,,2277,261.100,0.177,-0.400,4.600,,,,,,,,,
"LR",2000,146,2000-05-25,4.500,1,1,,,,,1902,215.900,0.148,,,,,,,,,,,
"LR",2000,146,2000-05-25,4.500,1,2,,,,,2260,208.200,0.142,,,,,,,,,,,
"LR",2000,146,2000-05-25,5.000,1,1,9.400,9.400,87.100,,1983,170.000,0.112,,,,,,,,,,,
"LR",2000,146,2000-05-25,5.000,1,2,11.800,5.500,53.900,,2225,167.200,0.116,,,,,,,,,,,
"LR",2000,146,2000-05-25,5.500,1,1,,,,,1403,99.900,0.093,,,,,,,,,,,
"LR",2000,146,2000-05-25,5.500,1,2,,,,,2208,120.100,0.084,,,,,,,,,,,
"LR",2000,146,2000-05-25,6.000,1,1,7.100,6.400,56.100,,1948,104.700,0.070,1.000,2.600,,,,,,,,,
"LR",2000,146,2000-05-25,6.000,1,2,10.100,0.700,6.600,,2193,83.600,0.059,0.000,7.600,,,,,,,,,
"LR",2000,146,2000-05-25,6.500,1,1,,,,,1946,85.800,0.058,,,,,,,,,,,
"LR",2000,146,2000-05-25,7.000,1,1,6.500,3.000,25.900,,1909,62.960,0.043,,,,,,,,,,,
"LR",2000,146,2000-05-25,7.500,1,1,,,,,1959,45.340,0.030,,,,,,,,,,,
"LR",2000,146,2000-05-25,8.000,1,1,6.200,0.800,6.900,,,,,5.900,16.000,,,,,,,,,
"LR",2000,146,2000-05-25,8.500,1,1,,,,,1601,10.510,0.009,,,,,,,,,,,
"LR",2000,146,2000-05-25,9.000,1,1,6.000,0.300,2.600,,896,2.440,0.004,19.100,15.000,,,,,,,,,
"LR",2000,146,2000-05-25,9.000,2,1,,,,,,,,17.500,17.900,,,,,,,,,
"LR",2000,157,2000-06-05,0.000,1,1,16.700,9.100,99.300,,1776,1159.000,1.000,1.500,0.100,,,,,,,,,
"LR",2000,157,2000-06-05,0.000,1,2,17.900,8.900,99.500,,1900,1305.000,1.000,1.600,1.700,,,,,,,,,
"LR",2000,157,2000-06-05,0.500,1,1,,,,,1767,785.000,0.680,,,,,,,,,,,
"LR",2000,157,2000-06-05,0.500,1,2,,,,,1891,1026.000,0.790,,,,,,,,,,,
"LR",2000,157,2000-06-05,1.000,1,1,16.700,9.200,100.400,,1768,732.000,0.635,,,,,,,,,,,
"LR",2000,157,2000-06-05,1.000,1,2,17.600,8.900,98.900,,1932,812.000,0.612,,,,,,,,,,,
"LR",2000,157,2000-06-05,1.500,1,1,,,,,1765,645.700,0.561,,,,,,,,,,,
"LR",2000,157,2000-06-05,1.500,1,2,,,,,1935,663.400,0.499,,,,,,,,,,,
"LR",2000,157,2000-06-05,2.000,1,1,16.600,9.200,100.100,,1776,451.900,0.390,1.200,0.500,,,,,,,,,
"LR",2000,157,2000-06-05,2.000,1,2,17.000,8.900,97.700,,1927,535.000,0.404,0.800,1.600,,,,,,,,,
"LR",2000,157,2000-06-05,2.500,1,1,,,,,1789,381.500,0.327,,,,,,,,,,,
"LR",2000,157,2000-06-05,2.500,1,2,,,,,1929,448.600,0.339,,,,,,,,,,,
"LR",2000,157,2000-06-05,3.000,1,1,16.500,9.100,98.900,,1783,299.900,0.258,,,,,,,,,,,
"LR",2000,157,2000-06-05,3.000,1,2,16.800,8.800,96.200,,1935,344.600,0.259,,,,,,,,,,,
"LR",2000,157,2000-06-05,3.500,1,1,,,,,1776,229.700,0.198,,,,,,,,,,,
"LR",2000,157,2000-06-05,3.500,1,2,,,,,1930,302.300,0.228,,,,,,,,,,,
"LR",2000,157,2000-06-05,4.000,1,1,14.400,9.000,93.500,,1769,201.600,0.175,2.300,2.500,,,,,,,,,
"LR",2000,157,2000-06-05,4.000,1,2,16.600,8.400,91.400,,1923,227.400,0.172,1.400,2.400,,,,,,,,,
"LR",2000,157,2000-06-05,4.500,1,1,,,,,1776,160.400,0.138,,,,,,,,,,,
"LR",2000,157,2000-06-05,4.500,1,2,,,,,1936,181.300,0.136,,,,,,,,,,,
"LR",2000,157,2000-06-05,5.000,1,1,11.400,8.200,79.600,,1774,123.400,0.107,,,,,,,,,,,
"LR",2000,157,2000-06-05,5.000,1,2,14.300,3.200,33.200,,1935,136.800,0.103,,,,,,,,,,,
"LR",2000,157,2000-06-05,5.500,1,1,,,,,1793,93.100,0.080,,,,,,,,,,,
"LR",2000,157,2000-06-05,5.500,1,2,,,,,1934,106.800,0.080,,,,,,,,,,,
"LR",2000,157,2000-06-05,6.000,1,1,8.700,5.700,52.000,,1791,62.930,0.054,10.500,1.100,,,,,,,,"L",
"LR",2000,157,2000-06-05,6.000,1,2,11.800,0.400,3.900,,1935,69.210,0.052,23.300,12.300,,,,,,,,,
"LR",2000,157,2000-06-05,6.000,2,1,,,,,,,,0.200,1.700,,,,,,,,,
"LR",2000,157,2000-06-05,6.500,1,1,,,,,1785,50.880,0.044,,,,,,,,,,,
"LR",2000,157,2000-06-05,7.000,1,1,7.400,2.100,18.500,,1793,32.110,0.027,,,,,,,,,,,
"LR",2000,157,2000-06-05,7.500,1,1,,,,,1785,25.050,0.022,,,,,,,,,,,
"LR",2000,157,2000-06-05,8.000,1,1,6.600,0.400,3.500,,1759,17.620,0.015,10.800,-1.400,,,,,,,,,"K"
"LR",2000,157,2000-06-05,8.500,1,1,,,,,1796,13.610,0.012,,,,,,,,,,,
"LR",2000,157,2000-06-05,9.000,1,1,6.300,0.300,2.600,,1797,7.140,0.006,10.400,13.500,,,,,,,,,
"LR",2000,171,2000-06-19,0.000,1,1,20.700,8.600,101.800,,721,505.800,1.000,3.700,2.000,"J","J",,,,,,,
"LR",2000,171,2000-06-19,0.000,1,2,19.500,8.100,93.600,,181,126.600,1.000,2.200,5.700,,,,,,,,,
"LR",2000,171,2000-06-19,0.000,2,2,,,,,,,,2.900,4.000,,,,,,,,,
"LR",2000,171,2000-06-19,0.500,1,1,,,,,720,322.100,0.638,,,,,,,,,,,
"LR",2000,171,2000-06-19,0.500,1,2,,,,,179,82.600,0.659,,,,,,,,,,,
"LR",2000,171,2000-06-19,1.000,1,1,19.800,8.900,103.400,,702,197.200,0.401,,,"J","J",,,,,,,
"LR",2000,171,2000-06-19,1.000,1,2,19.400,8.100,93.400,,174,40.870,0.336,,,,,,,,,,,
"LR",2000,171,2000-06-19,1.500,1,1,,,,,675,129.400,0.273,,,,,,,,,,,
"LR",2000,171,2000-06-19,1.500,1,2,,,,,167,23.860,0.204,,,,,,,,,,,
"LR",2000,171,2000-06-19,2.000,1,1,19.500,8.800,101.700,,662,104.000,0.224,3.100,2.100,"J","J",,,,,,,
"LR",2000,171,2000-06-19,2.000,1,2,19.300,8.100,93.200,,159,18.740,0.169,3.500,4.400,,,,,,,,,
"LR",2000,171,2000-06-19,2.500,1,1,,,,,654,89.900,0.196,,,,,,,,,,,
"LR",2000,171,2000-06-19,2.500,1,2,,,,,155,14.300,0.132,,,,,,,,,,,
"LR",2000,171,2000-06-19,3.000,1,1,19.000,8.600,98.400,,649,76.400,0.168,,,"J","J",,,,,,,
"LR",2000,171,2000-06-19,3.000,1,2,19.200,8.000,91.900,,150,11.670,0.111,,,,,,,,,,,
"LR",2000,171,2000-06-19,3.500,1,1,,,,,644,59.950,0.133,,,,,,,,,,,
"LR",2000,171,2000-06-19,3.500,1,2,,,,,146,9.660,0.095,,,,,,,,,,,
"LR",2000,171,2000-06-19,4.000,1,1,17.500,8.800,97.600,,638,47.000,0.105,7.700,0.700,"J","J",,,,,,,
"LR",2000,171,2000-06-19,4.000,1,2,18.900,7.600,86.800,,140,7.870,0.080,3.100,4.300,,,,,,,,,
"LR",2000,171,2000-06-19,4.500,1,1,,,,,631,34.580,0.078,,,,,,,,,,,
"LR",2000,171,2000-06-19,4.500,1,2,,,,,134,5.930,0.063,,,,,,,,,,,
"LR",2000,171,2000-06-19,5.000,1,1,13.300,7.500,76.000,,628,26.010,0.059,,,"J","J",,,,,,,
"LR",2000,171,2000-06-19,5.000,1,2,16.800,2.900,31.700,,127,4.440,0.050,,,,,,,,,,,
"LR",2000,171,2000-06-19,5.500,1,1,,,,,620,19.070,0.044,,,,,,,,,,,
"LR",2000,171,2000-06-19,5.500,1,2,,,,,125,3.030,0.035,,,,,,,,,,,
"LR",2000,171,2000-06-19,6.000,1,1,9.500,5.200,48.300,,615,14.840,0.034,6.000,3.000,"J","J",,,,,,,
"LR",2000,171,2000-06-19,6.000,1,2,13.600,0.800,8.200,,123,1.740,0.020,66.100,17.000,,,,,,,,,
"LR",2000,171,2000-06-19,6.500,1,1,,,,,594,11.470,0.028,,,,,,,,,,,
