lakeid,year4,daynum,sampledate,sta,depth,rep,etrode,ph,phair,alk,flagph,flagphair,flagalk
"LR",1987,104,1987-04-14,1,4.000,2,"R",5.460,,16,,,
"LR",1987,104,1987-04-14,1,6.000,1,"R",5.360,6.050,5,,,
"LR",1987,104,1987-04-14,2,6.000,1,"R",5.670,6.580,28,,,
"LR",1987,104,1987-04-14,1,8.000,1,"R",5.320,6.220,12,,,
"LR",1987,104,1987-04-14,1,9.000,1,"R",5.340,6.310,15,,,
"LR",1987,106,1987-04-16,1,0.000,1,"R",5.670,,,,,
"LR",1987,107,1987-04-17,1,0.000,1,"R",5.710,,12,,,
"LR",1987,110,1987-04-20,1,0.000,1,"R",5.820,,12,,,
"LR",1987,112,1987-04-22,1,0.000,1,"R",5.980,,9,,,
"LR",1987,112,1987-04-22,2,0.000,1,"R",6.360,,,,,
"LR",1987,114,1987-04-24,1,0.000,1,"R",5.620,,4,,,
"LR",1987,115,1987-04-25,1,0.000,1,"R",5.680,,0,,,
"LR",1987,117,1987-04-27,1,0.000,1,"R",5.390,5.480,-2,,,
"LR",1987,117,1987-04-27,2,0.000,1,"R",6.340,6.590,26,,,
"LR",1987,117,1987-04-27,1,2.000,1,"R",5.440,5.640,-3,,,
"LR",1987,117,1987-04-27,1,4.000,1,"R",5.600,5.860,6,,,
"LR",1987,117,1987-04-27,2,4.000,1,"R",6.170,6.600,25,,,
"LR",1987,117,1987-04-27,1,6.000,1,"R",5.540,6.300,11,,,
"LR",1987,117,1987-04-27,2,6.000,1,"R",5.890,6.590,25,,,
"LR",1987,117,1987-04-27,2,6.000,2,"R",5.930,,23,,,
"LR",1987,117,1987-04-27,1,8.000,1,"R",5.470,6.360,13,,,
"LR",1987,117,1987-04-27,1,9.000,1,"R",5.390,6.310,9,,,
"LR",1987,118,1987-04-28,1,0.000,1,"R",5.670,,-2,,,
"LR",1987,119,1987-04-29,1,0.000,1,"R",5.370,,-2,,,
"LR",1987,120,1987-04-30,1,0.000,1,"R",5.370,,-4,,,
"LR",1987,124,1987-05-04,1,0.000,1,"R",5.310,,-6,,,
"LR",1987,125,1987-05-05,1,0.000,1,"R",5.130,,,,,
"LR",1987,126,1987-05-06,1,0.000,1,"B",4.930,,-9,,,
"LR",1987,127,1987-05-07,1,0.000,1,"B",5.090,,,,,
"LR",1987,128,1987-05-08,1,0.000,1,"R",5.120,,,,,
"LR",1987,131,1987-05-11,1,0.000,1,"B",5.070,,,,,
"LR",1987,131,1987-05-11,1,0.000,1,"R",5.050,5.130,-10,,,
"LR",1987,131,1987-05-11,2,0.000,1,"R",6.300,6.510,23,,,
"LR",1987,131,1987-05-11,1,2.000,1,"R",5.030,5.160,-8,,,
"LR",1987,131,1987-05-11,1,4.000,1,"R",5.210,5.400,-5,,,
"LR",1987,131,1987-05-11,2,4.000,1,"R",6.290,6.540,26,,,
"LR",1987,131,1987-05-11,1,4.000,2,"R",5.260,,5,,,
"LR",1987,131,1987-05-11,1,6.000,1,"R",5.780,5.210,12,,,
"LR",1987,131,1987-05-11,2,6.000,1,"R",5.760,6.500,24,,,
"LR",1987,131,1987-05-11,1,8.000,1,"R",5.380,6.250,13,,,
"LR",1987,131,1987-05-11,1,9.000,1,"R",5.360,6.270,11,,,
"LR",1987,132,1987-05-12,1,0.000,1,"B",5.090,,,,,
"LR",1987,133,1987-05-13,1,0.000,1,"B",5.140,,,,,
"LR",1987,135,1987-05-15,1,0.000,1,"B",5.110,,,,,
"LR",1987,139,1987-05-19,1,0.000,1,"B",5.140,,,,,
"LR",1987,140,1987-05-20,1,0.000,1,"B",5.180,,-6,,,
"LR",1987,141,1987-05-21,1,0.000,1,"B",5.120,,,,,
"LR",1987,146,1987-05-26,1,0.000,1,"B",5.160,,,,,
"LR",1987,146,1987-05-26,1,0.000,1,"R",5.150,5.330,-6,,,
"LR",1987,146,1987-05-26,2,0.000,1,"B",6.260,,,,,
"LR",1987,146,1987-05-26,2,0.000,1,"R",6.340,6.520,24,,,
"LR",1987,146,1987-05-26,1,2.000,1,"R",5.190,5.380,-4,,,
"LR",1987,146,1987-05-26,1,4.000,1,"R",5.230,5.290,-5,,,
"LR",1987,146,1987-05-26,2,4.000,1,"R",6.350,6.520,24,,,
"LR",1987,146,1987-05-26,1,6.000,1,"R",5.750,6.250,15,,,
"LR",1987,146,1987-05-26,2,6.000,1,"R",5.950,6.570,23,,,
"LR",1987,146,1987-05-26,2,6.000,2,"R",5.920,,28,,,
"LR",1987,146,1987-05-26,1,8.000,1,"R",5.500,6.420,22,,,
"LR",1987,146,1987-05-26,1,9.000,1,"R",5.290,6.520,23,,,
"LR",1987,147,1987-05-27,1,0.000,1,"B",5.140,,,,,
"LR",1987,148,1987-05-28,1,0.000,1,"B",5.200,,,,,
"LR",1987,149,1987-05-29,1,0.000,1,"B",5.200,,,,,
"LR",1987,152,1987-06-01,1,0.000,1,"B",5.110,,-6,,,
"LR",1987,155,1987-06-04,1,0.000,1,"B",5.140,,,,,
"LR",1987,159,1987-06-08,1,0.000,1,"B",5.120,,,,,
"LR",1987,159,1987-06-08,1,0.000,1,"R",5.280,5.300,-6,,,
"LR",1987,159,1987-06-08,2,0.000,1,"R",6.420,6.450,23,,,
"LR",1987,159,1987-06-08,1,0.000,2,"R",5.250,,-7,,,
"LR",1987,159,1987-06-08,1,2.000,1,"R",5.230,5.220,-8,,,
"LR",1987,159,1987-06-08,1,4.000,1,"R",5.280,5.440,-7,,,
"LR",1987,159,1987-06-08,2,4.000,1,"R",6.460,6.510,22,,,
"LR",1987,159,1987-06-08,1,6.000,1,"R",5.630,5.990,5,,,
"LR",1987,159,1987-06-08,2,6.000,1,"R",5.870,6.560,30,,,
"LR",1987,159,1987-06-08,1,8.000,1,"R",5.540,6.450,26,,,
"LR",1987,159,1987-06-08,1,9.000,1,"R",5.380,6.560,23,,,
"LR",1987,162,1987-06-11,1,0.000,1,"B",5.100,,,,,
"LR",1987,166,1987-06-15,1,0.000,1,"B",5.140,,,,,
"LR",1987,167,1987-06-16,1,0.000,1,"B",5.110,,,,,
"LR",1987,169,1987-06-18,1,0.000,1,"B",5.120,,,,,
"LR",1987,173,1987-06-22,1,0.000,1,"B",5.110,,,,,
"LR",1987,175,1987-06-24,1,0.000,1,"B",5.110,,,,,
"LR",1987,175,1987-06-24,1,0.000,1,"R",5.260,5.280,-3,,,
"LR",1987,175,1987-06-24,2,0.000,1,"B",6.260,,,,,
"LR",1987,175,1987-06-24,2,0.000,1,"R",6.340,6.490,25,,,
"LR",1987,175,1987-06-24,2,0.000,2,"B",6.260,,,,,
"LR",1987,175,1987-06-24,2,0.000,2,"R",6.300,,24,,,
"LR",1987,175,1987-06-24,1,2.000,1,"B",5.180,,,,,
"LR",1987,175,1987-06-24,1,2.000,1,"R",5.200,5.270,-4,,,
"LR",1987,175,1987-06-24,1,4.000,1,"B",5.180,,,,,
"LR",1987,175,1987-06-24,1,4.000,1,"R",5.210,5.310,-9,,,
"LR",1987,175,1987-06-24,2,4.000,1,"B",6.360,,,,,
"LR",1987,175,1987-06-24,2,4.000,1,"R",6.470,6.500,24,,,
"LR",1987,175,1987-06-24,1,6.000,1,"B",5.310,,,,,
"LR",1987,175,1987-06-24,1,6.000,1,"R",5.390,5.970,10,,,
"LR",1987,175,1987-06-24,2,6.000,1,"B",5.540,,,,,
"LR",1987,175,1987-06-24,2,6.000,1,"R",5.540,6.810,45,,,
"LR",1987,175,1987-06-24,1,8.000,1,"B",5.480,,,,,
"LR",1987,175,1987-06-24,1,8.000,1,"R",5.500,6.780,43,,,
"LR",1987,175,1987-06-24,1,9.000,1,"B",5.300,,,,,
"LR",1987,175,1987-06-24,1,9.000,1,"R",5.280,6.710,36,,,
"LR",1987,176,1987-06-25,1,0.000,1,"B",5.140,,,,,
"LR",1987,180,1987-06-29,1,0.000,1,"B",5.130,,,,,
"LR",1987,183,1987-07-02,1,0.000,1,"B",5.180,,-2,,,
"LR",1987,187,1987-07-06,1,0.000,1,"B",5.140,,,,,
"LR",1987,188,1987-07-07,1,0.000,1,"B",5.130,,,,,
"LR",1987,188,1987-07-07,1,0.000,1,"R",5.260,5.370,-9,,,
"LR",1987,188,1987-07-07,2,0.000,1,"R",6.340,6.650,20,,,
"LR",1987,188,1987-07-07,1,2.000,1,"R",5.290,5.320,-4,,,
"LR",1987,188,1987-07-07,1,4.000,1,"R",5.210,5.380,-5,,,
"LR",1987,188,1987-07-07,2,4.000,1,"R",6.130,6.570,23,,,
"LR",1987,188,1987-07-07,1,6.000,1,"R",5.460,6.390,17,,,
"LR",1987,188,1987-07-07,2,6.000,1,"R",5.540,7.000,48,,,
"LR",1987,188,1987-07-07,1,8.000,1,"R",5.450,6.760,40,,,
"LR",1987,188,1987-07-07,1,8.000,2,"R",5.440,,36,,,
"LR",1987,188,1987-07-07,1,9.000,1,"R",5.370,6.970,75,,,
"LR",1987,190,1987-07-09,1,0.000,1,"B",5.160,,,,,
"LR",1987,190,1987-07-09,1,0.000,1,"R",5.230,,,,,
"LR",1987,190,1987-07-09,2,0.000,1,"B",6.100,,,,,
"LR",1987,190,1987-07-09,2,0.000,1,"R",6.240,,,,,
"LR",1987,194,1987-07-13,1,0.000,1,"B",5.170,,,,,
"LR",1987,195,1987-07-14,1,0.000,1,"B",5.200,,,,,
"LR",1987,195,1987-07-14,1,0.000,1,"R",5.260,,-4,,,
"LR",1987,196,1987-07-15,1,0.000,1,"B",5.160,,,,,
"LR",1987,196,1987-07-15,1,0.000,1,"R",5.170,,,,,
"LR",1987,197,1987-07-16,1,0.000,1,"B",5.090,,-8,,,
"LR",1987,201,1987-07-20,2,0.000,1,"R",6.320,6.460,22,,,
"LR",1987,201,1987-07-20,2,4.000,1,"R",6.240,6.440,25,,,
"LR",1987,201,1987-07-20,2,6.000,1,"R",5.700,6.590,28,,,
"LR",1987,201,1987-07-20,2,6.000,2,"R",5.660,,33,,,
"LR",1987,202,1987-07-21,1,0.000,1,"B",5.120,,,,,
"LR",1987,202,1987-07-21,1,0.000,1,"R",5.230,5.310,-4,,,
"LR",1987,202,1987-07-21,1,2.000,1,"R",5.300,5.260,-4,,,
"LR",1987,202,1987-07-21,1,4.000,1,"R",5.220,5.220,-2,,,
"LR",1987,202,1987-07-21,1,6.000,1,"R",5.510,6.200,15,,,
"LR",1987,202,1987-07-21,1,8.000,1,"R",5.380,6.620,34,,,
"LR",1987,202,1987-07-21,1,9.000,1,"R",5.530,7.030,81,,,
"LR",1987,203,1987-07-22,1,0.000,1,"B",5.160,,,,,
"LR",1987,204,1987-07-23,1,0.000,1,"B",5.060,,,,,
"LR",1987,208,1987-07-27,1,0.000,1,"B",5.110,,,,,
"LR",1987,211,1987-07-30,1,0.000,1,"B",5.080,,,,,
"LR",1987,215,1987-08-03,1,0.000,1,"B",5.110,,,,,
"LR",1987,216,1987-08-04,1,0.000,1,"R",5.220,5.320,-7,,,
"LR",1987,216,1987-08-04,2,0.000,1,"R",6.250,6.580,19,,,
"LR",1987,216,1987-08-04,1,2.000,1,"R",5.280,5.270,-5,,,
"LR",1987,216,1987-08-04,1,4.000,1,"R",5.310,5.300,-6,,,
"LR",1987,216,1987-08-04,2,4.000,1,"R",6.200,6.640,18,,,
"LR",1987,216,1987-08-04,1,6.000,1,"R",5.680,6.520,30,,,
"LR",1987,216,1987-08-04,2,6.000,1,"R",5.600,6.940,20,,,
"LR",1987,216,1987-08-04,1,6.000,2,"R",5.640,,31,,,
"LR",1987,216,1987-08-04,1,8.000,1,"R",5.220,6.560,28,,,
"LR",1987,216,1987-08-04,1,9.000,1,"R",5.610,7.170,168,,,
"LR",1987,218,1987-08-06,1,0.000,1,"B",5.200,,,,,
"LR",1987,219,1987-08-07,1,0.000,1,"B",5.210,,,,,
"LR",1987,222,1987-08-10,1,0.000,1,"B",5.140,,,,,
"LR",1987,225,1987-08-13,1,0.000,1,"B",5.140,,,,,
"LR",1987,229,1987-08-17,1,0.000,1,"R",5.290,5.370,-2,,,
"LR",1987,229,1987-08-17,2,0.000,1,"R",6.160,6.550,21,,,
"LR",1987,229,1987-08-17,1,0.000,2,"R",5.310,,-5,,,
"LR",1987,229,1987-08-17,1,2.000,1,"R",5.260,5.590,-3,,,
"LR",1987,229,1987-08-17,1,4.000,1,"R",5.270,5.500,-3,,,
"LR",1987,229,1987-08-17,2,4.000,1,"R",6.080,6.570,20,,,
"LR",1987,229,1987-08-17,1,6.000,1,"R",5.400,6.200,18,,,
"LR",1987,229,1987-08-17,2,6.000,1,"R",5.630,6.610,22,,,
"LR",1987,229,1987-08-17,1,8.000,1,"R",5.410,6.670,45,,,
"LR",1987,229,1987-08-17,1,9.000,1,"R",5.850,7.420,359,,,
"LR",1987,232,1987-08-20,1,0.000,1,"B",5.270,,,,,
"LR",1987,233,1987-08-21,1,0.000,1,"B",5.200,,,,,
"LR",1987,236,1987-08-24,1,0.000,1,"B",5.310,,,,,
"LR",1987,237,1987-08-25,1,0.000,1,"B",5.240,,,,,
"LR",1987,238,1987-08-26,1,0.000,1,"B",5.200,,,,,
"LR",1987,240,1987-08-28,1,0.000,1,"B",5.140,,,,,
"LR",1987,243,1987-08-31,1,0.000,1,"B",5.180,,,,,
"LR",1987,243,1987-08-31,1,0.000,1,"R",5.320,5.520,-2,,,
"LR",1987,243,1987-08-31,2,0.000,1,"R",6.290,6.420,19,,,
"LR",1987,243,1987-08-31,1,2.000,1,"R",5.340,5.510,-2,,,
"LR",1987,243,1987-08-31,1,4.000,1,"R",5.350,5.530,1,,,
"LR",1987,243,1987-08-31,2,4.000,1,"R",6.300,6.440,23,,,
"LR",1987,243,1987-08-31,2,4.000,2,"R",6.300,,19,,,
"LR",1987,243,1987-08-31,1,6.000,1,"R",5.430,5.630,-1,,,
"LR",1987,243,1987-08-31,2,6.000,1,"R",6.270,6.490,21,,,
"LR",1987,243,1987-08-31,1,8.000,1,"R",5.650,6.940,48,,,
"LR",1987,243,1987-08-31,1,9.000,1,"R",5.620,7.170,106,,,
"LR",1987,246,1987-09-03,1,0.000,1,"B",5.210,,,,,
"LR",1987,251,1987-09-08,1,0.000,1,"B",5.250,,,,,
"LR",1987,253,1987-09-10,1,0.000,1,"B",5.180,,,,,
"LR",1987,257,1987-09-14,1,0.000,1,"B",5.210,,,,,
"LR",1987,260,1987-09-17,1,0.000,1,"B",5.280,,,,,
"LR",1987,260,1987-09-17,1,0.000,1,"R",5.250,5.560,1,,,
"LR",1987,260,1987-09-17,2,0.000,1,"R",6.110,6.460,22,,,
"LR",1987,260,1987-09-17,1,2.000,1,"B",5.340,,,,,
"LR",1987,260,1987-09-17,1,2.000,1,"R",5.310,5.640,-4,,,
"LR",1987,260,1987-09-17,1,4.000,1,"B",5.280,,,,,
"LR",1987,260,1987-09-17,1,4.000,1,"R",5.430,5.490,-3,,,
"LR",1987,260,1987-09-17,2,4.000,1,"R",6.100,6.430,29,,,
"LR",1987,260,1987-09-17,1,6.000,1,"B",5.210,,,,,
"LR",1987,260,1987-09-17,1,6.000,1,"R",5.220,5.400,-4,,,
"LR",1987,260,1987-09-17,2,6.000,1,"R",5.810,6.440,25,,,
"LR",1987,260,1987-09-17,1,8.000,1,"B",5.310,,,,,
"LR",1987,260,1987-09-17,1,8.000,1,"R",5.340,6.550,37,,,
"LR",1987,260,1987-09-17,1,8.000,2,"R",5.350,,31,,,
"LR",1987,260,1987-09-17,1,9.000,1,"B",5.460,,,,,
"LR",1987,260,1987-09-17,1,9.000,1,"R",5.520,7.300,213,,,
"LR",1987,265,1987-09-22,1,0.000,1,"B",5.180,,,,,
"LR",1987,268,1987-09-25,1,0.000,1,"B",5.200,,,,,
"LR",1987,271,1987-09-28,1,0.000,1,"B",5.240,,,,,
"LR",1987,272,1987-09-29,1,0.000,1,"R",5.260,5.500,-3,,,
"LR",1987,272,1987-09-29,2,0.000,1,"R",5.970,6.160,21,,,
"LR",1987,272,1987-09-29,1,2.000,1,"R",5.240,5.500,-3,,,
"LR",1987,272,1987-09-29,1,4.000,1,"R",5.290,5.510,0,,,
"LR",1987,272,1987-09-29,2,4.000,1,"R",5.870,6.200,21,,,
"LR",1987,272,1987-09-29,2,4.000,2,"R",5.870,,21,,,
"LR",1987,272,1987-09-29,1,6.000,1,"R",5.180,5.690,-2,,,
"LR",1987,272,1987-09-29,2,6.000,1,"R",5.740,6.380,23,,,
"LR",1987,272,1987-09-29,1,8.000,1,"R",5.190,6.170,7,,,
"LR",1987,272,1987-09-29,1,9.000,1,"R",5.510,7.010,205,,,
"LR",1987,275,1987-10-02,1,0.000,1,"B",5.260,,,,,
"LR",1987,278,1987-10-05,1,0.000,1,"B",5.260,,,,,
"LR",1987,282,1987-10-09,1,0.000,1,"B",5.210,,,,,
"LR",1987,285,1987-10-12,1,0.000,1,"B",5.250,,,,,
"LR",1987,285,1987-10-12,1,0.000,1,"R",5.170,5.320,-7,,,
"LR",1987,285,1987-10-12,2,0.000,1,"R",6.120,6.210,20,,,
"LR",1987,285,1987-10-12,1,2.000,1,"R",5.230,5.340,-6,,,
"LR",1987,285,1987-10-12,1,4.000,1,"R",5.270,5.380,-5,,,
"LR",1987,285,1987-10-12,2,4.000,1,"R",6.120,6.260,19,,,
"LR",1987,285,1987-10-12,1,6.000,1,"R",5.250,5.330,-3,,,
"LR",1987,285,1987-10-12,2,6.000,1,"R",6.020,6.280,20,,,
"LR",1987,285,1987-10-12,1,8.000,1,"R",5.210,5.430,-3,,,
"LR",1987,285,1987-10-12,1,9.000,1,"R",5.300,5.470,-2,,,
"LR",1987,287,1987-10-14,1,0.000,1,"B",5.140,,,,,
"LR",1987,300,1987-10-27,1,0.000,1,"R",5.180,5.190,-7,,,
"LR",1987,300,1987-10-27,2,0.000,1,"R",6.410,6.390,17,,,
"LR",1987,300,1987-10-27,1,2.000,1,"R",5.210,5.200,-4,,,
"LR",1987,300,1987-10-27,1,4.000,1,"R",5.190,5.200,-6,,,
"LR",1987,300,1987-10-27,2,4.000,1,"R",6.390,6.410,19,,,
"LR",1987,300,1987-10-27,1,6.000,1,"R",5.250,5.200,-7,,,
"LR",1987,300,1987-10-27,2,6.000,1,"R",6.340,6.410,20,,,
"LR",1987,300,1987-10-27,1,8.000,1,"R",5.140,5.200,-4,,,
"LR",1987,300,1987-10-27,1,9.000,1,"R",5.140,5.210,-6,,,
"LR",1987,313,1987-11-09,1,0.000,1,"R",5.240,5.290,-7,,,
"LR",1987,313,1987-11-09,2,0.000,1,"R",6.200,6.210,22,,,
"LR",1987,313,1987-11-09,1,2.000,1,"R",5.160,5.220,-5,,,
"LR",1987,313,1987-11-09,1,4.000,1,"R",5.150,5.130,10,,,
"LR",1987,313,1987-11-09,2,4.000,1,"R",6.230,6.240,23,,,
"LR",1987,313,1987-11-09,1,6.000,1,"R",5.180,5.240,-5,,,
"LR",1987,313,1987-11-09,2,6.000,1,"R",6.010,6.250,22,,,
"LR",1987,313,1987-11-09,1,8.000,1,"R",5.190,5.210,1,,,
"LR",1987,313,1987-11-09,1,9.000,1,"R",5.230,5.300,-3,,,
"LR",1987,313,1987-11-09,1,9.000,2,"R",5.180,,-4,,,
"LR",1987,344,1987-12-10,1,0.000,1,"B",5.220,,,,,
"LR",1987,344,1987-12-10,1,0.000,1,"R",5.220,5.240,0,,,
"LR",1987,344,1987-12-10,2,0.000,1,"B",6.300,,,,,
"LR",1987,344,1987-12-10,2,0.000,1,"R",6.200,6.160,17,,,
"LR",1987,344,1987-12-10,1,2.000,1,"B",5.210,,,,,
"LR",1987,344,1987-12-10,1,2.000,1,"R",5.220,5.390,1,,,
"LR",1987,344,1987-12-10,1,4.000,1,"B",5.180,,,,,
"LR",1987,344,1987-12-10,1,4.000,1,"R",5.240,5.370,-3,,,
"LR",1987,344,1987-12-10,2,4.000,1,"B",5.740,,,,,
"LR",1987,344,1987-12-10,2,4.000,1,"R",5.770,6.110,23,,,
"LR",1987,344,1987-12-10,2,4.000,2,"B",5.740,,,,,
"LR",1987,344,1987-12-10,2,4.000,2,"R",5.760,,21,,,
"LR",1987,344,1987-12-10,1,6.000,1,"B",5.190,,,,,
"LR",1987,344,1987-12-10,1,6.000,1,"R",5.180,5.450,-1,,,
"LR",1987,344,1987-12-10,2,6.000,1,"B",5.720,,,,,
"LR",1987,344,1987-12-10,2,6.000,1,"R",5.580,6.210,22,,,
"LR",1987,344,1987-12-10,1,8.000,1,"B",5.240,,,,,
"LR",1987,344,1987-12-10,1,8.000,1,"R",5.250,5.500,1,,,
"LR",1987,344,1987-12-10,1,9.000,1,"B",5.300,,,,,
"LR",1987,344,1987-12-10,1,9.000,1,"R",5.310,6.010,7,,,
"LR",1988,21,1988-01-21,1,0.000,1,"B",5.170,,,,,
"LR",1988,21,1988-01-21,1,0.000,1,"R",4.730,5.510,-3,,,
"LR",1988,21,1988-01-21,2,0.000,1,"B",6.090,,,,,
"LR",1988,21,1988-01-21,2,0.000,1,"R",6.240,6.260,27,,,
"LR",1988,21,1988-01-21,1,2.000,1,"B",5.140,,,,,
"LR",1988,21,1988-01-21,1,2.000,1,"R",4.680,5.540,2,,,
"LR",1988,21,1988-01-21,1,4.000,1,"B",5.140,,,,,
"LR",1988,21,1988-01-21,1,4.000,1,"R",4.630,5.610,2,,,
"LR",1988,21,1988-01-21,2,4.000,1,"B",5.530,,,,,
"LR",1988,21,1988-01-21,2,4.000,1,"R",5.560,6.300,26,,,
"LR",1988,21,1988-01-21,1,6.000,1,"B",5.160,,,,,
"LR",1988,21,1988-01-21,1,6.000,1,"R",4.880,5.710,4,,,
"LR",1988,21,1988-01-21,2,6.000,1,"B",5.510,,,,,
"LR",1988,21,1988-01-21,2,6.000,1,"R",5.540,6.260,27,,,
"LR",1988,21,1988-01-21,1,6.000,2,"B",5.150,,,,,
"LR",1988,21,1988-01-21,1,6.000,2,"R",4.800,,5,,,
"LR",1988,21,1988-01-21,1,8.000,1,"B",5.330,,,,,
"LR",1988,21,1988-01-21,1,8.000,1,"R",5.380,6.180,19,,,
"LR",1988,21,1988-01-21,1,9.000,1,"B",5.320,,,,,
"LR",1988,21,1988-01-21,1,9.000,1,"R",5.390,6.230,21,,,
"LR",1988,67,1988-03-07,1,0.000,1,"B",5.090,,,,,
"LR",1988,67,1988-03-07,1,0.000,1,"R",5.120,5.460,4,,,
"LR",1988,67,1988-03-07,2,0.000,1,"B",5.610,,,,,
"LR",1988,67,1988-03-07,2,0.000,1,"R",5.600,5.560,36,,,
"LR",1988,67,1988-03-07,1,2.000,1,"B",5.090,,,,,
"LR",1988,67,1988-03-07,1,2.000,1,"R",5.110,5.620,0,,,
"LR",1988,67,1988-03-07,1,4.000,1,"B",5.100,,,,,
"LR",1988,67,1988-03-07,1,4.000,1,"R",5.080,5.630,-5,,,
"LR",1988,67,1988-03-07,2,4.000,1,"B",5.440,,,,,
"LR",1988,67,1988-03-07,2,4.000,1,"R",5.450,5.480,27,,,
"LR",1988,67,1988-03-07,1,6.000,1,"B",5.220,,,,,
"LR",1988,67,1988-03-07,1,6.000,1,"R",5.190,5.970,16,,,
"LR",1988,67,1988-03-07,2,6.000,1,"B",5.500,,,,,
"LR",1988,67,1988-03-07,2,6.000,1,"R",5.560,6.290,34,,,
"LR",1988,67,1988-03-07,2,6.000,2,"B",5.460,,,,,
"LR",1988,67,1988-03-07,2,6.000,2,"R",5.480,,33,,,
"LR",1988,67,1988-03-07,1,8.000,1,"B",5.300,,,,,
"LR",1988,67,1988-03-07,1,8.000,1,"R",5.270,6.100,17,,,
"LR",1988,67,1988-03-07,1,9.000,1,"B",5.330,,,,,
"LR",1988,67,1988-03-07,1,9.000,1,"R",5.350,6.300,24,,,
"LR",1988,82,1988-03-22,1,0.000,1,"B",5.060,,,,,
"LR",1988,82,1988-03-22,1,0.000,1,"R",5.120,5.800,1,,,
"LR",1988,82,1988-03-22,2,0.000,1,"B",5.430,,,,,
"LR",1988,82,1988-03-22,2,0.000,1,"R",5.630,6.330,29,,,
"LR",1988,82,1988-03-22,1,2.000,1,"B",5.170,,,,,
"LR",1988,82,1988-03-22,1,2.000,1,"R",5.160,5.850,3,,,
"LR",1988,82,1988-03-22,1,4.000,1,"B",5.140,,,,,
"LR",1988,82,1988-03-22,1,4.000,1,"R",5.220,5.880,5,,,
"LR",1988,82,1988-03-22,2,4.000,1,"B",5.430,,,,,
"LR",1988,82,1988-03-22,2,4.000,1,"R",5.530,6.440,29,,,
"LR",1988,82,1988-03-22,1,6.000,1,"B",5.190,,,,,
"LR",1988,82,1988-03-22,1,6.000,1,"R",5.200,5.960,8,,,
"LR",1988,82,1988-03-22,2,6.000,1,"B",5.450,,,,,
"LR",1988,82,1988-03-22,2,6.000,1,"R",5.520,6.480,38,,,
"LR",1988,82,1988-03-22,1,6.000,2,"B",5.180,,,,,
"LR",1988,82,1988-03-22,1,6.000,2,"R",5.190,,6,,,
"LR",1988,82,1988-03-22,1,8.000,1,"B",5.250,,,,,
"LR",1988,82,1988-03-22,1,8.000,1,"R",5.250,6.090,16,,,
"LR",1988,82,1988-03-22,1,9.000,1,"B",5.310,,,,,
"LR",1988,82,1988-03-22,1,9.000,1,"R",5.310,6.180,24,,,
"LR",1988,102,1988-04-11,1,0.000,1,"B",5.080,,,,,
"LR",1988,103,1988-04-12,1,0.000,1,"B",5.140,,,,,
"LR",1988,104,1988-04-13,1,0.000,1,"B",5.160,,,,,
"LR",1988,104,1988-04-13,1,0.000,1,"R",5.170,5.650,-4,,,
"LR",1988,104,1988-04-13,2,0.000,1,"B",5.570,,,,,
"LR",1988,104,1988-04-13,2,0.000,1,"R",5.640,6.260,27,,,
"LR",1988,104,1988-04-13,1,2.000,1,"B",5.110,,,,,
"LR",1988,104,1988-04-13,1,2.000,1,"R",5.140,5.620,-8,,,
"LR",1988,104,1988-04-13,1,4.000,1,"B",5.090,,,,,
"LR",1988,104,1988-04-13,1,4.000,1,"R",5.130,5.670,4,,,
"LR",1988,104,1988-04-13,2,4.000,1,"B",5.530,,,,,
"LR",1988,104,1988-04-13,2,4.000,1,"R",5.600,6.300,20,,,
"LR",1988,104,1988-04-13,2,4.000,2,"B",5.510,,,,,
"LR",1988,104,1988-04-13,2,4.000,2,"R",5.590,,22,,,
"LR",1988,104,1988-04-13,1,6.000,1,"B",5.090,,,,,
"LR",1988,104,1988-04-13,1,6.000,1,"R",5.120,5.610,-5,,,
"LR",1988,104,1988-04-13,2,6.000,1,"B",5.460,,,,,
"LR",1988,104,1988-04-13,2,6.000,1,"R",5.570,6.310,16,,,
"LR",1988,104,1988-04-13,1,8.000,1,"B",5.070,,,,,
"LR",1988,104,1988-04-13,1,8.000,1,"R",5.120,5.670,-6,,,
"LR",1988,104,1988-04-13,1,9.000,1,"B",5.090,,,,,
"LR",1988,104,1988-04-13,1,9.000,1,"R",5.100,5.720,2,,,
"LR",1988,105,1988-04-14,1,0.000,1,"B",5.170,,,,,
"LR",1988,106,1988-04-15,1,0.000,1,"B",5.170,,,,,
"LR",1988,109,1988-04-18,1,0.000,1,"B",5.240,,,,,
"LR",1988,110,1988-04-19,1,0.000,1,"B",5.280,,,,,
"LR",1988,111,1988-04-20,1,0.000,1,"B",5.290,,,,,
"LR",1988,111,1988-04-20,1,0.000,2,"B",5.310,,,,,
"LR",1988,112,1988-04-21,1,0.000,1,"B",5.250,,,,,
"LR",1988,113,1988-04-22,1,0.000,1,"B",5.200,,,,,
"LR",1988,116,1988-04-25,1,0.000,1,"B",5.110,,,,,
"LR",1988,117,1988-04-26,1,0.000,1,"B",5.110,,,,,
"LR",1988,118,1988-04-27,1,0.000,1,"B",5.090,,,,,
"LR",1988,118,1988-04-27,1,0.000,1,"R",5.030,5.110,-15,,,
"LR",1988,118,1988-04-27,2,0.000,1,"B",6.350,,,,,
