lakeid,year4,daynum,sampledate,sta,depth,rep,etrode,ph,phair,alk,flagph,flagphair,flagalk
"LR",2000,31,2000-01-31,1,0.000,1,"N",5.780,6.670,35,,,
"LR",2000,31,2000-01-31,2,0.000,1,"N",6.040,6.720,35,,,
"LR",2000,31,2000-01-31,1,4.000,1,"N",5.580,6.640,35,,,
"LR",2000,31,2000-01-31,2,4.000,1,"N",5.640,6.880,37,,,
"LR",2000,31,2000-01-31,2,6.000,1,"N",5.650,6.860,39,,,
"LR",2000,31,2000-01-31,2,6.000,2,"N",5.660,6.800,40,,,
"LR",2000,31,2000-01-31,1,9.000,1,"N",6.090,7.100,166,,,
"LR",2000,62,2000-03-02,1,0.000,1,"N",5.780,6.670,29,,,
"LR",2000,62,2000-03-02,2,0.000,1,"N",5.770,6.640,36,,,
"LR",2000,62,2000-03-02,1,0.000,2,"N",5.770,6.630,27,,,
"LR",2000,62,2000-03-02,1,4.000,1,"N",5.580,6.750,27,,,
"LR",2000,62,2000-03-02,2,4.000,1,"N",5.640,6.860,45,,,
"LR",2000,62,2000-03-02,2,6.000,1,"N",5.640,6.840,45,,,
"LR",2000,62,2000-03-02,1,9.000,1,"N",6.120,6.970,159,,,
"LR",2000,91,2000-03-31,1,0.000,1,"N",5.710,6.540,27,,,
"LR",2000,91,2000-03-31,2,0.000,1,"N",5.980,6.610,26,,,"L"
"LR",2000,91,2000-03-31,2,0.000,2,"N",5.980,6.590,36,,,
"LR",2000,91,2000-03-31,1,4.000,1,"N",5.680,6.680,25,,,
"LR",2000,91,2000-03-31,2,4.000,1,"N",5.950,6.610,29,,,
"LR",2000,91,2000-03-31,2,6.000,1,"N",5.860,6.580,28,,,
"LR",2000,91,2000-03-31,1,9.000,1,"N",5.640,6.600,28,,,
"LR",2000,117,2000-04-26,1,0.000,1,"N",6.350,6.600,,,,
"LR",2000,117,2000-04-26,2,0.000,1,"N",6.400,6.670,,,,
"LR",2000,117,2000-04-26,1,2.000,1,"N",6.610,6.650,,,,
"LR",2000,117,2000-04-26,2,2.000,1,"N",6.480,6.500,,,,
"LR",2000,117,2000-04-26,1,4.000,1,"N",6.420,6.650,,,,
"LR",2000,117,2000-04-26,2,6.000,1,"N",5.890,6.550,,,,
"LR",2000,117,2000-04-26,1,9.000,1,"N",5.800,6.050,,,,
"LR",2000,130,2000-05-09,1,0.000,1,"N",6.300,6.620,26,,,
"LR",2000,130,2000-05-09,2,0.000,1,"N",6.320,6.520,12,,,
"LR",2000,130,2000-05-09,1,4.000,1,"N",6.490,6.410,15,,,
"LR",2000,130,2000-05-09,2,4.000,1,"N",6.440,6.530,13,,,
"LR",2000,130,2000-05-09,1,6.000,1,"N",5.910,6.530,35,,,
"LR",2000,130,2000-05-09,2,6.000,1,"N",5.510,6.480,20,,,
"LR",2000,130,2000-05-09,1,9.000,1,"N",5.520,6.710,21,,,"L"
"LR",2000,130,2000-05-09,1,9.000,2,"N",5.530,6.700,27,,,
"LR",2000,146,2000-05-25,1,0.000,1,"N",6.230,6.450,,,,
"LR",2000,146,2000-05-25,2,0.000,1,"N",6.180,5.940,,,,
"LR",2000,146,2000-05-25,1,2.000,1,"N",6.220,6.430,,,,
"LR",2000,146,2000-05-25,2,4.000,1,"N",5.990,6.550,,,,
"LR",2000,146,2000-05-25,1,6.000,1,"N",5.590,6.600,,,,
"LR",2000,146,2000-05-25,2,6.000,1,"N",5.460,6.650,,,,
"LR",2000,146,2000-05-25,1,9.000,1,"N",5.490,6.350,,,"L",
"LR",2000,146,2000-05-25,1,9.000,2,"N",5.500,6.750,,,,
"LR",2000,157,2000-06-05,1,0.000,1,"N",6.120,6.340,6,,,
"LR",2000,157,2000-06-05,2,0.000,1,"N",6.090,6.530,12,,,
"LR",2000,157,2000-06-05,1,4.000,1,"N",5.780,6.300,18,,,
"LR",2000,157,2000-06-05,2,4.000,1,"N",5.960,6.450,17,,,
"LR",2000,157,2000-06-05,1,6.000,1,"N",5.530,6.450,22,,"L",
"LR",2000,157,2000-06-05,2,6.000,1,"N",5.540,7.030,69,,,
"LR",2000,157,2000-06-05,1,6.000,2,"N",5.540,6.610,21,,,
"LR",2000,157,2000-06-05,1,9.000,1,"N",5.560,6.980,42,,,
"LR",2000,171,2000-06-19,1,0.000,1,"N",6.150,6.240,,,,
"LR",2000,171,2000-06-19,2,0.000,1,"N",6.060,6.280,,,,
"LR",2000,171,2000-06-19,2,0.000,2,"N",6.030,,,,,
"LR",2000,171,2000-06-19,1,4.000,1,"N",5.800,6.410,,,,
"LR",2000,171,2000-06-19,2,4.000,1,"N",5.960,6.200,,,,
"LR",2000,171,2000-06-19,1,6.000,1,"N",5.630,6.470,,,,
"LR",2000,171,2000-06-19,2,6.000,1,"N",5.580,6.590,,,,
"LR",2000,171,2000-06-19,1,9.000,1,"N",5.710,7.000,,,,
"LR",2000,187,2000-07-05,1,0.000,1,"N",6.160,6.520,9,,,
"LR",2000,187,2000-07-05,2,0.000,1,"N",5.760,6.460,14,,,
"LR",2000,187,2000-07-05,1,2.000,1,"N",6.100,6.270,10,,,
"LR",2000,187,2000-07-05,2,4.000,1,"N",5.710,6.500,18,,,
"LR",2000,187,2000-07-05,1,6.000,1,"N",5.480,6.550,26,,,
"LR",2000,187,2000-07-05,2,6.000,1,"N",5.590,7.170,125,,,
"LR",2000,187,2000-07-05,2,6.000,2,"N",5.580,,116,,,
"LR",2000,187,2000-07-05,1,9.000,1,"N",5.630,7.020,66,,,
"LR",2000,199,2000-07-17,1,0.000,1,"N",6.100,6.360,,,,
"LR",2000,199,2000-07-17,2,0.000,1,"N",6.140,6.160,,,,
"LR",2000,199,2000-07-17,1,4.000,1,"N",5.850,6.340,,,,
"LR",2000,199,2000-07-17,2,4.000,1,"N",5.800,6.370,,,,
"LR",2000,199,2000-07-17,2,6.000,1,"N",5.820,7.120,,,,
"LR",2000,199,2000-07-17,1,8.000,1,"N",5.420,6.460,,,,
"LR",2000,199,2000-07-17,1,8.000,2,"N",5.410,6.470,,,,
"LR",2000,199,2000-07-17,1,9.000,1,"N",5.610,6.650,,,,
"LR",2000,213,2000-07-31,1,0.000,1,"N",6.070,6.350,11,,,
"LR",2000,213,2000-07-31,2,0.000,1,"N",6.100,6.420,17,,,
"LR",2000,213,2000-07-31,1,4.000,1,"N",5.690,6.480,34,,,
"LR",2000,213,2000-07-31,2,4.000,1,"N",5.590,6.610,13,,,
"LR",2000,213,2000-07-31,2,6.000,1,"N",5.570,7.300,207,,,
"LR",2000,213,2000-07-31,2,6.000,2,"N",5.580,,193,,,
"LR",2000,213,2000-07-31,1,8.000,1,"N",5.080,6.530,27,,,
"LR",2000,213,2000-07-31,1,9.000,1,"N",5.760,7.060,98,,,
"LR",2000,227,2000-08-14,1,0.000,1,"N",5.980,6.230,,,,
"LR",2000,227,2000-08-14,2,0.000,1,"N",5.970,6.340,,,,
"LR",2000,227,2000-08-14,1,4.000,1,"N",5.690,6.360,,,,
"LR",2000,227,2000-08-14,2,4.000,1,"N",5.610,6.440,,,,
"LR",2000,227,2000-08-14,2,6.000,1,"N",5.500,7.240,,,,
"LR",2000,227,2000-08-14,1,8.000,1,"N",5.570,7.050,,,,
"LR",2000,227,2000-08-14,1,8.000,2,"N",5.570,,,,,
"LR",2000,227,2000-08-14,1,9.000,1,"N",5.870,7.210,,,,
"LR",2000,242,2000-08-29,1,0.000,1,"N",6.050,6.540,13,,,
"LR",2000,242,2000-08-29,2,0.000,1,"N",6.320,6.470,19,,,
"LR",2000,242,2000-08-29,1,4.000,1,"N",5.820,6.470,14,,,
"LR",2000,242,2000-08-29,2,4.000,1,"N",6.280,6.470,17,,,"L"
"LR",2000,242,2000-08-29,2,4.000,2,"N",6.300,6.530,34,,,
"LR",2000,242,2000-08-29,1,6.000,1,"N",5.490,6.810,37,,,
"LR",2000,242,2000-08-29,2,6.000,1,"N",5.480,7.250,157,,,
"LR",2000,242,2000-08-29,1,9.000,1,"N",5.950,6.900,186,,,
"LR",2000,255,2000-09-11,1,0.000,1,"N",6.660,6.370,,,,
"LR",2000,255,2000-09-11,2,0.000,1,"N",6.470,6.670,,,,
"LR",2000,255,2000-09-11,1,4.000,1,"N",6.230,6.400,,,,
"LR",2000,255,2000-09-11,2,4.000,1,"N",6.190,6.590,,,,
"LR",2000,255,2000-09-11,1,6.000,1,"N",5.620,6.730,,,,
"LR",2000,255,2000-09-11,2,6.000,1,"N",5.500,6.690,,,,
"LR",2000,255,2000-09-11,2,6.000,2,"N",5.510,6.750,,,,
"LR",2000,255,2000-09-11,1,9.000,1,"N",5.970,6.800,,,,
"LR",2000,269,2000-09-25,1,0.000,1,"N",5.940,6.400,7,,,
"LR",2000,269,2000-09-25,2,0.000,1,"N",6.410,6.590,21,,,
"LR",2000,269,2000-09-25,2,4.000,1,"N",6.310,6.580,18,,,
"LR",2000,269,2000-09-25,1,6.000,1,"N",5.240,6.430,14,,,
"LR",2000,269,2000-09-25,2,6.000,1,"N",6.210,6.550,19,,,
"LR",2000,269,2000-09-25,2,6.000,2,"N",6.190,6.520,18,,,
"LR",2000,269,2000-09-25,1,8.000,1,"N",5.310,6.810,33,,,
"LR",2000,269,2000-09-25,1,9.000,1,"N",6.010,6.760,215,,,
"LR",2000,283,2000-10-09,1,0.000,1,"N",6.160,6.460,,,,
"LR",2000,283,2000-10-09,2,0.000,1,"N",6.860,6.550,,,,
"LR",2000,283,2000-10-09,1,4.000,1,"N",6.050,6.500,,"L",,
"LR",2000,283,2000-10-09,2,4.000,1,"N",6.800,6.590,,,,
"LR",2000,283,2000-10-09,1,4.000,2,"N",5.960,6.530,,,,
"LR",2000,283,2000-10-09,2,6.000,1,"N",6.610,6.530,,,,
"LR",2000,283,2000-10-09,1,9.000,1,"N",5.970,6.510,,,,
"LR",2000,297,2000-10-23,1,0.000,1,"N",6.010,6.240,6,,,
"LR",2000,297,2000-10-23,2,0.000,1,"N",5.950,6.410,18,,,
"LR",2000,297,2000-10-23,1,4.000,1,"N",5.900,6.300,5,,,
"LR",2000,297,2000-10-23,2,4.000,1,"N",5.940,6.410,12,,,"L"
"LR",2000,297,2000-10-23,2,4.000,2,"N",5.900,6.400,19,,,
"LR",2000,297,2000-10-23,2,6.000,1,"N",5.750,6.410,17,,,
"LR",2000,297,2000-10-23,1,9.000,1,"N",5.570,6.560,45,,,
"LR",1983,232,1983-08-20,1,0.000,1,"R",5.930,,,,,
"LR",1983,232,1983-08-20,2,0.000,1,"R",6.140,,,,,
"LR",1983,232,1983-08-20,1,4.000,1,"R",5.870,,,,,
"LR",1983,232,1983-08-20,2,4.000,1,"R",5.820,,,,,
"LR",1983,232,1983-08-20,2,6.000,1,"R",5.290,,,,,
"LR",1983,232,1983-08-20,1,9.000,1,"R",5.150,,,,,
"LR",1983,256,1983-09-13,1,0.000,1,"R",5.910,,,,,
"LR",1983,256,1983-09-13,2,0.000,1,"R",5.930,,,,,
"LR",1983,256,1983-09-13,1,4.000,1,"R",5.940,,,,,
"LR",1983,256,1983-09-13,2,4.000,1,"R",5.900,,,,,
"LR",1983,256,1983-09-13,2,6.000,1,"R",5.800,,,,,
"LR",1983,256,1983-09-13,1,9.000,1,"R",5.800,,,,,
"LR",1983,278,1983-10-05,1,0.000,1,"R",5.990,,27,,,
"LR",1983,278,1983-10-05,2,0.000,1,"R",5.950,,29,,,
"LR",1983,278,1983-10-05,1,4.000,1,"R",5.870,,26,,,
"LR",1983,278,1983-10-05,2,4.000,1,"R",5.840,,27,,,
"LR",1983,278,1983-10-05,2,6.000,1,"R",5.720,,29,,,
"LR",1983,278,1983-10-05,1,9.000,1,"R",5.510,,223,,,
"LR",1983,293,1983-10-20,1,0.000,1,"R",5.850,,,,,
"LR",1983,293,1983-10-20,2,0.000,1,"R",5.870,,25,,,
"LR",1983,293,1983-10-20,1,4.000,1,"R",5.810,,25,,,
"LR",1983,293,1983-10-20,2,4.000,1,"R",5.880,,23,,,
"LR",1983,293,1983-10-20,2,6.000,1,"R",5.880,,23,,,
"LR",1983,293,1983-10-20,1,9.000,1,"R",5.800,,24,,,
"LR",1983,311,1983-11-07,1,0.000,1,"R",5.970,,,,,
"LR",1983,311,1983-11-07,2,0.000,1,"R",6.000,,25,,,
"LR",1983,311,1983-11-07,1,4.000,1,"R",5.960,,,,,
"LR",1983,311,1983-11-07,2,4.000,1,"R",5.990,,25,,,
"LR",1983,311,1983-11-07,1,6.000,1,"N",,,24,,,
"LR",1983,311,1983-11-07,2,6.000,1,"R",5.990,,27,,,
"LR",1983,311,1983-11-07,1,9.000,1,"R",5.940,,21,,,
"LR",1984,4,1984-01-04,1,0.000,1,"R",5.990,,,,,
"LR",1984,4,1984-01-04,2,0.000,1,"R",5.940,,29,,,
"LR",1984,4,1984-01-04,1,4.000,1,"R",5.630,,23,,,
"LR",1984,4,1984-01-04,2,4.000,1,"R",5.440,,33,,,
"LR",1984,4,1984-01-04,2,6.000,1,"R",5.560,,64,,,
"LR",1984,4,1984-01-04,1,9.000,1,"R",5.470,,34,,,
"LR",1984,53,1984-02-22,1,0.000,1,"R",5.830,,27,,,
"LR",1984,53,1984-02-22,2,0.000,1,"R",5.700,,33,,,
"LR",1984,53,1984-02-22,1,4.000,1,"R",5.410,,28,,,
"LR",1984,53,1984-02-22,2,4.000,1,"R",5.400,,32,,,
"LR",1984,53,1984-02-22,2,6.000,1,"R",5.410,,35,,,
"LR",1984,53,1984-02-22,1,9.000,1,"R",5.560,,42,,,
"LR",1984,96,1984-04-05,1,0.000,1,"R",5.240,,,,,
"LR",1984,96,1984-04-05,2,0.000,1,"R",5.280,,,,,
"LR",1984,96,1984-04-05,1,4.000,1,"R",5.300,,,,,
"LR",1984,96,1984-04-05,2,4.000,1,"R",5.360,,,,,
"LR",1984,96,1984-04-05,2,6.000,1,"R",5.360,,,,,
"LR",1984,96,1984-04-05,1,9.000,1,"R",5.520,,,,,
"LR",1984,117,1984-04-26,1,0.000,1,"R",6.010,,26,,,
"LR",1984,117,1984-04-26,2,0.000,1,"R",5.980,,28,,,
"LR",1984,117,1984-04-26,1,4.000,1,"R",5.950,,28,,,
"LR",1984,117,1984-04-26,2,4.000,1,"R",5.920,,29,,,
"LR",1984,117,1984-04-26,2,6.000,1,"R",5.790,,29,,,
"LR",1984,117,1984-04-26,1,9.000,1,"R",5.580,,31,,,
"LR",1984,131,1984-05-10,1,0.000,1,"R",6.130,,29,,,
"LR",1984,131,1984-05-10,2,0.000,1,"R",6.160,,24,,,
"LR",1984,131,1984-05-10,1,4.000,1,"R",6.110,,25,,,
"LR",1984,131,1984-05-10,2,4.000,1,"R",6.140,,26,,,
"LR",1984,131,1984-05-10,2,6.000,1,"R",6.000,,26,,,
"LR",1984,131,1984-05-10,1,9.000,1,"R",5.450,,48,,,
"LR",1984,150,1984-05-29,1,0.000,1,"R",6.050,,26,,,
"LR",1984,150,1984-05-29,2,0.000,1,"R",6.080,,27,,,
"LR",1984,150,1984-05-29,1,4.000,1,"R",6.040,,25,,,
"LR",1984,150,1984-05-29,2,4.000,1,"R",6.050,,25,,,
"LR",1984,150,1984-05-29,2,6.000,1,"R",5.800,,26,,,
"LR",1984,150,1984-05-29,1,9.000,1,"R",5.340,,35,,,
"LR",1984,163,1984-06-11,1,0.000,1,"R",6.040,,22,,,
"LR",1984,163,1984-06-11,2,0.000,1,"R",6.090,,21,,,
"LR",1984,163,1984-06-11,1,4.000,1,"R",6.020,,21,,,
"LR",1984,163,1984-06-11,2,4.000,1,"R",6.000,,24,,,
"LR",1984,163,1984-06-11,2,6.000,1,"R",5.480,,25,,,
"LR",1984,163,1984-06-11,1,9.000,1,"R",5.280,,36,,,
"LR",1984,177,1984-06-25,1,0.000,1,"R",6.320,,25,,,
"LR",1984,177,1984-06-25,2,0.000,1,"R",6.330,,24,,,
"LR",1984,177,1984-06-25,1,4.000,1,"R",6.180,,23,,,
"LR",1984,177,1984-06-25,2,4.000,1,"R",6.340,,25,,,
"LR",1984,177,1984-06-25,2,6.000,1,"R",5.790,,44,,,
"LR",1984,177,1984-06-25,1,9.000,1,"R",5.570,,46,,,
"LR",1984,192,1984-07-10,1,0.000,1,"R",6.270,,22,,,
"LR",1984,192,1984-07-10,2,0.000,1,"R",6.200,,27,,,
"LR",1984,192,1984-07-10,1,4.000,1,"R",6.120,,24,,,
"LR",1984,192,1984-07-10,2,4.000,1,"R",6.100,,25,,,
"LR",1984,192,1984-07-10,2,6.000,1,"R",5.860,,56,,,
"LR",1984,192,1984-07-10,1,9.000,1,"R",5.620,,60,,,
"LR",1984,205,1984-07-23,1,0.000,1,"R",6.420,,22,,,
"LR",1984,205,1984-07-23,2,0.000,1,"R",6.360,,23,,,
"LR",1984,205,1984-07-23,1,4.000,1,"R",6.310,,22,,,
"LR",1984,205,1984-07-23,2,4.000,1,"R",6.220,,23,,,
"LR",1984,205,1984-07-23,2,6.000,1,"R",5.840,,,,,
"LR",1984,219,1984-08-06,1,0.000,1,"R",6.340,,24,,,
"LR",1984,219,1984-08-06,2,0.000,1,"R",6.340,,24,,,
"LR",1984,219,1984-08-06,1,4.000,1,"R",6.100,,25,,,
"LR",1984,219,1984-08-06,2,4.000,1,"R",6.140,,25,,,
"LR",1984,219,1984-08-06,2,6.000,1,"R",5.720,,52,,,
"LR",1984,219,1984-08-06,1,9.000,1,"R",5.640,,118,,,
"LR",1984,233,1984-08-20,1,0.000,1,"R",6.280,,28,,,
"LR",1984,233,1984-08-20,2,0.000,1,"R",6.360,,28,,,
"LR",1984,233,1984-08-20,1,4.000,1,"R",6.210,,26,,,
"LR",1984,233,1984-08-20,2,4.000,1,"R",6.300,,26,,,
"LR",1984,233,1984-08-20,2,6.000,1,"R",6.030,,27,,,
"LR",1984,233,1984-08-20,1,9.000,1,"R",5.670,,131,,,
"LR",1984,254,1984-09-10,1,0.000,1,"R",6.240,,27,,,
"LR",1984,254,1984-09-10,2,0.000,1,"R",6.240,,25,,,
"LR",1984,254,1984-09-10,1,4.000,1,"R",6.190,,27,,,
"LR",1984,254,1984-09-10,2,4.000,1,"R",6.200,,25,,,
"LR",1984,254,1984-09-10,1,6.000,1,"N",,,31,,,
"LR",1984,254,1984-09-10,2,6.000,1,"R",6.190,,23,,,
"LR",1984,254,1984-09-10,1,9.000,1,"R",5.890,,308,,,
"LR",1984,276,1984-10-02,1,0.000,1,"R",6.190,,30,,,
"LR",1984,276,1984-10-02,1,4.000,1,"R",6.160,,31,,,
"LR",1984,276,1984-10-02,2,4.000,1,"R",6.260,,27,,,
"LR",1984,276,1984-10-02,1,6.000,1,"N",,,29,,,
"LR",1984,276,1984-10-02,2,6.000,1,"R",6.220,,26,,,
"LR",1984,276,1984-10-02,1,9.000,1,"R",6.110,,33,,,
"LR",1984,298,1984-10-24,1,0.000,1,"R",6.090,,28,,,
"LR",1984,298,1984-10-24,2,0.000,1,"R",6.100,,26,,,
"LR",1984,298,1984-10-24,1,4.000,1,"R",6.070,,28,,,
"LR",1984,298,1984-10-24,2,4.000,1,"R",6.100,,28,,,
"LR",1984,298,1984-10-24,2,6.000,1,"R",6.090,,27,,,
"LR",1984,298,1984-10-24,1,9.000,1,"R",6.050,,28,,,
"LR",1984,338,1984-12-03,1,0.000,1,"R",6.220,,31,,,
"LR",1984,338,1984-12-03,2,0.000,1,"R",6.140,,31,,,
"LR",1984,338,1984-12-03,1,4.000,1,"R",6.020,,29,,,
"LR",1984,338,1984-12-03,2,4.000,1,"R",6.140,,29,,,
"LR",1984,338,1984-12-03,2,6.000,1,"R",6.130,,31,,,
"LR",1984,338,1984-12-03,1,9.000,1,"R",5.840,,31,,,
"LR",1985,16,1985-01-16,1,1.000,1,"R",5.710,,37,,,
"LR",1985,16,1985-01-16,2,1.000,1,"R",5.640,,32,,,
"LR",1985,16,1985-01-16,1,4.000,1,"R",5.560,,34,,,
"LR",1985,16,1985-01-16,2,4.000,1,"R",5.660,,30,,,
"LR",1985,16,1985-01-16,1,6.000,1,"R",5.620,,39,,,
"LR",1985,16,1985-01-16,2,6.000,1,"R",5.610,,30,,,
"LR",1985,16,1985-01-16,1,8.000,1,"R",5.560,,44,,,
"LR",1985,52,1985-02-21,1,0.000,1,"R",5.590,,,,,
"LR",1985,52,1985-02-21,2,0.000,1,"R",5.640,,31,,,
"LR",1985,52,1985-02-21,1,4.000,1,"R",5.550,,42,,,
"LR",1985,52,1985-02-21,2,4.000,1,"R",5.530,,37,,,
"LR",1985,52,1985-02-21,1,6.000,1,"R",5.520,,36,,,
"LR",1985,52,1985-02-21,2,6.000,1,"R",5.510,,31,,,
"LR",1985,52,1985-02-21,1,8.000,1,"R",5.530,,50,,,
"LR",1985,64,1985-03-05,1,0.000,1,"R",5.540,,,,,
"LR",1985,64,1985-03-05,2,0.000,1,"R",5.660,,,,,
"LR",1985,71,1985-03-12,1,0.000,1,"R",5.650,,,,,
"LR",1985,71,1985-03-12,2,0.000,1,"R",5.640,,,,,
"LR",1985,79,1985-03-20,1,0.000,1,"R",5.620,,41,,,
"LR",1985,79,1985-03-20,2,0.000,1,"R",5.610,,39,,,
"LR",1985,79,1985-03-20,1,4.000,1,"R",5.400,,30,,,
"LR",1985,79,1985-03-20,2,4.000,1,"R",5.470,,38,,,
"LR",1985,79,1985-03-20,1,6.000,1,"R",5.380,,32,,,
"LR",1985,79,1985-03-20,2,6.000,1,"R",5.470,,41,,,
"LR",1985,79,1985-03-20,1,9.000,1,"R",5.420,,40,,,
"LR",1985,84,1985-03-25,1,0.000,1,"R",5.670,,,,,
"LR",1985,84,1985-03-25,2,0.000,1,"R",5.550,,,,,
"LR",1985,84,1985-03-25,1,4.000,1,"R",5.460,,,,,
"LR",1985,84,1985-03-25,2,4.000,1,"R",5.480,,,,,
"LR",1985,87,1985-03-28,1,0.000,1,"R",5.420,,,,,
"LR",1985,87,1985-03-28,2,0.000,1,"R",5.480,,,,,
"LR",1985,87,1985-03-28,1,4.000,1,"R",5.430,,,,,
"LR",1985,87,1985-03-28,2,4.000,1,"R",5.500,,,,,
"LR",1985,92,1985-04-02,1,0.000,1,"R",5.480,,19,,,
"LR",1985,92,1985-04-02,2,0.000,1,"R",5.460,,43,,,
"LR",1985,92,1985-04-02,1,4.000,1,"R",5.390,,35,,,
"LR",1985,92,1985-04-02,2,4.000,1,"R",5.440,,40,,,
"LR",1985,92,1985-04-02,1,6.000,1,"R",5.420,,27,,,
"LR",1985,92,1985-04-02,2,6.000,1,"R",5.450,,40,,,
"LR",1985,92,1985-04-02,1,9.000,1,"R",5.400,,38,,,
"LR",1985,95,1985-04-05,1,0.000,1,"R",5.480,,,,,
"LR",1985,95,1985-04-05,2,0.000,1,"R",5.480,,,,,
"LR",1985,95,1985-04-05,1,4.000,1,"R",5.420,,,,,
"LR",1985,95,1985-04-05,2,4.000,1,"R",5.460,,,,,
"LR",1985,99,1985-04-09,1,0.000,1,"R",5.490,,33,,,
"LR",1985,99,1985-04-09,2,0.000,1,"R",5.570,,39,,,
"LR",1985,99,1985-04-09,1,4.000,1,"R",5.460,,35,,,
"LR",1985,99,1985-04-09,2,4.000,1,"R",5.530,,40,,,
"LR",1985,114,1985-04-24,1,0.000,1,"R",5.940,,33,,,
"LR",1985,114,1985-04-24,2,0.000,1,"R",5.920,,37,,,
"LR",1985,114,1985-04-24,1,4.000,1,"R",5.610,,32,,,
"LR",1985,114,1985-04-24,2,4.000,1,"R",5.720,,36,,,
"LR",1985,114,1985-04-24,1,6.000,1,"R",5.560,,34,,,
"LR",1985,114,1985-04-24,2,6.000,1,"R",5.750,,33,,,
"LR",1985,114,1985-04-24,1,9.000,1,"R",5.490,,41,,,
"LR",1985,119,1985-04-29,1,0.000,1,"R",6.050,,30,,,
"LR",1985,120,1985-04-30,1,0.000,1,"R",5.970,,27,,,
"LR",1985,121,1985-05-01,1,0.000,1,"R",5.730,,20,,,
"LR",1985,122,1985-05-02,1,0.000,1,"R",5.860,,20,,,
"LR",1985,123,1985-05-03,1,0.000,1,"R",5.740,,16,,,
"LR",1985,126,1985-05-06,1,0.000,1,"R",5.660,,16,,,
"LR",1985,127,1985-05-07,1,0.000,1,"R",5.800,,,,,
"LR",1985,128,1985-05-08,1,0.000,1,"R",5.780,,,,,
"LR",1985,128,1985-05-08,2,0.000,1,"R",6.210,,37,,,
"LR",1985,128,1985-05-08,1,4.000,1,"R",5.910,,34,,,
"LR",1985,128,1985-05-08,2,4.000,1,"R",6.100,,33,,,
"LR",1985,128,1985-05-08,1,6.000,1,"R",5.640,,38,,,
"LR",1985,128,1985-05-08,2,6.000,1,"R",5.890,,33,,,
"LR",1985,128,1985-05-08,1,9.000,1,"R",5.410,,38,,,
"LR",1985,129,1985-05-09,1,0.000,1,"R",5.790,,,,,
"LR",1985,130,1985-05-10,1,0.000,1,"R",5.570,,10,,,
"LR",1985,133,1985-05-13,1,0.000,1,"R",5.760,,12,,,
"LR",1985,134,1985-05-14,1,0.000,1,"R",5.590,,10,,,
"LR",1985,135,1985-05-15,1,0.000,1,"R",5.600,,,,,
"LR",1985,136,1985-05-16,1,0.000,1,"R",5.630,,13,,,
"LR",1985,137,1985-05-17,1,0.000,1,"R",5.690,,,,,
"LR",1985,140,1985-05-20,1,0.000,1,"R",5.720,,,,,
"LR",1985,141,1985-05-21,1,0.000,1,"R",5.690,,14,,,
"LR",1985,142,1985-05-22,1,0.000,1,"R",5.700,,10,,,
"LR",1985,142,1985-05-22,2,0.000,1,"R",6.240,,35,,,
"LR",1985,142,1985-05-22,1,4.000,1,"R",5.950,,42,,,
"LR",1985,142,1985-05-22,2,4.000,1,"R",6.220,,34,,,
"LR",1985,142,1985-05-22,1,6.000,1,"R",5.810,,36,,,
"LR",1985,142,1985-05-22,2,6.000,1,"R",5.670,,49,,,
"LR",1985,142,1985-05-22,1,9.000,1,"R",5.730,,46,,,
"LR",1985,143,1985-05-23,1,0.000,1,"R",5.690,,14,,,
"LR",1985,144,1985-05-24,1,0.000,1,"R",5.590,,,,,
"LR",1985,147,1985-05-27,1,0.000,1,"R",5.690,,,,,
"LR",1985,148,1985-05-28,1,0.000,1,"R",5.700,,14,,,
"LR",1985,149,1985-05-29,1,0.000,1,"R",5.680,,,,,
"LR",1985,150,1985-05-30,1,0.000,1,"R",5.580,,11,,,
"LR",1985,154,1985-06-03,1,0.000,1,"R",5.660,,,,,
"LR",1985,154,1985-06-03,2,0.000,1,"R",6.310,,31,,,
"LR",1985,155,1985-06-04,1,0.000,1,"N",,,12,,,
"LR",1985,155,1985-06-04,2,0.000,1,"R",6.310,,31,,,
"LR",1985,155,1985-06-04,1,2.000,1,"R",5.720,,12,,,
"LR",1985,155,1985-06-04,2,2.000,1,"R",6.230,,30,,,
"LR",1985,155,1985-06-04,1,4.000,1,"R",5.680,,23,,,
"LR",1985,155,1985-06-04,2,4.000,1,"R",6.160,,26,,,
"LR",1985,155,1985-06-04,1,6.000,1,"R",5.880,,43,,,
"LR",1985,155,1985-06-04,2,6.000,1,"R",5.760,,45,,,
"LR",1985,155,1985-06-04,1,9.000,1,"R",5.400,,44,,,
"LR",1985,157,1985-06-06,1,0.000,1,"R",5.690,,,,,
"LR",1985,161,1985-06-10,1,0.000,1,"R",5.750,,,,,
"LR",1985,162,1985-06-11,1,0.000,1,"R",5.640,,10,,,
"LR",1985,164,1985-06-13,1,0.000,1,"R",5.680,,,,,
"LR",1985,168,1985-06-17,1,0.000,1,"R",5.650,,,,,
"LR",1985,168,1985-06-17,2,0.000,1,"R",6.130,,24,,,
"LR",1985,168,1985-06-17,1,2.000,1,"R",5.640,,10,,,
"LR",1985,168,1985-06-17,2,2.000,1,"R",6.100,,24,,,
"LR",1985,168,1985-06-17,1,4.000,1,"R",5.590,,11,,,
"LR",1985,168,1985-06-17,2,4.000,1,"R",6.100,,25,,,
